"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Target_Mean_ISI_Contrast","Pulse_Refractory_Limited","Latent_Window_Truncated","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Observed_Left_Context_ISIs","Observed_Right_Context_ISIs","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility"
"TPL_009","TPL_009_EVENT_007","TPL_009_RUN_015","TPL_009_STATE_005","Burst","none","burst_in_hfs","TPL_009_PULSE_005",56.5378125857469,57.24469467078,0.706882085033023,56.5815068722245,57.2410546013102,0.659547729085688,147,152,6,5,3.28934968498228,2.91443673092872,FALSE,FALSE,"weak",6,"BQ_077",FALSE,7,20,"none","first_to_last_pulse_exposed_spike","PHENO_0045","clear_burst_like",2.1614344663915,"eligible"
"TPL_010","TPL_010_EVENT_001","TPL_010_RUN_002","none","Pause","canonical","canonical","none",,,,7.39741868813936,11.5158661080938,4.11844741995446,14,15,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_010","TPL_010_EVENT_002","TPL_010_RUN_004","none","Burst","none","standalone_burst","TPL_010_PULSE_001",15.0842566316549,15.6319926082639,0.547735976608928,15.1577902805039,15.6319926082639,0.474202327759997,19,22,4,3,3.16840837182805,2.98308402691036,FALSE,TRUE,"weak",4,"BQ_028",TRUE,3,0,"none","first_to_last_pulse_exposed_spike","PHENO_0046","clear_burst_like",3.02861669789332,"eligible"
"TPL_010","TPL_010_EVENT_003","TPL_010_RUN_006","none","Burst","none","standalone_burst","TPL_010_PULSE_002",16.1052845931668,16.970832760049,0.865548166882203,16.1052845931668,16.9172596760954,0.811975082928594,23,31,9,8,4.4286681406756,3.98303093761206,FALSE,TRUE,"moderate",9,"BQ_029",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0047","clear_burst_like",5.61612298369111,"eligible"
"TPL_010","TPL_010_EVENT_004","TPL_010_RUN_008","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,30.821456093794,38.3288854093163,7.50742931552231,47,50,4,3,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_010","TPL_010_EVENT_005","TPL_010_RUN_010","none","Burst","none","standalone_burst","TPL_010_PULSE_003",48.9178090886524,49.5564282669566,0.638619178304211,48.9854770137106,49.448056777399,0.46257976368841,85,89,5,4,5.64658617468446,4.93241150863469,FALSE,FALSE,"strong",5,"BQ_030",FALSE,5,4,"none","first_to_last_pulse_exposed_spike","PHENO_0048","clear_burst_like",3.12969464775764,"eligible"
"TPL_010","TPL_010_EVENT_006","TPL_010_RUN_014","TPL_010_STATE_004","Burst","none","burst_in_hfs","TPL_010_PULSE_004",56.5731542131843,57.2717445151457,0.69859030196146,56.6739133657238,57.1624862130772,0.488572847353353,105,111,7,6,4.25765294601599,3.57282809726894,FALSE,FALSE,"moderate",7,"BQ_079",FALSE,8,14,"none","first_to_last_pulse_exposed_spike","PHENO_0049","clear_burst_like",2.40443703590706,"eligible"
"TPL_010","TPL_010_EVENT_007","TPL_010_RUN_015","none","Pause","canonical","canonical","none",,,,62.5549963076104,66.7811515734968,4.22615526588633,125,126,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_010_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_010","TPL_010_EVENT_008","TPL_010_RUN_016","TPL_010_STATE_005","Burst","none","burst_in_hfs","TPL_010_PULSE_005",69.4634852668315,70.2684427625779,0.804957495746464,69.5721990311662,70.2610608444757,0.688861813309472,136,142,7,6,2.8394130548082,2.54740274008363,FALSE,FALSE,"weak",7,"BQ_080",FALSE,10,18,"none","first_to_last_pulse_exposed_spike","PHENO_0050","clear_burst_like",2.7270439402631,"eligible"
"TPL_011","TPL_011_EVENT_001","TPL_011_RUN_001","none","Pause","canonical","canonical","none",,,,0,4.15693224179558,4.15693224179558,1,2,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_011","TPL_011_EVENT_002","TPL_011_RUN_003","TPL_011_STATE_001","Burst","none","burst_in_hfs","TPL_011_PULSE_001",9.42782786211265,10.2446770858194,0.816849223706791,9.45617673730222,10.1659544252118,0.709777687909547,18,25,8,7,3.57581517987966,3.08215132029727,FALSE,FALSE,"moderate",8,"BQ_081",FALSE,15,11,"none","first_to_last_pulse_exposed_spike","PHENO_0051","ambiguous_burst_like",2.10034717789297,"exclude_primary_include_sensitivity"
"TPL_011","TPL_011_EVENT_003","TPL_011_RUN_005","TPL_011_STATE_002","Burst","none","burst_in_hfs","TPL_011_PULSE_002",16.4595884059163,17.2116737025284,0.752085296612115,16.4905434604477,17.1804830189633,0.689939558515551,49,56,8,7,3.00738925385351,2.63761405386031,FALSE,FALSE,"weak",8,"BQ_082",FALSE,12,15,"none","first_to_last_pulse_exposed_spike","PHENO_0052","clear_burst_like",2.5605748425947,"eligible"
"TPL_011","TPL_011_EVENT_004","TPL_011_RUN_009","none","Burst","none","standalone_burst","TPL_011_PULSE_003",31.630116769267,32.5301167692669,0.899999999999999,31.6575935697495,32.4913772293442,0.833783659594744,92,99,8,7,3.1647250644881,2.92836743500084,FALSE,FALSE,"weak",8,"BQ_031",FALSE,7,6,"none","first_to_last_pulse_exposed_spike","PHENO_0053","clear_burst_like",3.7175258317129,"eligible"
"TPL_011","TPL_011_EVENT_005","TPL_011_RUN_013","none","Pause","canonical","canonical","none",,,,49.547740065319,52.4736074759751,2.92586741065607,141,142,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_011","TPL_011_EVENT_006","TPL_011_RUN_015","none","Burst","none","standalone_burst","TPL_011_PULSE_004",58.8562216039935,59.5893483037008,0.733126699707263,58.9614471748536,59.5893483037008,0.627901128847121,153,157,5,4,3.62167336841219,3.30124706192873,FALSE,TRUE,"moderate",5,"BQ_032",FALSE,8,0,"none","first_to_last_pulse_exposed_spike","PHENO_0054","clear_burst_like",2.26044387234003,"eligible"
"TPL_011","TPL_011_EVENT_007","TPL_011_RUN_017","none","Burst","none","standalone_burst","TPL_011_PULSE_005",60.1566883998812,60.6894579163219,0.532769516440652,60.1566883998812,60.6352194478596,0.478531047978393,158,163,6,5,6.21507176235693,5.25544482585974,FALSE,TRUE,"strong",6,"BQ_033",FALSE,0,3,"none","first_to_last_pulse_exposed_spike","PHENO_0055","clear_burst_like",4.28723047020066,"eligible"
"TPL_012","TPL_012_EVENT_001","TPL_012_RUN_002","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,6.1656131270975,13.3892428911925,7.22362976409495,16,19,4,3,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_012","TPL_012_EVENT_002","TPL_012_RUN_004","none","Pause","canonical","canonical","none",,,,21.8134491164158,24.7803149057008,2.96686578928493,33,34,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_012","TPL_012_EVENT_003","TPL_012_RUN_007","none","Burst","none","standalone_burst","TPL_012_PULSE_001",36.1660900686545,37.0660900686545,0.899999999999999,36.3868237889012,36.9951045137611,0.608280724859945,60,65,6,5,4.11061210130848,3.694744406268,FALSE,FALSE,"moderate",6,"BQ_035",FALSE,4,5,"none","first_to_last_pulse_exposed_spike","PHENO_0056","clear_burst_like",4.54250199075616,"eligible"
"TPL_012","TPL_012_EVENT_004","TPL_012_RUN_009","none","Burst","none","standalone_burst","TPL_012_PULSE_002",44.8666416463824,45.591152089845,0.724510443462599,44.8811108955335,45.591152089845,0.710041194311465,79,85,7,6,5.9412736175675,5.13091264583636,FALSE,TRUE,"strong",7,"BQ_036",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0057","clear_burst_like",3.09551796753846,"eligible"
"TPL_012","TPL_012_EVENT_005","TPL_012_RUN_011","none","Burst","none","standalone_burst","TPL_012_PULSE_003",46.0771071534246,46.8640201327612,0.786912979336641,46.0771071534246,46.7360454096027,0.658938256178139,86,94,9,8,3.19389394549383,2.97791508194059,FALSE,TRUE,"weak",9,"BQ_034",FALSE,0,5,"none","first_to_last_pulse_exposed_spike","PHENO_0058","clear_burst_like",5.3717373767829,"eligible"
"TPL_012","TPL_012_EVENT_006","TPL_012_RUN_012","TPL_012_STATE_004","Burst","none","burst_in_hfs","TPL_012_PULSE_004",51.7110067378427,52.5504232891748,0.839416551332064,51.7359465590171,52.4326998800314,0.696753321014377,109,117,9,8,3.69197087280929,3.12376183900051,FALSE,FALSE,"moderate",9,"BQ_083",FALSE,10,14,"none","first_to_last_pulse_exposed_spike","PHENO_0059","clear_burst_like",2.36822266464592,"eligible"
"TPL_012","TPL_012_EVENT_007","TPL_012_RUN_013","none","Pause","canonical","canonical","none",,,,56.71126076637,59.871953187065,3.16069242069498,131,132,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_012_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_012","TPL_012_EVENT_008","TPL_012_RUN_014","TPL_012_STATE_005","Burst","none","burst_in_hfs","TPL_012_PULSE_005",62.076301202268,62.3502930521907,0.27399184992273,62.185380485132,62.3286983964649,0.143317911332929,140,143,4,3,5.34238323282867,4.17171789507847,FALSE,FALSE,"strong",4,"BQ_084",TRUE,8,20,"none","first_to_last_pulse_exposed_spike","PHENO_0060","clear_burst_like",3.95132532863195,"eligible"
"TPL_013","TPL_013_EVENT_001","TPL_013_RUN_001","none","Burst","none","standalone_burst","TPL_013_PULSE_001",2.50754996349569,3.28263657049905,0.775086607003351,2.53513482304245,3.28263657049905,0.747501747456592,5,9,5,4,2.82371810656114,2.65564907882363,FALSE,TRUE,"weak",5,"BQ_037",FALSE,4,0,"none","first_to_last_pulse_exposed_spike","PHENO_0061","clear_burst_like",3.18802467825774,"eligible"
"TPL_013","TPL_013_EVENT_002","TPL_013_RUN_003","none","Burst","none","standalone_burst","TPL_013_PULSE_002",3.9090146944764,4.77949807873418,0.870483384257776,3.9090146944764,4.67903480666519,0.770020112188792,10,16,7,6,4.34598919493823,3.89595348923467,FALSE,TRUE,"moderate",7,"BQ_038",FALSE,0,3,"none","first_to_last_pulse_exposed_spike","PHENO_0062","clear_burst_like",4.84958782856167,"eligible"
"TPL_013","TPL_013_EVENT_003","TPL_013_RUN_004","none","Pause","canonical","canonical","none",,,,7.122263345744,12.1022229756857,4.97995962994173,19,20,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_013","TPL_013_EVENT_004","TPL_013_RUN_007","none","Pause","canonical","canonical","none",,,,22.5807377222604,26.7485475634834,4.16780984122306,32,33,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_013","TPL_013_EVENT_005","TPL_013_RUN_009","TPL_013_STATE_002","Burst","none","burst_in_hfs","TPL_013_PULSE_003",30.6412794107557,31.2549228599406,0.613643449184863,30.6680035553941,31.241028432819,0.573024877424817,46,54,9,8,5.01413912332902,4.04411564359907,FALSE,FALSE,"strong",9,"BQ_086",FALSE,11,14,"none","first_to_last_pulse_exposed_spike","PHENO_0063","clear_burst_like",4.88800774860628,"eligible"
"TPL_013","TPL_013_EVENT_006","TPL_013_RUN_011","none","Burst","none","standalone_burst","TPL_013_PULSE_004",43.5011002469489,44.4011002469489,0.899999999999999,43.5894350534252,44.2687354137736,0.679300360348449,75,82,8,7,5.92214704262218,5.16470479557756,FALSE,FALSE,"strong",8,"BQ_039",FALSE,4,4,"none","first_to_last_pulse_exposed_spike","PHENO_0064","clear_burst_like",6.56595465446463,"eligible"
"TPL_013","TPL_013_EVENT_007","TPL_013_RUN_017","TPL_013_STATE_005","Burst","none","burst_in_hfs","TPL_013_PULSE_005",66.0702963272809,66.4155213105426,0.345224983261716,66.1078747757234,66.3660177767477,0.258143001024223,141,145,5,4,4.03147143760093,3.14374785381369,FALSE,FALSE,"moderate",5,"BQ_085",FALSE,16,9,"none","first_to_last_pulse_exposed_spike","PHENO_0065","clear_burst_like",2.71445654985174,"eligible"
"TPL_014","TPL_014_EVENT_001","TPL_014_RUN_001","TPL_014_STATE_001","Burst","none","burst_in_hfs","TPL_014_PULSE_001",4.26600408771296,4.58326874690421,0.317264659191252,4.27167127511281,4.55366065068078,0.28198937556797,13,17,5,4,7.48735288577217,5.41235690691974,FALSE,FALSE,"strong",5,"BQ_087",FALSE,12,12,"none","first_to_last_pulse_exposed_spike","PHENO_0066","clear_burst_like",3.45292888623786,"eligible"
"TPL_014","TPL_014_EVENT_002","TPL_014_RUN_002","none","Pause","canonical","canonical","none",,,,9.02642399893223,12.6628428736803,3.63641887474805,29,30,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_014_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_014","TPL_014_EVENT_003","TPL_014_RUN_003","TPL_014_STATE_002","Burst","none","burst_in_hfs","TPL_014_PULSE_002",15.4608886661391,16.3608886661391,0.899999999999999,15.493366583277,16.3235345250497,0.830167941772743,39,47,9,8,3.05348330866739,2.72052670363337,FALSE,FALSE,"weak",9,"BQ_088",FALSE,9,14,"none","first_to_last_pulse_exposed_spike","PHENO_0067","clear_burst_like",3.17467541140108,"eligible"
"TPL_014","TPL_014_EVENT_004","TPL_014_RUN_008","none","Pause","canonical","canonical","none",,,,28.2598103660787,32.8069936151313,4.54718324905261,77,78,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_014","TPL_014_EVENT_005","TPL_014_RUN_010","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,39.7457452748689,45.9960559964899,6.25031072162092,90,93,4,3,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_014","TPL_014_EVENT_006","TPL_014_RUN_013","none","Burst","none","standalone_burst","TPL_014_PULSE_003",58.3240044223338,59.2240044223337,0.899999999999999,58.517278623593,59.2154182974477,0.698139673854747,135,140,6,5,3.07639142702164,2.89938840996474,FALSE,FALSE,"weak",6,"BQ_040",FALSE,6,4,"none","first_to_last_pulse_exposed_spike","PHENO_0068","clear_burst_like",3.68427011089999,"eligible"
"TPL_014","TPL_014_EVENT_007","TPL_014_RUN_014","none","Burst","none","standalone_burst","TPL_014_PULSE_004",64.8573449869765,65.71145264811,0.854107661133483,64.8746502904771,65.71145264811,0.836802357632919,147,154,8,7,3.77050309242294,3.48512835800648,FALSE,TRUE,"moderate",8,"BQ_041",FALSE,3,0,"none","first_to_last_pulse_exposed_spike","PHENO_0069","clear_burst_like",4.71530250245953,"eligible"
"TPL_014","TPL_014_EVENT_008","TPL_014_RUN_016","none","Burst","none","standalone_burst","TPL_014_PULSE_005",66.3311036276904,66.7974887392483,0.466385111557969,66.3311036276904,66.7970596262014,0.465955998511035,155,158,4,3,5.85723353441586,5.21503737219609,FALSE,TRUE,"strong",4,"BQ_042",TRUE,0,3,"none","first_to_last_pulse_exposed_spike","PHENO_0070","clear_burst_like",2.23091892603512,"eligible"
"TPL_015","TPL_015_EVENT_001","TPL_015_RUN_001","TPL_015_STATE_001","Burst","none","burst_in_hfs","TPL_015_PULSE_001",3.57399570607345,4.15861258612301,0.584616880049555,3.58250021272681,4.13498742654492,0.552487213818101,13,18,6,5,3.99617447599805,3.29334118054248,FALSE,FALSE,"moderate",6,"BQ_089",FALSE,12,14,"none","first_to_last_pulse_exposed_spike","PHENO_0071","no_burst_evidence",0.60285578888905,"eligible"
"TPL_015","TPL_015_EVENT_002","TPL_015_RUN_003","none","Burst","none","standalone_burst","TPL_015_PULSE_002",10.7949224323992,11.6949224323992,0.9,10.8429063614275,11.6864221200765,0.843515758649016,39,47,9,8,4.37399021695699,3.89077456993982,FALSE,FALSE,"moderate",9,"BQ_044",FALSE,6,6,"none","first_to_last_pulse_exposed_spike","PHENO_0072","clear_burst_like",3.74091486672183,"eligible"
"TPL_015","TPL_015_EVENT_003","TPL_015_RUN_006","TPL_015_STATE_003","Burst","none","burst_in_hfs","TPL_015_PULSE_003",25.2521301022108,26.1115289384006,0.859398836189783,25.4247147658056,26.0275894932207,0.602874727415124,97,101,5,4,2.43953586886791,2.26023277379572,FALSE,FALSE,"weak",5,"BQ_090",FALSE,11,6,"none","first_to_last_pulse_exposed_spike","PHENO_0073","clear_burst_like",2.03504272092449,"eligible"
"TPL_015","TPL_015_EVENT_004","TPL_015_RUN_012","none","Pause","canonical","canonical","none",,,,44.2247411249664,47.8248128186438,3.60007169367746,135,136,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_015","TPL_015_EVENT_005","TPL_015_RUN_014","none","Pause","canonical","canonical","none",,,,48.4300821175287,52.5054767478677,4.075394630339,138,139,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_015","TPL_015_EVENT_006","TPL_015_RUN_015","none","Burst","none","standalone_burst","TPL_015_PULSE_004",55.6298266096925,56.5166468324796,0.886820222787016,55.7311985877604,56.5166468324796,0.785448244719198,145,153,9,8,6.2188965948511,5.25728624407202,FALSE,TRUE,"strong",9,"BQ_045",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0074","clear_burst_like",4.7437963580795,"eligible"
"TPL_015","TPL_015_EVENT_007","TPL_015_RUN_017","none","Burst","none","standalone_burst","TPL_015_PULSE_005",57.0934602437265,57.9695792272281,0.87611898350152,57.0934602437265,57.8587331378105,0.765272894083928,154,160,7,6,3.20155848151231,2.97330772317946,FALSE,TRUE,"weak",7,"BQ_043",FALSE,0,8,"none","first_to_last_pulse_exposed_spike","PHENO_0075","clear_burst_like",2.98438850531585,"eligible"
"TPL_016","TPL_016_EVENT_001","TPL_016_RUN_001","none","Burst","none","standalone_burst","TPL_016_PULSE_001",3.25845411063638,4.13776968199169,0.879315571355316,3.29222396044123,4.13776968199169,0.845545721550458,5,12,8,7,2.66633115054329,2.50969903338701,FALSE,TRUE,"weak",8,"BQ_046",FALSE,4,0,"none","first_to_last_pulse_exposed_spike","PHENO_0076","clear_burst_like",6.16270766722663,"eligible"
"TPL_016","TPL_016_EVENT_002","TPL_016_RUN_003","none","Burst","none","standalone_burst","TPL_016_PULSE_002",4.74298337980279,5.56934508427569,0.8263617044729,4.74298337980279,5.53051573866776,0.787532358864969,13,17,5,4,4.29882160835171,3.94977994356304,FALSE,TRUE,"moderate",5,"BQ_047",FALSE,0,5,"none","first_to_last_pulse_exposed_spike","PHENO_0077","ambiguous_burst_like",1.50369031133924,"exclude_primary_include_sensitivity"
"TPL_016","TPL_016_EVENT_003","TPL_016_RUN_005","none","Burst","none","standalone_burst","TPL_016_PULSE_003",18.2576869239506,18.9603167074771,0.702629783526437,18.3083199924717,18.8728610795553,0.564541087083608,55,59,5,4,4.96291517258981,4.32981372368522,FALSE,FALSE,"strong",5,"BQ_048",FALSE,7,5,"none","first_to_last_pulse_exposed_spike","PHENO_0078","clear_burst_like",1.96844782115398,"eligible"
"TPL_016","TPL_016_EVENT_004","TPL_016_RUN_007","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,30.7450438131164,35.2716550384234,4.52661122530699,75,77,3,2,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_016","TPL_016_EVENT_005","TPL_016_RUN_011","none","Pause","canonical","canonical","none",,,,40.8602544174892,45.1536870802649,4.29343266277574,87,88,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_016","TPL_016_EVENT_006","TPL_016_RUN_012","TPL_016_STATE_004","Burst","none","burst_in_hfs","TPL_016_PULSE_004",47.8166237877548,48.2222154262748,0.405591638520036,47.8234345779706,48.2126292942333,0.389194716262665,97,100,4,3,2.5101577746556,2.2184814542532,FALSE,FALSE,"weak",4,"BQ_091",TRUE,9,9,"none","first_to_last_pulse_exposed_spike","PHENO_0079","ambiguous_burst_like",1.25039052428198,"exclude_primary_include_sensitivity"
"TPL_016","TPL_016_EVENT_007","TPL_016_RUN_013","none","Pause","canonical","canonical","none",,,,50.0952974708229,54.8138106023371,4.71851313151419,109,110,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_016_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_016","TPL_016_EVENT_008","TPL_016_RUN_014","TPL_016_STATE_005","Burst","none","burst_in_hfs","TPL_016_PULSE_005",59.3621066215223,59.8516901521708,0.489583530648531,59.37241359567,59.8324523358008,0.460038740130848,120,125,6,5,5.51553934245384,4.41392123920377,FALSE,FALSE,"strong",6,"BQ_092",FALSE,10,15,"none","first_to_last_pulse_exposed_spike","PHENO_0080","clear_burst_like",3.9702918962389,"eligible"
"TPL_017","TPL_017_EVENT_001","TPL_017_RUN_003","none","Burst","none","standalone_burst","TPL_017_PULSE_001",9.45470055582792,10.2324762561631,0.777775700335157,9.65860978695383,10.2324762561631,0.573866469209246,21,26,6,5,3.78104490827456,3.44369992450811,FALSE,TRUE,"moderate",6,"BQ_050",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0081","clear_burst_like",3.51302767174496,"eligible"
"TPL_017","TPL_017_EVENT_002","TPL_017_RUN_005","none","Burst","none","standalone_burst","TPL_017_PULSE_002",10.8350976322101,11.6302624704245,0.795164838214342,10.8350976322101,11.4826816244213,0.647583992211214,27,32,6,5,4.68340530145397,4.14778810110874,FALSE,TRUE,"strong",6,"BQ_051",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0082","clear_burst_like",4.06916574605968,"eligible"
"TPL_017","TPL_017_EVENT_003","TPL_017_RUN_006","none","Pause","canonical","canonical","none",,,,14.3730267795944,17.3440834174142,2.97105663781986,36,37,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_017","TPL_017_EVENT_004","TPL_017_RUN_010","TPL_017_STATE_002","Burst","none","burst_in_hfs","TPL_017_PULSE_003",22.4111376117144,22.6943503071775,0.283212695463128,22.4180950236016,22.6735201927162,0.255425169114549,53,59,7,6,7.10021971416811,4.57007069315296,FALSE,FALSE,"strong",7,"BQ_093",FALSE,12,15,"none","first_to_last_pulse_exposed_spike","PHENO_0083","clear_burst_like",4.9843738608239,"eligible"
"TPL_017","TPL_017_EVENT_005","TPL_017_RUN_013","none","Pause","canonical","canonical","none",,,,32.3314368174889,36.4710415910942,4.13960477360524,85,86,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_017","TPL_017_EVENT_006","TPL_017_RUN_015","none","Burst","none","standalone_burst","TPL_017_PULSE_004",41.1277965541121,42.0277965541121,0.899999999999999,41.2311070481509,41.9834749694271,0.752367921276274,95,103,9,8,2.52695778961725,2.38504672124982,FALSE,FALSE,"weak",9,"BQ_049",FALSE,7,6,"none","first_to_last_pulse_exposed_spike","PHENO_0084","clear_burst_like",4.93571409760968,"eligible"
"TPL_017","TPL_017_EVENT_007","TPL_017_RUN_018","TPL_017_STATE_005","Burst","none","burst_in_hfs","TPL_017_PULSE_005",59.5828930715045,60.2755544278375,0.692661356333041,59.6232020322515,60.2177904740712,0.594588441819724,154,160,7,6,3.43656509619264,3.02397947362624,FALSE,FALSE,"moderate",7,"BQ_094",FALSE,13,10,"none","first_to_last_pulse_exposed_spike","PHENO_0085","clear_burst_like",3.32395486030617,"eligible"
"TPL_018","TPL_018_EVENT_001","TPL_018_RUN_002","none","Burst","none","standalone_burst","TPL_018_PULSE_001",8.31749279454016,8.89529691399899,0.577804119458822,8.33316075661286,8.78283049639612,0.44966973978326,30,33,4,3,3.82915339743658,3.48964203940704,FALSE,FALSE,"moderate",4,"BQ_053",TRUE,8,4,"none","first_to_last_pulse_exposed_spike","PHENO_0086","clear_burst_like",3.02383821895585,"eligible"
"TPL_018","TPL_018_EVENT_002","TPL_018_RUN_004","none","Pause","canonical","canonical","none",,,,16.0981807600143,20.3389012667718,4.2407205067575,45,46,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_018","TPL_018_EVENT_003","TPL_018_RUN_006","none","Burst","none","standalone_burst","TPL_018_PULSE_002",25.0940665061548,25.8899108611366,0.795844354981803,25.1657234857238,25.8899108611366,0.724187375412818,51,57,7,6,5.82985661262002,5.07888141961303,FALSE,TRUE,"strong",7,"BQ_054",FALSE,3,0,"none","first_to_last_pulse_exposed_spike","PHENO_0087","clear_burst_like",5.9280611592038,"eligible"
"TPL_018","TPL_018_EVENT_004","TPL_018_RUN_008","none","Burst","none","standalone_burst","TPL_018_PULSE_003",26.5282916520117,27.2325453614232,0.704253709411546,26.5282916520117,27.2245911154381,0.696299463426385,58,62,5,4,2.66645160563944,2.54958813842386,FALSE,TRUE,"weak",5,"BQ_052",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0088","clear_burst_like",3.573804051968,"eligible"
"TPL_018","TPL_018_EVENT_005","TPL_018_RUN_010","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,32.9923656335158,39.1281359827203,6.13577034920454,74,76,3,2,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_018","TPL_018_EVENT_006","TPL_018_RUN_011","TPL_018_STATE_004","Burst","none","burst_in_hfs","TPL_018_PULSE_004",41.9490484064275,42.7612046711946,0.812156264767076,42.0302667215277,42.7059340309743,0.675667309446602,83,90,8,7,4.618119398551,3.87002907274291,FALSE,FALSE,"moderate",8,"BQ_095",FALSE,7,20,"none","first_to_last_pulse_exposed_spike","PHENO_0089","clear_burst_like",3.02261952689524,"eligible"
"TPL_018","TPL_018_EVENT_007","TPL_018_RUN_012","none","Pause","canonical","canonical","none",,,,49.5680954744484,54.4974425029852,4.92934702853672,110,111,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_018_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
