"Template_ID","Run_ID","Run_Ordinal","Start_u","End_u","Source_Type","Primary_Descriptor","State_Label","Event_Label","Pause_Subtype","Contextual_Separator_Label","Borderline_Gap_Label","Secondary_Event_Label","Secondary_Event_Subtype","Secondary_Scoring_Role","Product_Level_Mapping","Renewal_Family","Regularity_Regime","Tonic_Subtype","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Burst_Strength_Stratum","Burst_Quota_ID","Burst_Contrast_Target","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","N_ISIs","Duration_u","Observed_Mean_ISI_u","CV","CV2","LV","Generation_Attempts"
"TPL_006","TPL_006_RUN_001",1,0,5.5580321586223,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","deep","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",2040222039,"point_process=2040222039","28f4f5cb91cf04853573a2c719c3c04e66278488a3f651d586c4237275f3c217",0.472204856532626,15.703656162601,0.02,12,5.5580321586223,0.463169346551858,0.200725245194808,0.230701763031041,0.0646966780657381,1
"TPL_006","TPL_006_RUN_002",2,5.5580321586223,10.8665090276392,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","none","none","none","none","none","explicit_gap","complex_multi_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","complex_multi_gap_after_tonic",1407915605,"point_process=1407915605","a46b19d54fe7fdd5da9e353697eda15050053f5d080d3208e0fd50b165e11de6",1.7694922896723,,,3,5.30847686901689,1.7694922896723,0.0672539251594738,0.0833761709158294,0.00695886934065599,1
"TPL_006","TPL_006_RUN_003",3,10.8665090276392,14.52925267474,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_complex_pause_macro",1534369434,"point_process=1534369434","7a7f1ad4f4f652d67e201e3a8b24d141f936b94ca158888fbf0c7e22915f2f56",0.629218404716812,2.17983069538604,0.02,3,3.66274364710084,1.22091454903361,0.784119319620662,0.567230910367351,0.44870047632134,1
"TPL_006","TPL_006_RUN_004",4,14.52925267474,23.2825333217824,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","core","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",1210021086,"point_process=1210021086","97692ea7c829c40241c2cc2956f64622df7804fba07bf6f512d28f22a4795afc",0.548216742239892,66.3078092550859,0.02,16,8.7532806470424,0.54708004044015,0.127001047161768,0.18521449987701,0.0361149338884611,1
"TPL_006","TPL_006_RUN_005",5,23.2825333217824,28.1958532098415,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1736250486,"point_process=1736250486","a40bef1494c7be0b9b3b4ddc04220f3a5287d0705e8a203b53995f19982d74ee",4.91331988805905,,,1,4.91331988805905,4.91331988805905,0,0,0,1
"TPL_006","TPL_006_RUN_006",6,28.1958532098415,29.31878867607,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1135975580,"point_process=1135975580","409d51fdfd87bf5a9fdac364df5e06cb07e54260f5f18152669fd6790a90b3a1",1.12293546622852,,,1,1.12293546622852,1.12293546622852,0,0,0,1
"TPL_006","TPL_006_RUN_007",7,29.31878867607,29.491258670929,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_borderline_gap_only",383590906,"point_process=383590906","0a02ee0aaf8454cb33c6b7ec8bd9880494d9802ee1983d70607f7ce0c82014e4",0.759001149225514,2.42299303249456,0.02,1,0.172469994858984,0.172469994858984,0,0,0,1
"TPL_006","TPL_006_RUN_008",8,29.491258670929,37.7981029111434,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_intermediate",379330112,"point_process=379330112","2516feecc6aebcca59471d11cc9b6f24d1a775d19e44476d54d18fe220c0e19d",0.251008310168982,4.03691189596429,0.02,32,8.30684424021444,0.259588882506701,0.48994463192927,0.491189758071782,0.280387638679029,1
"TPL_006","TPL_006_RUN_009",9,37.7981029111434,44.0458391593836,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_017",3.62770071066916,"burst","BQ_017",2094449451,"hfs=63226249;nested_burst=640721103;point_process=2094449451","d7758e8b44da1d2f618858f895ab2375c7e26e635cc659cdb14ec49d0c34094a",0.679647487530019,3.59025341793895,0.02,14,6.24773624824021,0.446266874874301,0.580867503285174,0.642206954692909,0.412248377167298,3
"TPL_006","TPL_006_RUN_010",10,44.0458391593836,47.7751620021166,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_018",5.02150268270634,"burst","BQ_018",638193452,"hfs=1538213173;nested_burst=442477112;point_process=638193452","2fa3d930a717f09f24bc06af2f282ba07341948b13f6be54368506c8b4884c0c",0.648221021471545,4.77377908304334,0.02,11,3.72932284273301,0.339029349339364,0.726744634534666,0.485562523213251,0.265724661538119,1
"TPL_006","TPL_006_RUN_011",11,47.7751620021166,48.2836406859553,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",968410946,"point_process=968410946","91c6db4d64823ca8e40a967129427394c35f0a9b00b94b5c25f0eddbd7190468",0.508478683838621,,,1,0.508478683838621,0.508478683838621,0,0,0,1
"TPL_006","TPL_006_RUN_012",12,48.2836406859553,51.2942374260685,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_016",2.60012543592602,"burst","BQ_016",283150991,"hfs=1854794158;nested_burst=1448503302;point_process=283150991","fc2072a977c24e065a3c7de31528c6b8e6848576d4ae589a554bb5bcf73ce6f1",0.5095649563591,1.80210864022374,0.02,13,3.01059674011324,0.231584364624095,0.969701820965317,0.517126510599246,0.293137543947235,1964
"TPL_006","TPL_006_RUN_013",13,51.2942374260685,58.0647093863361,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_071",2.95774052087218,"hfs_with_nested_burst","BQ_071",1280243793,"hfs=1197789220;nested_burst=1020137944;hfs_total=1153315270;point_process=1280243793","ed1e7ee3a6a49014557f05ca110e06d89da23354df01649b1432c41061a3a776",0.261174746137112,1.15119806248695,0.02,32,6.77047196026758,0.211577248758362,1.00257938450094,0.936553272626696,0.862580021153594,71
"TPL_006","TPL_006_RUN_014",14,58.0647093863361,61.0622565723624,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",276880836,"point_process=276880836","3a6cfd4c1153eaa18fdc439f576ac56ffb01e01ac5664ebc8960526d1bbe9c98",2.99754718602635,,,1,2.99754718602635,2.99754718602635,0,0,0,1
"TPL_006","TPL_006_RUN_015",15,61.0622565723624,71.885149173853,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","strong","BQ_072",4.23515867057722,"hfs_with_nested_burst","BQ_072",863017593,"hfs=1373219232;nested_burst=1022044777;hfs_total=143363400;point_process=863017593","3b0c7ead3a6228628dab322d66de33e56ce8316f2325fa7893136c5736e3f22c",0.410093127246946,6.38706322945654,0.02,32,10.8228926014905,0.338215393796579,0.460117448650957,0.488041025582975,0.269541848543089,1
"TPL_007","TPL_007_RUN_001",1,0,5.40619264756919,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","boundary","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",784214334,"point_process=784214334","233c1b6f060192a51be6836fa41b06b03e34b494703e5af98cdf02f6c9f27789",0.540506728016771,48.5858643474057,0.02,11,5.40619264756919,0.491472058869926,0.1164957154219,0.168670140652188,0.0279578917240534,1
"TPL_007","TPL_007_RUN_002",2,5.40619264756919,13.5556965904297,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_073",2.2388546474278,"hfs_with_nested_burst","BQ_073",963576826,"hfs=973677831;nested_burst=1579467430;hfs_total=679342781;point_process=963576826","cf72ab4027839e6d160596323b066d52a71450e5354c181cafeaee28c94e8e84",0.359877390377223,4.91885793381371,0.02,21,8.14950394286054,0.388071616326692,0.507576517973306,0.502735939296204,0.265132395113546,1
"TPL_007","TPL_007_RUN_003",3,13.5556965904297,14.7306013083238,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_hfs_overlay_hfs_1",1880117636,"point_process=1880117636","b2a98ce0ed408bc252ff33ec813e7c898e464896784d467bcd71e98be3c5073e",0.693227222200949,4.96900256897788,0.02,2,1.17490471789411,0.587452358947055,0.343011760034411,0.48509188309413,0.176485601282856,1
"TPL_007","TPL_007_RUN_004",4,14.7306013083238,21.0287496974147,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_021",5.34931773145217,"burst","BQ_021",1494865830,"hfs=843090476;nested_burst=1817203700;point_process=1494865830","e62ada0ef7baa64ac5206b6ae14f7a39d6cacd173f40954d647404b875194883",0.650190168165136,4.99163351655006,0.02,16,6.29814838909084,0.393634274318177,0.660628774665973,0.548978275545971,0.346726251508463,10
"TPL_007","TPL_007_RUN_005",5,21.0287496974147,25.9580523885842,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_regular",1918946946,"point_process=1918946946","076f8fe666fe61c73e3d168a4efbff7b92fb4917e8d65328603389c8a0a25d22",0.21738961908035,9.20059766666964,0.02,21,4.92930269116955,0.234728699579502,0.370311837297031,0.424032006536124,0.18418032136969,1
"TPL_007","TPL_007_RUN_006",6,25.9580523885842,37.4832283609329,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","core","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",360262841,"point_process=360262841","ca6623460ab8b92f05d1aac7b2741aceb5246339b302e0532d1eaaea47dd18a0",0.738278695493937,23.7661685943604,0.02,16,11.5251759723486,0.72032349827179,0.181216178246577,0.191038121020048,0.0422813046044531,1
"TPL_007","TPL_007_RUN_007",7,37.4832283609329,41.0329856156619,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",609522793,"point_process=609522793","17fe539aaa314210cb422c5fba007580db140a3fcb23d52cec41ad1ea7d6c31d",3.54975725472905,,,1,3.54975725472905,3.54975725472905,0,0,0,1
"TPL_007","TPL_007_RUN_008",8,41.0329856156619,42.2697699920487,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_canonical_pause_macro",1005851862,"point_process=1005851862","ee0cd8593b8d41d584d9936641e71e302beddc7b544fbe75f808380d9736bc48",0.776668206159957,2.56535706226714,0.02,2,1.23678437638681,0.618392188193406,0.212120467728943,0.299983642319196,0.0674926392443186,1
"TPL_007","TPL_007_RUN_009",9,42.2697699920487,45.1958035959144,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_standalone",2079093739,"point_process=2079093739","ad83e6422f728257ebd659d05c0b0056047e9bd23e52d79dc47566b7bc028df9",2.92603360386565,,,1,2.92603360386565,2.92603360386565,0,0,0,1
"TPL_007","TPL_007_RUN_010",10,45.1958035959144,45.670092780288,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_canonical_pause_only",1749566701,"point_process=1749566701","e3efb37eca36fd6d874bc1e9b375553a3680eadf48d1bcb349d1e3544e1fe1ab",0.65012394952355,2.7665504119359,0.02,1,0.474289184373635,0.474289184373635,0,0,0,1
"TPL_007","TPL_007_RUN_011",11,45.670092780288,46.8288088844187,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",185639370,"point_process=185639370","f4559965d6206d2c5c0f063e09a59e5b093e19a0bf131bfe17c860846a4725a0",1.15871610413073,,,1,1.15871610413073,1.15871610413073,0,0,0,1
"TPL_007","TPL_007_RUN_012",12,46.8288088844187,47.2776384181114,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_borderline_gap_only",171953917,"point_process=171953917","319b4a36eb1e55beb8e7c230fe8d34b94f256997414c53cecdfb6678288217ee",0.703802584274672,3.38514409621712,0.02,1,0.448829533692719,0.448829533692719,0,0,0,1
"TPL_007","TPL_007_RUN_013",13,47.2776384181114,50.8328477990042,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_019",2.69299954846501,"burst","BQ_019",646742746,"hfs=1384031074;nested_burst=2031482217;point_process=646742746","53779edde0d74393165021216f0f61eb3df57b24264cc93798d70b76288e380d",0.653961958561558,3.17736354321241,0.02,10,3.55520938089277,0.355520938089277,0.489659916006698,0.45729407405287,0.22689229783956,4
"TPL_007","TPL_007_RUN_014",14,50.8328477990042,51.4776319926439,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",631643271,"point_process=631643271","0f964e9b07ae964230c910d87eb948ddb093ece02eca0bdaf964a304b116cd5c",0.644784193639727,,,1,0.644784193639727,0.644784193639727,0,0,0,1
"TPL_007","TPL_007_RUN_015",15,51.4776319926439,54.7234096139229,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_020",3.67473973636515,"burst","BQ_020",1872540926,"hfs=425386522;nested_burst=1019978259;point_process=1872540926","ad6d1c383245c9b3625f9b811172e93405ca75ab4a6c84203b9ca9a8b9fd102f",0.524517883814406,4.03498419001698,0.02,11,3.24577762127893,0.295070692843539,1.16142114238133,0.722628735410459,0.555851365756926,8
"TPL_007","TPL_007_RUN_016",16,54.7234096139229,56.164823298035,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_contextual_macro",1598930693,"point_process=1598930693","411895001e4199fe3883a0c56290c519bd7cce3e237f483b6768a882cd852080",0.620907091081608,3.85581932822242,0.02,2,1.44141368411209,0.720706842056047,0.626569327001605,0.886102840012652,0.588883682308866,1
"TPL_007","TPL_007_RUN_017",17,56.164823298035,64.2233646952107,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_074",3.42329043452628,"hfs_with_nested_burst","BQ_074",1708937661,"hfs=1048010274;nested_burst=1287983298;hfs_total=1980993989;point_process=1708937661","876cceb7e8d67696c4aec02ddd81be0107cbad0e816d3991ece67ff72d319ce5",0.336667677313089,1.25621304432862,0.02,34,8.05854139717572,0.237015923446345,0.617183393153649,0.538712208726695,0.353331320118623,151
"TPL_008","TPL_008_RUN_001",1,0,5.86464570698215,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","deep","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",640750628,"point_process=640750628","e74c75592ab6298b1fa291cbf8b31408c779cde18b44b7dab7c6139f2ff428be",0.463158172927797,51.516428636387,0.02,13,5.86464570698215,0.451126592844781,0.080285693555587,0.106540870572402,0.0128623958703376,1
"TPL_008","TPL_008_RUN_002",2,5.86464570698215,10.7043284435093,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1394193774,"point_process=1394193774","ae0d6a7f90bbb66ab02e7e80c1ef168d933cd0529f2900db493862bb7bb3e1a1",4.83968273652718,,,1,4.83968273652718,4.83968273652718,0,0,0,1
"TPL_008","TPL_008_RUN_003",3,10.7043284435093,12.1475041751052,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_canonical_pause_macro",1004263402,"point_process=1004263402","c9d539b76494c9cd15aa108405b8b664ed4582add25455087d250333a7e2fe38",0.582755869266111,4.25386310648173,0.02,3,1.44317573159591,0.481058577198636,0.252560213998517,0.25522051392624,0.0662888788454213,1
"TPL_008","TPL_008_RUN_004",4,12.1475041751052,13.607368899989,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",838012381,"point_process=838012381","e0fab4eb266770d810c05066debd4b8d84713bd3c2dc4943f859a5d9508afb3b",1.45986472488381,,,1,1.45986472488381,1.45986472488381,0,0,0,1
"TPL_008","TPL_008_RUN_005",5,13.607368899989,17.3660092686881,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_023",3.25807621562853,"burst","BQ_023",1107476770,"hfs=999071100;nested_burst=1991106921;point_process=1107476770","bcf5cc66b095872b29473d9124dd59650822c11577131b77bde0b4351517195a",0.517330291506369,3.47806469500065,0.02,14,3.75864036869908,0.268474312049934,0.519234187196397,0.3775689630133,0.153983036840692,2
"TPL_008","TPL_008_RUN_006",6,17.3660092686881,17.8520449058265,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",1854308016,"point_process=1854308016","4d1b5e2ffa190771c2de98eefae45278167f01f6ab84e63133fb3f7e3cf5eb20",0.486035637138411,,,1,0.486035637138411,0.486035637138411,0,0,0,1
"TPL_008","TPL_008_RUN_007",7,17.8520449058265,20.3996083109137,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_024",4.28254042402841,"burst","BQ_024",480687341,"hfs=1670171073;nested_burst=1518008645;point_process=480687341","83ab24db5c9f63a98de7dc1815567953cdb1b80adc16d6cab60770f280d7579a",0.612821209686808,2.58414825573564,0.02,10,2.54756340508717,0.254756340508717,1.21081086991043,0.573783764412575,0.34757719960086,1
"TPL_008","TPL_008_RUN_008",8,20.3996083109137,20.9928238329083,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_contextual_macro",1981848169,"point_process=1981848169","5c4a511f3135cde9453aacbb1fe74447c3dec3eb7db5e732e134ece98ab230b0",0.687419903185219,3.66672943497542,0.02,1,0.593215521994645,0.593215521994645,0,0,0,1
"TPL_008","TPL_008_RUN_009",9,20.9928238329083,31.8905655876459,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","strong","BQ_075",4.69734985125251,"hfs_with_nested_burst","BQ_075",1310544601,"hfs=2128921464;nested_burst=425698236;hfs_total=1296116654;point_process=1310544601","ca141da7e9be189d5afef3ee7fa66f646c85252b95113b33150f809e4ce7d762",0.385615973863751,4.00158258541487,0.02,34,10.8977417547375,0.32052181631581,0.66380387656899,0.597926015861415,0.362713775354505,51
"TPL_008","TPL_008_RUN_010",10,31.8905655876459,36.6662322449223,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",2087353265,"point_process=2087353265","232cbd1b247c62c1dcbd1279be2a86159101263733b7e2212ea235b178694c8c",4.77566665727645,,,1,4.77566665727645,4.77566665727645,0,0,0,1
"TPL_008","TPL_008_RUN_011",11,36.6662322449223,42.2299033255372,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_076",3.94795938907191,"hfs_with_nested_burst","BQ_076",1448687887,"hfs=855110069;nested_burst=1010782440;hfs_total=452303623;point_process=1448687887","08b5e07765de2713c79328b23072a80227d12de7f6642bcc9e0eef0f1bf0caf2",0.198922318909317,1.18366587697528,0.02,32,5.56367108061483,0.173864721269213,0.933479222735528,0.87735706567233,0.784668690879551,16
"TPL_008","TPL_008_RUN_012",12,42.2299033255372,50.109121192116,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","boundary","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",1560933758,"point_process=1560933758","006804cab4e8f40d62e76f6b0153bbf313b997b7dc975e36a967dbb973e142b2",0.537143110777251,19.4097309610806,0.02,15,7.87921786657884,0.525281191105256,0.23540641791203,0.226870246512506,0.064624519796312,1
"TPL_008","TPL_008_RUN_013",13,50.109121192116,55.0620748309974,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","none","none","none","none","none","explicit_gap","complex_multi_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","complex_multi_gap_after_tonic",101482711,"point_process=101482711","56295ee9ce2120f423a59f1af5feb3efd997520bd02efdf05a2dc0abe4114f9c",2.47647681944072,,,2,4.95295363888144,2.47647681944072,0.277291948948132,0.392150034939316,0.11533623742718,1
"TPL_008","TPL_008_RUN_014",14,55.0620748309974,64.7728878324388,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_regular",135860063,"point_process=135860063","4f9f25bbf120c508d73718c949314d89579b7d417b51c0256c2adbdcb3035ede",0.345568977603689,7.52614120719954,0.02,29,9.71081300144136,0.334855620739357,0.288214245714148,0.303895969828895,0.0988603296373183,1
"TPL_008","TPL_008_RUN_015",15,64.7728878324388,70.4801727463278,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_022",2.90757835544646,"burst","BQ_022",1266092700,"hfs=1894184899;nested_burst=292092853;point_process=1266092700","f8d0126870a470c547ffb2b4a44d04c673ae9293ed0351273541259c46d4b55b",0.605880618130323,4.44459131583571,0.02,13,5.707284913889,0.439021916453,0.892247152038832,0.590034833680532,0.382029396681313,9
"TPL_009","TPL_009_RUN_001",1,0,1.44042575463187,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1286534796,"point_process=1286534796","c1a40670af157b0ef2184b5f9bc060a8cf31b78166faf3294868bd34ab3e1d1d",1.44042575463187,,,1,1.44042575463187,1.44042575463187,0,0,0,1
"TPL_009","TPL_009_RUN_002",2,1.44042575463187,3.02660225900276,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_borderline_gap_only",907792950,"point_process=907792950","68bad68d2c19999127b63a07b1156cf6e03216d5d3684a66bb2fd5930c03d5a2",0.556819364323746,3.19730096217245,0.02,3,1.58617650437089,0.528725501456965,0.356124500169827,0.34497937459828,0.0922898561538655,1
"TPL_009","TPL_009_RUN_003",3,3.02660225900276,11.2320099421497,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","strong","BQ_078",4.00158266327344,"hfs_with_nested_burst","BQ_078",362970168,"hfs=1471479788;nested_burst=72807461;hfs_total=833314151;point_process=362970168","442e56d9203f588de26a3849dfeabf8a610b79c61e54e230f0e08e2eb930a10f",0.282983399219811,1.73295645019971,0.02,32,8.20540768314696,0.256418990098342,0.873722005040091,0.737308610945658,0.635286919958748,564
"TPL_009","TPL_009_RUN_004",4,11.2320099421497,12.6567710196277,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_hfs_overlay_hfs_2",843214644,"point_process=843214644","7f7c311c3208ad943e348e464aea607c3fb19d6d76155dedd43b471ef813fe63",0.564210514433216,3.77429773588665,0.02,3,1.42476107747798,0.474920359159327,0.436867352274629,0.703654919779325,0.391736972175501,1
