"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Left_Flank_N_Used","Right_Flank_N_Used","Flank_Pattern","Flank_Source_Contract","Phenotype_Label","Phenotype_Threshold_Set_ID","Phenotype_Threshold_Purpose","Phenotype_Null_Context","Phenotype_Null_Flank_Pattern","Phenotype_Null_Window_N_ISIs","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility"
"PHENO_0058","TPL_012","injected_rate_pulse","TPL_012_EVENT_005","none",86,93,46.0771071534246,46.7360454096027,8,9,0.658938256178137,0.0759509076235045,0.441179928593503,5.80875123679195,5.95020513102631,0.503564728417418,0.236194141578105,5.3717373767829,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N08","injected_support","standalone_burst","right_only",8,"none","injected_burst","eligible"
"PHENO_0059","TPL_012","injected_rate_pulse","TPL_012_EVENT_006","TPL_012_STATE_004",109,116,51.7359465590171,52.4326998800314,8,9,0.696753321014377,0.090355160009574,0.193332971439056,2.13970039363077,2.68690258005548,0.303624311574592,0.54861214622286,2.36822266464592,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible"
"PHENO_0060","TPL_012","injected_rate_pulse","TPL_012_EVENT_008","TPL_012_STATE_005",140,142,62.185380485132,62.3286983964649,3,4,0.143317911332925,0.0389774930345532,0.305416292559716,7.83570898951781,5.73773282362897,0.511987455024426,0.187269759479259,3.95132532863195,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible"
"PHENO_0061","TPL_013","injected_rate_pulse","TPL_013_EVENT_001","none",5,8,2.53513482304245,3.28263657049905,4,5,0.747501747456592,0.164092614457867,0.704059958314383,4.29062551438084,3.39147678472775,0.301567455219265,0.277206025023114,3.18802467825774,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N04","injected_support","standalone_burst","left_only",4,"none","injected_burst","eligible"
"PHENO_0062","TPL_013","injected_rate_pulse","TPL_013_EVENT_002","none",10,15,3.9090146944764,4.67903480666519,6,7,0.770020112188792,0.137167465487098,0.831451067547302,6.06157637013065,6.3458824007438,0.262704824116508,0.169210519771205,4.84958782856167,0,3,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N06","injected_support","standalone_burst","right_only",6,"none","injected_burst","eligible"
"PHENO_0063","TPL_013","injected_rate_pulse","TPL_013_EVENT_005","TPL_013_STATE_002",46,53,30.6680035553941,31.241028432819,8,9,0.573024877424817,0.0597715206940008,0.300717741778849,5.03112081284275,4.49411280482756,0.574121967822415,0.245471140620587,4.88800774860628,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible"
"PHENO_0064","TPL_013","injected_rate_pulse","TPL_013_EVENT_006","none",75,81,43.5894350534252,44.2687354137736,7,8,0.679300360348451,0.0793300173437506,0.790438245048651,9.96392376448813,7.9693895843939,0.354527159204958,0.156791035577347,6.56595465446463,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N07","injected_support","standalone_burst","both_sides",7,"none","injected_burst","eligible"
"PHENO_0065","TPL_013","injected_rate_pulse","TPL_013_EVENT_007","TPL_013_STATE_005",141,144,66.1078747757234,66.3660177767477,4,5,0.258143001024232,0.0568128007576565,0.195257876753303,3.4368641247983,3.0568481429057,0.340084697754706,0.360340761450541,2.71445654985174,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N04","injected_support","burst_in_hfs","both_sides",4,"none","injected_burst","eligible"
"PHENO_0066","TPL_014","injected_rate_pulse","TPL_014_EVENT_001","TPL_014_STATE_001",13,16,4.27167127511281,4.55366065068078,4,5,0.28198937556797,0.0701127054154855,0.33029383264386,4.71089841258514,4.52410748357605,0.241834641077081,0.253759657890247,3.45292888623786,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N04","injected_support","burst_in_hfs","both_sides",4,"none","injected_burst","eligible"
"PHENO_0067","TPL_014","injected_rate_pulse","TPL_014_EVENT_003","TPL_014_STATE_002",39,46,15.493366583277,16.3235345250497,8,9,0.830167941772742,0.101848556076872,0.28924510842324,2.83995296118805,2.98549420811343,0.510427594158963,0.378814248009176,3.17467541140108,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible"
"PHENO_0068","TPL_014","injected_rate_pulse","TPL_014_EVENT_006","none",135,139,58.517278623593,59.2154182974477,5,6,0.698139673854751,0.114310246566025,0.52046637140222,4.55310339219329,3.98262740541876,0.506674370390432,0.28041510130658,3.68427011089999,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N05","injected_support","standalone_burst","both_sides",5,"none","injected_burst","eligible"
"PHENO_0069","TPL_014","injected_rate_pulse","TPL_014_EVENT_007","none",147,153,64.8746502904771,65.71145264811,7,8,0.836802357632916,0.0976987153181104,0.482277047486854,4.9363704109777,9.526419075712,0.725015008037463,0.28696182871537,4.71530250245953,3,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N07","injected_support","standalone_burst","left_only",7,"none","injected_burst","eligible"
"PHENO_0070","TPL_014","injected_rate_pulse","TPL_014_EVENT_008","none",155,157,66.3311036276904,66.7970596262014,3,4,0.46595599851104,0.160612124696523,0.477013957904311,2.96997476875193,4.91690254054385,0.526806607804029,0.414011406750617,2.23091892603512,0,3,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N03","injected_support","standalone_burst","right_only",3,"none","injected_burst","eligible"
"PHENO_0071","TPL_015","injected_rate_pulse","TPL_015_EVENT_001","TPL_015_STATE_001",13,17,3.58250021272681,4.13498742654492,5,6,0.552487213818101,0.137940965693113,0.171939105436543,1.24646876707437,1.85477613485822,0.442235614238517,0.83314232207898,0.60285578888905,4,4,"both_sides","same_generator_run_non_event_intervals_only","no_burst_evidence","INJECTED_BURST_IN_HFS_BOTH_SIDES_N05","injected_support","burst_in_hfs","both_sides",5,"none","injected_burst","eligible"
"PHENO_0072","TPL_015","injected_rate_pulse","TPL_015_EVENT_002","none",39,46,10.8429063614275,11.6864221200765,8,9,0.843515758649015,0.0965139214965498,0.324104414324996,3.3581105119284,4.09026368751733,0.375332107628367,0.340841244884479,3.74091486672183,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N08","injected_support","standalone_burst","both_sides",8,"none","injected_burst","eligible"
"PHENO_0073","TPL_015","injected_rate_pulse","TPL_015_EVENT_003","TPL_015_STATE_003",97,100,25.4247147658056,26.0275894932207,4,5,0.602874727415122,0.157865196015296,0.394615239906586,2.49969752590907,2.57409133249193,0.336708967246567,0.464877236763092,2.03504272092449,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N04","injected_support","burst_in_hfs","both_sides",4,"none","injected_burst","eligible"
"PHENO_0074","TPL_015","injected_rate_pulse","TPL_015_EVENT_006","none",145,152,55.7311985877604,56.5166468324796,8,9,0.785448244719197,0.0968885525114507,0.4607621619142,4.75558928243608,4.41266592854008,0.377481285839026,0.276832213652773,4.7437963580795,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N08","injected_support","standalone_burst","left_only",8,"none","injected_burst","eligible"
"PHENO_0075","TPL_015","injected_rate_pulse","TPL_015_EVENT_007","none",154,159,57.0934602437265,57.8587331378105,6,7,0.765272894083928,0.128004310737509,0.391661222544996,3.05975025597499,3.0753216314579,0.358098073955684,0.391211803663313,2.98438850531585,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N06","injected_support","standalone_burst","right_only",6,"none","injected_burst","eligible"
"PHENO_0076","TPL_016","injected_rate_pulse","TPL_016_EVENT_001","none",5,11,3.29222396044123,4.13776968199169,7,8,0.845545721550458,0.0950287085997723,0.83304895483494,8.76628723161388,6.81381477539455,0.60727256384409,0.180303986109698,6.16270766722663,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N07","injected_support","standalone_burst","left_only",7,"none","injected_burst","eligible"
"PHENO_0077","TPL_016","injected_rate_pulse","TPL_016_EVENT_002","none",13,16,4.74298337980279,5.53051573866776,4,5,0.787532358864968,0.16194258713021,0.31427003206522,1.94062622830973,2.54826639139285,0.561844471949672,0.766113276102974,1.50369031133924,0,4,"right_only","same_generator_run_non_event_intervals_only","ambiguous_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N04","injected_support","standalone_burst","right_only",4,"score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0078","TPL_016","injected_rate_pulse","TPL_016_EVENT_003","none",55,58,18.3083199924717,18.8728610795553,4,5,0.564541087083608,0.141973848736124,0.335465367443619,2.36286731979156,2.91636920652101,0.188887290411449,0.457756705136925,1.96844782115398,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N04","injected_support","standalone_burst","both_sides",4,"none","injected_burst","eligible"
"PHENO_0079","TPL_016","injected_rate_pulse","TPL_016_EVENT_006","TPL_016_STATE_004",97,99,47.8234345779706,48.2126292942333,3,4,0.389194716262658,0.152675003541018,0.286431602635333,1.8760870868975,2.15826623679088,0.317218365870775,0.535858405023294,1.25039052428198,4,4,"both_sides","same_generator_run_non_event_intervals_only","ambiguous_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0080","TPL_016","injected_rate_pulse","TPL_016_EVENT_008","TPL_016_STATE_005",120,124,59.37241359567,59.8324523358008,5,6,0.46003874013085,0.0844955747836158,0.424245017079651,5.02091403207917,4.80463290136981,0.302493744620762,0.206260797980341,3.9702918962389,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N05","injected_support","burst_in_hfs","both_sides",5,"none","injected_burst","eligible"
"PHENO_0081","TPL_017","injected_rate_pulse","TPL_017_EVENT_001","none",21,25,9.65860978695383,10.2324762561631,5,6,0.573866469209247,0.121884789490969,0.497939074301678,4.08532579316284,4.89017255853316,0.308246038995882,0.2849666108169,3.51302767174496,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N05","injected_support","standalone_burst","left_only",5,"none","injected_burst","eligible"
"PHENO_0082","TPL_017","injected_rate_pulse","TPL_017_EVENT_002","none",27,31,10.8350976322101,11.4826816244213,5,6,0.647583992211213,0.145548655808184,0.750844057749804,5.15871516353494,5.57909319473714,0.29279707049647,0.201234362880858,4.06916574605968,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N05","injected_support","standalone_burst","right_only",5,"none","injected_burst","eligible"
"PHENO_0083","TPL_017","injected_rate_pulse","TPL_017_EVENT_004","TPL_017_STATE_002",53,58,22.4180950236016,22.6735201927162,6,7,0.255425169114548,0.0378715762198476,0.247589087874235,6.53759659848748,5.36189498579181,0.345429925023907,0.172177747803573,4.9843738608239,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N06","injected_support","burst_in_hfs","both_sides",6,"none","injected_burst","eligible"
"PHENO_0084","TPL_017","injected_rate_pulse","TPL_017_EVENT_006","none",95,102,41.2311070481509,41.9834749694271,8,9,0.752367921276271,0.0937773200645926,0.475731994060877,5.07299626107036,4.8378454433434,0.515755158613996,0.251785229319058,4.93571409760968,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N08","injected_support","standalone_burst","both_sides",8,"none","injected_burst","eligible"
"PHENO_0085","TPL_017","injected_rate_pulse","TPL_017_EVENT_007","TPL_017_STATE_005",154,159,59.6232020322515,60.2177904740712,6,7,0.594588441819729,0.0948847515376539,0.326551827540667,3.44156276165279,3.62393341247639,0.253223687403612,0.34041338296789,3.32395486030617,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N06","injected_support","burst_in_hfs","both_sides",6,"none","injected_burst","eligible"
"PHENO_0086","TPL_018","injected_rate_pulse","TPL_018_EVENT_001","none",30,32,8.33316075661286,8.78283049639612,3,4,0.44966973978326,0.136948969119775,0.658890944630155,4.8112150742361,3.66043618731767,0.215219986802089,0.245533304539033,3.02383821895585,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N03","injected_support","standalone_burst","both_sides",3,"none","injected_burst","eligible"
"PHENO_0087","TPL_018","injected_rate_pulse","TPL_018_EVENT_003","none",51,56,25.1657234857238,25.8899108611366,6,7,0.724187375412817,0.105020644996601,0.957775563424993,9.11987889101222,8.81252316053788,0.304728735066663,0.157301215709467,5.9280611592038,3,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N06","injected_support","standalone_burst","left_only",6,"none","injected_burst","eligible"
"PHENO_0088","TPL_018","injected_rate_pulse","TPL_018_EVENT_004","none",58,61,26.5282916520117,27.2245911154381,4,5,0.696299463426383,0.15454623027208,0.797643304985435,5.16119547905619,4.00796567922603,0.556033674955898,0.282835552415969,3.573804051968,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N04","injected_support","standalone_burst","right_only",4,"none","injected_burst","eligible"
"PHENO_0089","TPL_018","injected_rate_pulse","TPL_018_EVENT_006","TPL_018_STATE_004",83,89,42.0302667215277,42.7059340309743,7,8,0.675667309446605,0.0963724552302354,0.274103320623253,2.84420812947451,3.10307786133439,0.260424346832761,0.410081649573817,3.02261952689524,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N07","injected_support","burst_in_hfs","both_sides",7,"none","injected_burst","eligible"
"PHENO_0090","TPL_018","injected_rate_pulse","TPL_018_EVENT_008","TPL_018_STATE_005",126,132,58.3500515470123,58.6520008186506,7,8,0.301949271638249,0.042756590769967,0.172485228487679,4.03412024629514,4.59529983514634,0.248473114148921,0.272158835137077,4.04667402405465,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N07","injected_support","burst_in_hfs","both_sides",7,"none","injected_burst","eligible"
"PHENO_0091","TPL_019","injected_rate_pulse","TPL_019_EVENT_001","none",5,11,3.30682988852612,4.08106012319297,7,8,0.774230234666845,0.0860424113246916,0.694914302214814,8.07641593855929,6.7671233435592,0.465823584875992,0.173722240381084,5.95827410721204,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N07","injected_support","standalone_burst","both_sides",7,"none","injected_burst","eligible"
"PHENO_0092","TPL_019","injected_rate_pulse","TPL_019_EVENT_002","TPL_019_STATE_002",48,52,19.6303382991043,20.0842935707338,5,6,0.453955271629535,0.0864841370604914,0.279085349769435,3.22701201925884,3.75899376238224,0.527504016996586,0.318009990725318,2.89796770588769,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N05","injected_support","burst_in_hfs","both_sides",5,"none","injected_burst","eligible"
"PHENO_0093","TPL_019","injected_rate_pulse","TPL_019_EVENT_005","TPL_019_STATE_005",105,112,49.7707449228417,50.202866044231,8,9,0.432121121389288,0.0546082794414717,0.225085326557563,4.12181685377591,4.17173459623653,0.219824516680421,0.256789190593275,4.34098503611266,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible"
"PHENO_0094","TPL_019","injected_rate_pulse","TPL_019_EVENT_006","none",133,137,59.4175372083305,60.1390975156574,5,6,0.721560307326856,0.12457838732929,0.485007829029245,3.89319399156497,3.30514321402038,0.26104274061483,0.3298309882898,3.31209612670836,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N05","injected_support","standalone_burst","left_only",5,"none","injected_burst","eligible"
"PHENO_0095","TPL_019","injected_rate_pulse","TPL_019_EVENT_007","none",139,144,60.6493116103819,61.423716810885,6,7,0.774405200503169,0.117283102723883,0.311690933503662,2.65759454060036,2.76987210871497,0.448508513558126,0.415320887413477,2.6040331433245,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N06","injected_support","standalone_burst","right_only",6,"none","injected_burst","eligible"
"PHENO_0096","TPL_020","injected_rate_pulse","TPL_020_EVENT_001","none",6,12,2.38229789004341,3.21530855648007,7,8,0.833010666436669,0.116230909125008,0.433871309748189,3.73283933692332,3.48249431135427,0.402581875722473,0.321817763904327,3.75658104377251,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N07","injected_support","standalone_burst","left_only",7,"none","injected_burst","eligible"
"PHENO_0097","TPL_020","injected_rate_pulse","TPL_020_EVENT_002","none",14,21,3.76008569468532,4.59959283519618,8,9,0.839507140510857,0.0887880676787567,0.352479296579025,3.96989489459696,3.76876742459485,0.435494587755272,0.39606106179143,4.18780208003059,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N08","injected_support","standalone_burst","right_only",8,"none","injected_burst","eligible"
"PHENO_0098","TPL_020","injected_rate_pulse","TPL_020_EVENT_004","none",69,74,33.1501473283251,33.9686741080926,6,7,0.818526779767422,0.132488696391412,0.46887769266479,3.53900148039486,4.60140239861146,0.426930399372084,0.353441285500038,3.43467167399497,4,3,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N06","injected_support","standalone_burst","both_sides",6,"none","injected_burst","eligible"
"PHENO_0099","TPL_020","injected_rate_pulse","TPL_020_EVENT_006","TPL_020_STATE_004",96,101,48.9672818083865,49.3027742640986,6,7,0.335492455712086,0.0412026792221203,0.265847786226128,6.45219658636673,5.22813601285827,0.553216916942374,0.286449663163853,4.92507121783931,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N06","injected_support","burst_in_hfs","both_sides",6,"none","injected_burst","eligible"
"PHENO_0100","TPL_020","injected_rate_pulse","TPL_020_EVENT_008","TPL_020_STATE_005",128,135,58.3793573549705,59.0325585080307,8,9,0.653201153060208,0.0875967447733828,0.297159302909947,3.3923555456166,4.03894516501759,0.214772207540122,0.310894551240878,3.78251178717256,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible"
"PHENO_0101","TPL_001","null_model_burst_like_excursion","none","TPL_001_STATE_003",83,85,49.0484452762753,49.6976331014678,3,4,0.649187825192547,0.143051064181572,0.411671621161796,2.87779488756037,1.69554899048041,0.922787972687365,0.711046559485188,1.87054270311308,4,0,"left_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",3,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0102","TPL_002","null_model_burst_like_excursion","none","TPL_002_STATE_001",18,24,5.90899792930922,7.64511324303056,7,8,1.73611531372135,0.224984617183035,0.416073951397836,1.84934399785805,1.64897783999049,0.259693587594576,0.681247736913792,1.72575941511801,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",129,136,48.7488920412386,49.9283235716675,8,9,1.17943153042882,0.163331714564406,0.269890732139481,1.6524086143298,1.76546437147953,0.399843808318728,0.70529847289862,1.52265129768863,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",1,7,0,2.17082380269657,7,8,2.17082380269657,0.254701823443232,0.409588769703699,1.60811086535071,1.3501378150983,0.377668243976748,0.869236621406417,1.29417576448309,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",121,128,53.7825062070877,54.6296219212601,8,9,0.847115714172396,0.0931369107628582,0.391638860608116,4.20498014589826,3.32850169219042,0.773854339065746,0.328713065220894,4.28562894672446,0,4,"right_only","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_003",60,68,35.9301912634589,37.6953682646372,9,10,1.76517700117828,0.149232609660777,0.25046766967487,1.67837090193767,1.377666080852,0.676220904457818,0.786226665803613,1.56594648013354,4,1,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",54,57,21.9343852723103,22.7936361826261,4,5,0.859250910315803,0.183987023603151,0.297025360589368,1.61438211658902,1.37733426897744,0.47341381605918,0.870670872706275,0.990600690112067,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",4,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0108","TPL_008","null_model_burst_like_excursion","none","TPL_008_STATE_005",130,137,55.5019071217755,57.5889896760354,8,9,2.08708255425985,0.23439401205214,0.399550096593851,1.70460880419152,1.495670506742,0.267964212437621,0.778887481614007,1.58234823243755,1,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0109","TPL_009","null_model_burst_like_excursion","none","TPL_009_STATE_003",88,95,33.0585827067441,34.4050793241612,8,9,1.34649661741707,0.165646721897182,0.245744537233303,1.48354603350278,1.41141998855671,0.227666014160854,0.738065838564738,1.17901366106544,4,2,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0110","TPL_010","null_model_burst_like_excursion","none","TPL_010_STATE_003",54,60,39.5809592844902,41.0125990064336,7,8,1.43163972194342,0.216670562344836,0.327755324481554,1.51268968398173,1.50597981627967,0.191701074309877,0.684655189663803,1.17823901937606,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0111","TPL_011","null_model_burst_like_excursion","none","TPL_011_STATE_004",108,112,36.7449018341827,37.368984100463,5,6,0.624082266280305,0.0956225679450742,0.327400212510755,3.42388015242191,2.32371935703791,0.570858670242499,0.601437445315279,2.90580174861751,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0112","TPL_012","null_model_burst_like_excursion","none","TPL_012_STATE_003",36,42,25.5342958059933,28.3326230876005,7,8,2.79832728160725,0.325346166862337,0.462689188922398,1.4221442760018,1.15910887252311,0.411965515566248,1.07225805592792,0.927459413002311,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0113","TPL_013","null_model_burst_like_excursion","none","TPL_013_STATE_003",86,93,47.0882824765545,48.7229857384046,8,9,1.63470326185018,0.201929496643623,0.384841383962082,1.9058205480563,1.9155341800262,0.381307418829179,0.669646257140096,1.94845682192715,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0114","TPL_014","null_model_burst_like_excursion","none","TPL_014_STATE_005",113,121,52.7815895872257,53.4935335100631,9,10,0.711943922837385,0.0745953813338307,0.354289051608334,4.7494770490255,4.31261142956889,0.458579390464468,0.28815885496154,4.99363151727559,4,4,"both_sides","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0115","TPL_015","null_model_burst_like_excursion","none","TPL_015_STATE_002",60,64,15.6750956861303,16.4834452811169,5,6,0.808349594986601,0.103763600700006,0.228895927497773,2.2059366285827,1.4628497250695,0.809921297969685,0.702797693595899,1.78317455553216,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0116","TPL_016","null_model_burst_like_excursion","none","TPL_016_STATE_001",37,45,13.0474519516866,14.6905152695379,9,10,1.64306331785131,0.0745965514687943,0.363172395976522,4.86848773603759,1.86075255005104,1.12385426238783,0.57724817790777,4.79120991160664,4,2,"both_sides","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible"
