"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason"
"TPL_012","TPL_012_STATE_001","TPL_012_RUN_001","Tonic","generic_stress",0,6.1656131270975,6.1656131270975,16,15,"shifted_gamma","generic_stress",0.415482933507301,16.5705933524296,0.02,0.411040875139834,0.230557178278955,0.245999336435462,0.0775724703895411,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.846400653762723,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_012","TPL_012_STATE_002","TPL_012_RUN_003","Tonic","stn_like_empirical",13.3892428911925,21.8134491164158,8.42420622522338,15,14,"shifted_gamma","stn_like_empirical",0.595413795635104,70.8321822900325,0.02,0.601729016087384,0.0987934756078397,0.0773116994756775,0.00634187135938764,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.846686332428459,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_012","TPL_012_STATE_003","TPL_012_RUN_006","Broad_HFS","none",25.5342958059933,33.9264098453246,8.39211403933135,21,20,"shifted_gamma","regular",0.415377482231706,11.3088943501934,0.02,0.419605701966567,0.349625551187384,0.401770357601194,0.200762392545589,FALSE,"none","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",1.71828014240063,1.42293190584289,"none","none",,"not_applicable","not_applicable"
"TPL_012","TPL_012_STATE_004","TPL_012_RUN_012","Broad_HFS","none",49.0082444953674,56.71126076637,7.70301627100261,33,32,"shifted_gamma","intermediate",0.295985293574631,3.4564996406436,0.02,0.240719258468831,0.663911571623347,0.514716872220594,0.276916735328753,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_012_REGIME_01","no_evidence_at_one_or_more_boundaries","no_evidence","hard_cut_canonical_pause",1.0901289713995,2.06467151479192,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_012","TPL_012_STATE_005","TPL_012_RUN_014","Broad_HFS","none",59.871953187065,68.416547525898,8.5445943388331,32,31,"shifted_gamma","irregular",0.309485508035868,1.63803135382477,0.02,0.275632075446229,0.712458414770259,0.593872139189966,0.371962313069559,TRUE,"strong","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_012_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",0.619376806226006,1.31124119560797,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_013","TPL_013_STATE_001","TPL_013_RUN_006","Tonic","generic_stress",13.7718674896107,22.5807377222604,8.80887023264962,10,9,"shifted_gamma","generic_stress",0.838358320510015,6.16800721455365,0.02,0.978763359183292,0.347403582787679,0.297594117028053,0.095480728880605,FALSE,"none","ambiguous","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.557129836098758,"ambiguous","short_state"
"TPL_013","TPL_013_STATE_002","TPL_013_RUN_009","Broad_HFS","none",27.7446228293889,36.4671503486452,8.7225275192563,34,33,"shifted_gamma","irregular",0.334706183169037,1.1625435421709,0.02,0.264319015735039,0.762489818975843,0.724033695850762,0.568429039161621,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",2.48779614838261,2.25964508658274,"none","none",,"not_applicable","not_applicable"
"TPL_013","TPL_013_STATE_003","TPL_013_RUN_012","Broad_HFS","none",47.0882824765545,53.7967580850023,6.70847560844783,25,24,"shifted_gamma","intermediate",0.323462146809325,4.63412960353307,0.02,0.27951981701866,0.411632198305363,0.411334863041074,0.228686121198087,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",4.23125770282641,2.18236217513858,"none","none",,"not_applicable","not_applicable"
"TPL_013","TPL_013_STATE_004","TPL_013_RUN_014","Tonic","stn_like_empirical",55.4709510735112,59.5977124870422,4.12676141353099,11,10,"shifted_gamma","stn_like_empirical",0.416380914784968,16.7274142187089,0.02,0.4126761413531,0.167046052293019,0.23969843141147,0.0547047143551199,FALSE,"none","ambiguous","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.579218058226702,"ambiguous","borderline_continuous_evidence_score"
"TPL_013","TPL_013_STATE_005","TPL_013_RUN_017","Broad_HFS","none",62.6758154561449,68.4008193390988,5.72500388295391,30,29,"shifted_gamma","regular",0.214710569819435,7.53476283559576,0.02,0.19741392699841,0.441439516887338,0.359518082823201,0.166440849324308,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",3.633284449662,,"none","none",,"not_applicable","not_applicable"
"TPL_014","TPL_014_STATE_001","TPL_014_RUN_001","Broad_HFS","none",0,9.02642399893223,9.02642399893223,29,28,"shifted_gamma","regular",0.338428310770541,9.20886555779725,0.02,0.322372285676151,0.471699113188455,0.451023564846167,0.227549034680056,TRUE,"strong","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_014_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,0.690921347754976,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_014","TPL_014_STATE_002","TPL_014_RUN_003","Broad_HFS","none",12.6628428736803,20.8515070136778,8.18866413999747,32,31,"shifted_gamma","intermediate",0.335572629719973,4.9946335724555,0.02,0.264150456128951,0.575457633966492,0.517531804864455,0.267878675923506,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_014_REGIME_01","no_evidence_at_one_or_more_boundaries","hard_cut_canonical_pause","no_evidence",1.49226068406773,1.0686988056024,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_014","TPL_014_STATE_003","TPL_014_RUN_007","Tonic","stn_like_empirical",24.5883812086897,28.2598103660787,3.67142915738897,12,11,"shifted_gamma","stn_like_empirical",0.358325887769461,8.19462982332334,0.02,0.333766287035361,0.316299295423195,0.424374104798002,0.214465659846125,FALSE,"none","ambiguous","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.593553101425599,"ambiguous","low_regularity_evidence"
"TPL_014","TPL_014_STATE_004","TPL_014_RUN_009","Tonic","generic_stress",32.8069936151313,39.7457452748689,6.93875165973761,13,12,"shifted_gamma","generic_stress",0.651239439626224,9.77083027502522,0.02,0.578229304978134,0.372710229147419,0.408166132530314,0.175264101893849,FALSE,"none","ambiguous","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.648189651582398,"ambiguous","low_regularity_evidence"
"TPL_014","TPL_014_STATE_005","TPL_014_RUN_012","Broad_HFS","none",48.5806765172229,55.1198261786911,6.53914966146816,34,33,"shifted_gamma","irregular",0.204131981078535,0.972948268032633,0.02,0.19815605034752,1.00264380802485,0.893294397051785,0.803701315894573,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",6.28966335898385,4.87487571813768,"none","none",,"not_applicable","not_applicable"
"TPL_015","TPL_015_STATE_001","TPL_015_RUN_001","Broad_HFS","none",0,7.18836782559477,7.18836782559477,32,31,"shifted_gamma","irregular",0.280789907071739,1.76726378691383,0.02,0.231882833083702,0.712366009986382,0.687524208163435,0.454289767689732,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","clear",,1.67974509013302,"none","none",,"not_applicable","not_applicable"
"TPL_015","TPL_015_STATE_002","TPL_015_RUN_004","Broad_HFS","none",13.8267644637414,20.1914926911103,6.36472822736881,33,32,"shifted_gamma","intermediate",0.186326708709821,2.97294446271844,0.02,0.198897757105275,0.516056331698455,0.666799984456325,0.457994305205036,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.91408943218486,3.48063616307602,"none","none",,"not_applicable","not_applicable"
"TPL_015","TPL_015_STATE_003","TPL_015_RUN_006","Broad_HFS","none",20.756555865243,28.5414512653557,7.78489540011268,22,21,"shifted_gamma","regular",0.362925821058452,7.38545211357996,0.02,0.370709304767271,0.40658293024737,0.361834238245757,0.14039627584882,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.441003628990901,2.43046344014998,"none","none",,"not_applicable","not_applicable"
"TPL_015","TPL_015_STATE_004","TPL_015_RUN_008","Tonic","stn_like_empirical",30.5708469401781,37.1635766893758,6.59272974919767,12,11,"shifted_gamma","stn_like_empirical",0.595473490501754,13.3510995320976,0.02,0.599339068108878,0.20338214901808,0.172302852277036,0.0343592516321016,FALSE,"none","ambiguous","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.651961557460102,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_015","TPL_015_STATE_005","TPL_015_RUN_011","Tonic","generic_stress",38.9062577284305,44.2247411249664,5.31848339653587,13,12,"shifted_gamma","generic_stress",0.410849435245618,9.24521258939058,0.02,0.443206949711322,0.372072488316301,0.443558570933743,0.22044554136932,FALSE,"none","ambiguous","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.601726065857295,"ambiguous","low_regularity_evidence"
"TPL_016","TPL_016_STATE_001","TPL_016_RUN_004","Broad_HFS","none",8.68432395708975,14.9441598111239,6.25983585403418,27,26,"shifted_gamma","irregular",0.322148885531351,1.60481300926767,0.02,0.240762917462853,0.861719229347696,1.00491548350299,0.93809187793964,FALSE,"none","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",2.62591365360461,7.38737139236464,"none","none",,"not_applicable","not_applicable"
"TPL_016","TPL_016_STATE_002","TPL_016_RUN_006","Tonic","generic_stress",21.5268966553794,30.7450438131164,9.21814715773697,12,11,"shifted_gamma","generic_stress",0.731704186368734,4.11667938204482,0.02,0.838013377976088,0.455637516778444,0.492890915574136,0.226759842635407,FALSE,"none","ambiguous","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.531634289969631,"ambiguous","low_regularity_evidence"
"TPL_016","TPL_016_STATE_003","TPL_016_RUN_010","Tonic","stn_like_empirical",37.3960060481709,40.8602544174892,3.46424836931823,9,8,"shifted_gamma","stn_like_empirical",0.461020795074292,20.5222389192786,0.02,0.433031046164778,0.278428817018646,0.376022951619044,0.139524079517524,FALSE,"none","ambiguous","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.574968112449837,"ambiguous","low_regularity_evidence;short_state"
"TPL_016","TPL_016_STATE_004","TPL_016_RUN_012","Broad_HFS","none",45.1536870802649,50.0952974708229,4.94161039055798,22,21,"shifted_gamma","regular",0.229724306138232,7.87122146459296,0.02,0.235314780502761,0.425464836078619,0.350197096953752,0.158732434111989,TRUE,"weak","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_016_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",2.99509349250268,2.49218947722835,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_016","TPL_016_STATE_005","TPL_016_RUN_014","Broad_HFS","none",54.8138106023371,64.8699245232805,10.0561139209435,31,30,"shifted_gamma","intermediate",0.361853803079575,2.55885717370547,0.02,0.335203797364782,0.616590734156833,0.728397431259059,0.545787549400472,TRUE,"strong","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_016_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",0.551146017306517,,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_017","TPL_017_STATE_001","TPL_017_RUN_001","Tonic","stn_like_empirical",0,5.48528480888004,5.48528480888004,13,12,"shifted_gamma","stn_like_empirical",0.478557043336332,13.6733727671672,0.02,0.45710706740667,0.282528662402592,0.311466546348766,0.0956008955392011,FALSE,"none","ambiguous","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.580352002878697,"ambiguous","borderline_continuous_evidence_score"
"TPL_017","TPL_017_STATE_002","TPL_017_RUN_010","Broad_HFS","none",19.853672116387,25.8194401200363,5.96576800364938,34,33,"shifted_gamma","irregular",0.220369907906279,1.74997248498257,0.02,0.180780848595436,0.792033065594361,0.80638479966125,0.673582815881845,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",9.44098999620668,3.04660196656518,"none","none",,"not_applicable","not_applicable"
"TPL_017","TPL_017_STATE_003","TPL_017_RUN_012","Tonic","generic_stress",28.0724009115243,32.3314368174889,4.25903590596463,9,8,"shifted_gamma","generic_stress",0.580770488781855,6.17409352399409,0.02,0.532379488245579,0.582374906799152,0.528776704159278,0.344032823034887,FALSE,"none","ambiguous","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.239773914167216,"no_evidence","low_regularity_evidence;short_state"
"TPL_017","TPL_017_STATE_004","TPL_017_RUN_016","Broad_HFS","none",44.1789897613672,52.384046633537,8.20505687216978,30,29,"shifted_gamma","regular",0.314303594231606,6.47128039598465,0.02,0.282932995592062,0.41262551354256,0.4482994588257,0.237863727457268,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",1.14307061159814,3.72663460894498,"none","none",,"not_applicable","not_applicable"
"TPL_017","TPL_017_STATE_005","TPL_017_RUN_018","Broad_HFS","none",55.4662991980694,64.1052499106005,8.63895071253114,30,29,"shifted_gamma","intermediate",0.35716818202287,3.59796818159521,0.02,0.297894852156246,0.546716562348529,0.493865764461124,0.308110018136663,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",3.4043005479959,,"none","none",,"not_applicable","not_applicable"
"TPL_018","TPL_018_STATE_001","TPL_018_RUN_001","Broad_HFS","none",0,4.89085939255675,4.89085939255675,22,21,"shifted_gamma","irregular",0.267521154833958,1.16119253884535,0.02,0.232898066312226,0.773352493836019,0.682251355674181,0.485904803873105,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","clear",,5.59781217337077,"none","none",,"not_applicable","not_applicable"
"TPL_018","TPL_018_STATE_002","TPL_018_RUN_003","Tonic","stn_like_empirical",11.7188525301458,16.0981807600143,4.37932822986847,9,8,"shifted_gamma","stn_like_empirical",0.577794011235237,6.22111365012825,0.02,0.547416028733559,0.278462052251773,0.282606066607266,0.105560197485553,FALSE,"none","no_evidence","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.554771747402593,"ambiguous","short_state"
"TPL_018","TPL_018_STATE_003","TPL_018_RUN_009","Tonic","generic_stress",30.0153354673145,32.9923656335158,2.97703016620127,9,8,"shifted_gamma","generic_stress",0.389929668577388,3.38894969155081,0.02,0.372128770775158,0.727814409253785,0.511564366324081,0.282066719296592,FALSE,"none","no_evidence","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.411938231373667,"no_evidence","low_regularity_evidence;short_state"
"TPL_018","TPL_018_STATE_004","TPL_018_RUN_011","Broad_HFS","none",39.1281359827203,49.5680954744484,10.4399594917281,35,34,"shifted_gamma","regular",0.374345898563042,9.24773531360552,0.02,0.30705763210965,0.50301409111795,0.347068355440944,0.143888008777895,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_018_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",5.60405739368557,0.534947757864567,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_018","TPL_018_STATE_005","TPL_018_RUN_013","Broad_HFS","none",54.4974425029852,61.5862430156376,7.0888005126524,35,34,"shifted_gamma","intermediate",0.233378430884331,4.51455194107257,0.02,0.20849413272507,0.611618795806899,0.507361955441708,0.324382204579084,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_018_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",2.0293519972798,3.55593961535878,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_019","TPL_019_STATE_001","TPL_019_RUN_002","Broad_HFS","none",6.76201479958493,12.8589508346911,6.09693603510613,20,19,"shifted_gamma","irregular",0.326920297071338,1.51630984211806,0.02,0.320891370268744,0.543070347003795,0.5853422721421,0.397820704242048,FALSE,"none","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",3.39611407136755,1.21332313429076,"none","none",,"not_applicable","not_applicable"
"TPL_019","TPL_019_STATE_002","TPL_019_RUN_006","Broad_HFS","none",16.5422970836188,23.5770267639606,7.03472968034179,27,26,"shifted_gamma","intermediate",0.298852566508576,3.11924546039663,0.02,0.270566526166992,0.698906344249975,0.652707119052595,0.449908548148348,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",7.48174133240446,3.90040130816784,"none","none",,"not_applicable","not_applicable"
"TPL_019","TPL_019_STATE_003","TPL_019_RUN_008","Tonic","generic_stress",24.4465027890067,31.8558236235419,7.40932083453519,10,9,"shifted_gamma","generic_stress",0.848504080874845,5.54933494434226,0.02,0.82325787050391,0.290545219894877,0.364412467429477,0.133683749504839,FALSE,"none","no_evidence","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.663332710858384,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_019","TPL_019_STATE_004","TPL_019_RUN_012","Tonic","stn_like_empirical",41.1646163823386,46.3956951664166,5.23107878407796,11,10,"shifted_gamma","stn_like_empirical",0.471824224581942,10.7559235556982,0.02,0.523107878407796,0.232206895333521,0.317331936032402,0.0963050049363773,FALSE,"none","no_evidence","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.701274225169917,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_019","TPL_019_STATE_005","TPL_019_RUN_013","Broad_HFS","none",46.3956951664166,52.4510103734865,6.05531520706992,35,34,"shifted_gamma","regular",0.20487642724067,6.16224329872057,0.02,0.178097506090292,0.6015470586512,0.405552056311194,0.185547835530588,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",4.09304178901424,3.23242549083716,"none","none",,"not_applicable","not_applicable"
"TPL_020","TPL_020_STATE_001","TPL_020_RUN_007","Tonic","generic_stress",10.3750415356125,17.6781668718787,7.3031253362662,9,8,"shifted_gamma","generic_stress",0.660168065316975,5.99558868212625,0.02,0.912890667033275,0.241695131190212,0.363521825855771,0.118441837720968,FALSE,"none","no_evidence","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.420463206275222,"no_evidence","short_state;outside_subtype_rate_band"
"TPL_020","TPL_020_STATE_002","TPL_020_RUN_009","Broad_HFS","none",24.1631665788474,30.8250900338616,6.66192345501424,23,22,"shifted_gamma","intermediate",0.344209262086079,3.27034853119403,0.02,0.302814702500647,0.534800374095836,0.441532406295045,0.198958488819008,FALSE,"none","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",4.76661576850778,1.42819444047035,"none","none",,"not_applicable","not_applicable"
"TPL_020","TPL_020_STATE_003","TPL_020_RUN_012","Tonic","stn_like_empirical",38.3807551797377,41.8991411378475,3.5183859581098,10,9,"shifted_gamma","stn_like_empirical",0.438320490308106,12.4251236838754,0.02,0.390931773123311,0.264308092510374,0.287975035748728,0.0915152809720249,FALSE,"none","no_evidence","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.59651741339209,"ambiguous","short_state"
"TPL_020","TPL_020_STATE_004","TPL_020_RUN_015","Broad_HFS","none",47.5332016204769,52.6489302934466,5.11572867296974,29,28,"shifted_gamma","irregular",0.207803815612569,1.66197307419498,0.02,0.182704595463205,0.670848630180974,0.697972804818455,0.476767067857514,TRUE,"weak","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_020_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",2.72309939443425,1.25670616238358,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_020","TPL_020_STATE_005","TPL_020_RUN_017","Broad_HFS","none",56.3204236311225,64.4031889213139,8.08276529019138,33,32,"shifted_gamma","regular",0.283281956017017,7.53144948603585,0.02,0.25258641531848,0.55352279685929,0.410280408549802,0.200396434253147,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_020_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",0.795730959179281,,"canonical_pause","none",,"not_applicable","not_applicable"
