"path","bytes","sha256"
"data/synthetic/v2.2.0/qc/figures/phenotype_evidence_audit.png",495038,"cde811e25093115bedaf3287e3a7c314eec4cad938cd8d5ed1396c3e72a765fd"
"data/synthetic/v2.2.0/qc/hfs_boundary_observability.csv",8583,"690c592298b07a5302dd69d15b3fe70a2c4a754b8cd6487a369a5e087bc79c73"
"data/synthetic/v2.2.0/qc/hfs_burst_regularity_strength_coverage.csv",672,"bc871ebbd115c8006b4326ad1acbbf32284b1c6ac43e81168c4fb8c2665c17af"
"data/synthetic/v2.2.0/qc/phenotype_audit.csv",39752,"25b018ef8cfefc9602c80d3f13e948fee80963d049b4c06f363ec1e5b4263a84"
"data/synthetic/v2.2.0/qc/structural_contract_audit.csv",202,"d61e564555ec213237829d9178b9a78407a574de069f7c3408839bd0881e6f5e"
"data/synthetic/v2.2.0/qc/tonic_phenotype_audit.csv",14379,"a21b8e592b17783f152e905d877a7a5499b87f25cc4855685748146fdc86aec6"
"data/synthetic/v2.2.0/qc/v2_2_audit_remediation_summary.csv",234,"e7bf757a740c81d9fdec237c781bc81fa5917e6412aa447a2cea509e62c694c9"
"data/synthetic/v2.2.0/reference/Spike_train_simulator_V13_5_0_HF_modes.R",896667,"d2f70619fd2aee504bcb929fd2854cd7c3ca2499f86d8689779a81d59366a713"
"data/synthetic/v2.2.0/reference/v1_generate_benchmark_spike_trains.R",40806,"4b59c87c1ce53e2288df18fa84c8545ba3643112f37483ff3e861c684369d7fb"
"data/synthetic/v2.2.0/run_reproduction.sh",166,"52d773ea36c9d49d3d6300f4546c2e93e2a3732d68b5ab370ca364044020e542"
"data/synthetic/v2.2.0/tables/dimensionless_composite_hfs_regimes.csv",1843,"34637698818e8f6c16fa1296d258c58b44b07c3bf7b1b32deb1c90c2022cf072"
"data/synthetic/v2.2.0/tables/dimensionless_contextual_separators.csv",2909,"6427785172195116865a8288a276edd9f26856505fb82857cc01a5b8fac30d62"
"data/synthetic/v2.2.0/tables/dimensionless_generator_runs.csv",138441,"41b9f64ad03ea974f197c8d6fd45d29ce0983d6886efdeb62c4b67a9fc0dca1e"
"data/synthetic/v2.2.0/tables/dimensionless_interval_templates.csv",1196398,"fdc068fd57a0663608073adfe626deaa3cdb08a45ce9e5971736eb314af6ed28"
"data/synthetic/v2.2.0/tables/dimensionless_observable_phenotype.csv",39752,"25b018ef8cfefc9602c80d3f13e948fee80963d049b4c06f363ec1e5b4263a84"
"data/synthetic/v2.2.0/tables/dimensionless_primary_event_episodes.csv",52312,"f83357765f309554950238731813691b27aa75665ac5a0f3ad3fdf616b081f09"
"data/synthetic/v2.2.0/tables/dimensionless_spike_templates.csv",85305,"6d465f7ad5e0b835c96d3c8fb034b5940f95c8ef8b811e867f2ef567d055f3a3"
"data/synthetic/v2.2.0/tables/dimensionless_state_envelopes.csv",45465,"194921097c0494db98958fa32babba80d21f52a459459e396cc0fe19b533df0f"
"data/synthetic/v2.2.0/tables/dimensionless_tonic_phenotype_evidence.csv",14379,"a21b8e592b17783f152e905d877a7a5499b87f25cc4855685748146fdc86aec6"
"data/synthetic/v2.2.0/tests/verify_v2_2.R",8754,"a4ec343618bb8ce56e17835b6436bc71eba421160e00492e99a16ca0de4b1bc7"
"data/synthetic/v2.2.0/truth/composite_hfs_regimes.csv",6902,"c82dc9784c1c8fb936e46c11fac307ffccbf3033b50444a393c3ac42f25754ba"
"data/synthetic/v2.2.0/truth/contextual_separator_links.csv",13574,"31d99f0ddcaa0e64f2ac3ecdc75c2f1d494634059bf4c8fae5cace4e1b48ee7f"
"data/synthetic/v2.2.0/truth/contextual_separator_secondary_episodes.csv",13132,"70ae2e94bd637d1551c620b1b422581d71302c55dea6b9a423527f2f8e4386da"
"data/synthetic/v2.2.0/truth/generator_provenance.csv",510914,"0310906aacd7756110184578e3036364aa8d920e15792f560b426bff26f216af"
"data/synthetic/v2.2.0/truth/interval_truth_multitrack.csv",4239232,"16446b82b2b3ef9e3833e1a459e2ce074b02395d7524d7dcd4638bf6ca46cb12"
"data/synthetic/v2.2.0/truth/observable_phenotype.csv",159482,"161c419f0599ba55f55cdcb0dddebce0d1f1109708160afd82639ea662d4c90a"
"data/synthetic/v2.2.0/truth/observable_phenotype_estimand_states.csv",149494,"75ee886b773036189f0d0dd78858567a79750c0ea8df96f4097d75ae562f9415"
"data/synthetic/v2.2.0/truth/phenotype_estimand_regions.csv",159482,"161c419f0599ba55f55cdcb0dddebce0d1f1109708160afd82639ea662d4c90a"
"data/synthetic/v2.2.0/truth/primary_event_episodes.csv",206151,"1de8c5dd77ee7eda20d576bfda0d99c6ee824b1afa3cb395996c4ab1d1db6084"
"data/synthetic/v2.2.0/truth/sample_template_scale_key.csv",4832,"90a9e64ed64abcff6f765ed40fded9bbaa5c23b9ca6d15642f0a736c43f77bc3"
"data/synthetic/v2.2.0/truth/state_envelopes.csv",170105,"b5cba7dbf84117075102459fe3bd119578475aa91dc6cd039974797b9dcdd2ef"
"data/synthetic/v2.2.0/truth/strict_mechanism_estimand_episodes.csv",206151,"1de8c5dd77ee7eda20d576bfda0d99c6ee824b1afa3cb395996c4ab1d1db6084"
"data/synthetic/v2.2.0/truth/strict_mechanism_estimand_states.csv",170105,"b5cba7dbf84117075102459fe3bd119578475aa91dc6cd039974797b9dcdd2ef"
"data/synthetic/v2.2.0/truth/tonic_phenotype_evidence.csv",53509,"4b7ad9dc771e96f0fc6628a35fbac32ef889f62afb17d9d6df1362a855c8d178"
"data/synthetic/v2.2.0/truth/transition_boundaries.csv",146759,"6409ee9f22c7a555ff20e8d6e840d01dad311ed182d6077191fe4f3d6f27d938"
"data/synthetic/v2.3.0/AUDIT_RESPONSE_AND_REMEDIATION.md",3605,"96f8eacf6e8b2634ac74bd93cc32040626220004e2c1cc123b41882ebf1e6627"
"data/synthetic/v2.3.0/CHANGELOG.md",3093,"ac289810eb0b66131dcf3244a67fc6d01018910bbfbe25d25e0d3feb783e0ee2"
"data/synthetic/v2.3.0/DATA_DICTIONARY.md",5586,"e0542bdff3ef1bf2c4e1abd198c55fd061557932a5a97a33680ce47455201c2e"
"data/synthetic/v2.3.0/DESIGN_SPECIFICATION.md",7917,"861032e97e9d32468d24331affda1eb5caf73dae693de63d1887fb0164cfda2b"
"data/synthetic/v2.3.0/METHODS_FOR_MANUSCRIPT.md",4756,"1f8a695c6aa9e9f78661e13e62baf1098b2eb16da17284a83de26e68e0b940a7"
"data/synthetic/v2.3.0/R/00_parameters.R",9007,"e56b456671b5a58a790d267f6e5bcb0228386736b382349cf6cd6f7928871d2b"
"data/synthetic/v2.3.0/R/10_point_process.R",14646,"bc0f3e37a9c3bffe74029dd07b34a83d754d9df54bb145950bad7e61eb107006"
"data/synthetic/v2.3.0/R/20_template_generation.R",48054,"6296e4916a900ecc09d57fe23ab2d8388a00027dfded4c105af976a34657a5cc"
"data/synthetic/v2.3.0/R/30_phenotype_audit.R",27141,"a74896078c8cf040f350de5217e192c6dd756566ca1df057af4b5dd256028929"
"data/synthetic/v2.3.0/R/40_exports_and_figures.R",18977,"8ad1c3b707620d4233450613801e215d77b40705d44983c864f4f6273a24c364"
"data/synthetic/v2.3.0/README.md",3599,"eaad4285f3d8e4089ce212052610947a45aa5b0cbc13824de89be74784ec5093"
"data/synthetic/v2.3.0/RELEASE_LOCK_SHA256.csv",6321,"defc8e9998b4e233c679bb2003b9085542b756e2d52d36082c1807ee90bdce3a"
"data/synthetic/v2.3.0/SCORING_PROTOCOL.md",4142,"77ab33dc36e91219260c627a3b2779a553bad30fd0b255a2f120ef20d349a252"
"data/synthetic/v2.3.0/V2_3_RELEASE_SUMMARY.md",5553,"e85bcdc6dba7a84bfbc8371911d2dce7e2952beba8c52ddc294d74b00ffb9173"
"data/synthetic/v2.3.0/calibration/calibration_same_episode_ids_all_scales.csv",12876,"7d3aed7b0f4e7fd496ac708d4772e985cfc1a7eb36f6237ba420b98468828b32"
"data/synthetic/v2.3.0/calibration/contextual_separator_secondary_only.csv",3334,"a45f9babe87189e85eea8ce23eb2ee8560ccfebc9a7a71af58c091e6d777d911"
"data/synthetic/v2.3.0/detector_inputs/spike_timestamps_blinded.csv",271462,"2e3d314884c9153ab0e3a3a82003c827d7f94cea189bcf7e30e4b1d9a86d7742"
"data/synthetic/v2.3.0/detector_inputs/spike_timestamps_blinded.xlsx",254742,"a3c63f87359b31c473fe8e08536c2c6bae026a29f595f0793ba5302a62a0c1af"
"data/synthetic/v2.3.0/generate_benchmark_spike_trains.R",33700,"e5a3319b6c5c08506dd5a38379c98a343a656b69f2fca7fe8fe131345c92828e"
"data/synthetic/v2.3.0/metadata/canonical_output_checksums_sha256.csv",3016,"8c8df6dbe230715a6fb830171ad4307ec399c835d66e362320384726cca99f23"
"data/synthetic/v2.3.0/metadata/component_rng_registry.csv",64091,"7bdb6b78c84d006ceaa57e9ae8bac4f7ed58057a89947e1a1cf5df0ecd5e8f1c"
"data/synthetic/v2.3.0/metadata/frozen_burst_quota.csv",9951,"0acd8f539eb34b9da5f5a960cf96bb93a8b4305ec898cc6d48aac8868eb86d19"
"data/synthetic/v2.3.0/metadata/frozen_overlap_quota.csv",7929,"890c35368a79eb7d51a85cfe730a4a9083ebf2fe71173c8a98603ab459a7b211"
"data/synthetic/v2.3.0/metadata/generator_parameters.csv",10945,"8dfd6c703d7072ca523bf6d0429cd4dc3d3f61b8cf1a942c9efd1719865a12a9"
"data/synthetic/v2.3.0/metadata/generator_parameters.json",12127,"b8ccd526d723883420f51499353b49c20e663926979ff2d2d18c0f31e7f8a7aa"
"data/synthetic/v2.3.0/metadata/generator_parameters.yaml",8863,"38aadc18ebff1b4c0f1ddcf1718de0bbdb929a9767ff0e968c6e06bc0899dc1c"
"data/synthetic/v2.3.0/metadata/holdout_audit_provenance.json",889,"499a73948d0b09476591570070cb9845742f1104c2f86a93ee0381c127cdee2b"
"data/synthetic/v2.3.0/metadata/phenotype_thresholds.csv",11751,"87db5e8c863ee1bb7c5050238fafe1d6e540ab41ecd9a6782f875ec373104050"
"data/synthetic/v2.3.0/metadata/reproduction_manifest.json",2665,"f146575576fc61649126df174b9b6901a38b85e4e412afa7ba2b4c3c35233559"
"data/synthetic/v2.3.0/metadata/stn_like_tonic_empirical_summary.csv",227,"e83e432d2a1084bd77817af80cfebe4d5d8f2eb9e24213efb4eed3ab23cdd7ca"
"data/synthetic/v2.3.0/metadata/template_manifest.csv",5047,"01112e5fbd262d20ec2f2a29bc056175f3394acf669498e992ae8bcdf2e3edfb"
"data/synthetic/v2.3.0/qc/burst_context_strength_spikecount_phenotype.csv",14036,"33d4eaf31baa269fbf96d1f29743286d4bb20e2bd6ad19430d9a2e2e188a1729"
"data/synthetic/v2.3.0/qc/burst_phenotype_coverage_by_split.csv",11915,"b25d421c9037785239628576bbd3b50e45ae8e81f48bb5753742105f247b340b"
"data/synthetic/v2.3.0/qc/burst_strength_context_balance.csv",429,"0cc1f5fb74b29e41036b230500f72f94f713e9cb0e561f0e3c8c42506c1dc063"
"data/synthetic/v2.3.0/qc/distribution_summary.csv",1441,"c5541a5eb0d7f142d6bf693d7f2e25f9dc4cfd19383ed83e36dce691d0340988"
"data/synthetic/v2.3.0/qc/figures/all_dimensionless_templates_multitrack.pdf",87500,"93534b2743d4862b48ce72626f72fd46cdb9ce0a69e704250f517757f6d10731"
"data/synthetic/v2.3.0/qc/figures/all_dimensionless_templates_multitrack.png",493961,"af63fc4427ebb86110f30f9552fa509c77e4ee0f4cb59bf80719dee63e05b696"
"data/synthetic/v2.3.0/qc/figures/dimensionless_isi_overlap_ecdf.pdf",20153,"aa9815e4754f0600c0db825d3c6dfa65bf6e8322d2292b0320863206c27e5eb7"
"data/synthetic/v2.3.0/qc/figures/dimensionless_isi_overlap_ecdf.png",171108,"52a3ca6c07ed2d861ec3dc0ebeac861bf89dbbea705bf6f18a08085d1749987b"
"data/synthetic/v2.3.0/qc/figures/hfs_burst_quota_balance.png",74066,"7127a19d4e97d365ef4f99ecb2f6623ddcd0d27a054f02c61d0fa468c1842ec1"
"data/synthetic/v2.3.0/qc/figures/paired_scale_multitrack_overview.png",459906,"b50c8fab7aec3b9dcec11a9f9a33cea3b51c9faa537ab407372ec3adc4de8c7e"
"data/synthetic/v2.3.0/qc/figures/phenotype_evidence_audit.png",526119,"1d1fe7ef3524cd4aeb56669d8bd71e3282e87c8ca2d3d1f91de1281c7520c100"
"data/synthetic/v2.3.0/qc/hfs_boundary_observability.csv",8966,"0d2f4f45d086446fc7464684da8334d03a854b605611ff423f1216ac4c2d224a"
"data/synthetic/v2.3.0/qc/hfs_burst_regularity_strength_coverage.csv",672,"bc871ebbd115c8006b4326ad1acbbf32284b1c6ac43e81168c4fb8c2665c17af"
"data/synthetic/v2.3.0/qc/hfs_overlap_coverage_by_split.csv",81662,"3ba298f705b9e3f57b8ce32fa8c564b380b06ed271485d8368551c59e56a04a9"
"data/synthetic/v2.3.0/qc/overlap_contract_audit.csv",295,"6618330704503fb5babfc330c08179c94b3d5a40fd8bed37855d3d0e0a532034"
"data/synthetic/v2.3.0/qc/pause_gap_coverage_by_split.csv",437,"e511b11ccc275d10cd3913a43f40bf332fbbc0541375b5de37f08c58df5ef8c5"
"data/synthetic/v2.3.0/qc/phenotype_audit.csv",57371,"a57fca9d830027649584f424078615b8d1789d1d13f6f4ed2617483971696418"
"data/synthetic/v2.3.0/qc/single_isi_dev_holdout_baseline.csv",3754,"1fa8b1649864daccd537dc8f10f1016514c545848f3065b9c2457ad04deb98ed"
"data/synthetic/v2.3.0/qc/structural_contract_audit.csv",202,"d59a651cbf7730357e667c355ab6160ff75eefb5e87edcbc6255cf34eb4859a4"
"data/synthetic/v2.3.0/qc/tonic_phenotype_audit.csv",14697,"404fcda8fa4a05d89e1160db23c2bd9e9219b332f5988862e2ed81782f07093f"
"data/synthetic/v2.3.0/qc/tonic_phenotype_coverage_by_split.csv",8098,"272039c0a46a5a0b6cbc8542e88ea0d56989bb8a475beafb704a384a6fbfa429"
"data/synthetic/v2.3.0/qc/v2_3_audit_summary.csv",368,"e4f2c58da30b74e4910421e735ba324eb76ca8ad0eeb1dc63c5f86cfcfc4c1dc"
"data/synthetic/v2.3.0/reference/Spike_train_simulator_V13_5_0_HF_modes.R",896667,"d2f70619fd2aee504bcb929fd2854cd7c3ca2499f86d8689779a81d59366a713"
"data/synthetic/v2.3.0/reference/v1_generate_benchmark_spike_trains.R",40806,"4b59c87c1ce53e2288df18fa84c8545ba3643112f37483ff3e861c684369d7fb"
"data/synthetic/v2.3.0/run_reproduction.sh",166,"a7b40f4b1157754b1e8d3e067a109bda19dfcf94c2bdd558411f18a4b00cfc73"
"data/synthetic/v2.3.0/tables/dimensionless_borderline_gaps.csv",4573,"c6548574768709b09a8d6fdbdb53ebc670d4f1e55ce1ac41bec62231600efad2"
"data/synthetic/v2.3.0/tables/dimensionless_composite_hfs_regimes.csv",1842,"bc0330d3ed7b2bb9016c529e6e12bb7a31f66a426ba74d915f9ef4ed00e0dcf3"
"data/synthetic/v2.3.0/tables/dimensionless_contextual_separators.csv",4835,"ae2f635163f74503d02df84ed34755c87d56fbef206928f635a880c335ca6e87"
"data/synthetic/v2.3.0/tables/dimensionless_generator_runs.csv",181872,"b996becd23cdb70b2a7e832602ced7c8d76bd891e654a67607c3a41c3612fbdd"
"data/synthetic/v2.3.0/tables/dimensionless_interval_templates.csv",1748002,"b96249e4b0fff2a65de0e8074ee87912d1aaccd38a16e9a4d4af060ee9180585"
"data/synthetic/v2.3.0/tables/dimensionless_observable_phenotype.csv",57371,"a57fca9d830027649584f424078615b8d1789d1d13f6f4ed2617483971696418"
"data/synthetic/v2.3.0/tables/dimensionless_primary_event_episodes.csv",56286,"9a59afc5671f8a553acbd6808f5765e53576ea407732b4eb1b8bc598c1bd29ff"
"data/synthetic/v2.3.0/tables/dimensionless_spike_templates.csv",96755,"6f2c8663193d595098660d09e9b625198da53e363682d78d490d8e82c6a34cc2"
"data/synthetic/v2.3.0/tables/dimensionless_state_envelopes.csv",50433,"4aadec100310f1d18fc684e49a4242d812edd3f246996b834c9f18bb99b0d418"
"data/synthetic/v2.3.0/tables/dimensionless_tonic_phenotype_evidence.csv",14697,"404fcda8fa4a05d89e1160db23c2bd9e9219b332f5988862e2ed81782f07093f"
"data/synthetic/v2.3.0/tests/verify_v2_3.R",29779,"a99f65d5e2bee937f595e84a1e4870ded6e390704b09027f0c3a1b33ab89f489"
"data/synthetic/v2.3.0/truth/borderline_gap_secondary_episodes.csv",17795,"983740bebfd5841472ede2d5a86e1acadc7433f075198691ca2a97c091eb07cb"
"data/synthetic/v2.3.0/truth/burst_observable_episode_audit.csv",224525,"9a5f06b1195c4bddbec12be86022817b7f4e01f913f9e5928bbcd67d2beac4cc"
"data/synthetic/v2.3.0/truth/composite_hfs_regimes.csv",6895,"e51feaeab73b496c00727fb0a61d09fef9ba50af76c5d21d12a79ac7c79e66e9"
"data/synthetic/v2.3.0/truth/contextual_separator_links.csv",13468,"cf33a580ae5a68a469a2a594ffc88d8d719d9ce88b6f28a9f93735990b98ca6f"
"data/synthetic/v2.3.0/truth/contextual_separator_secondary_episodes.csv",18732,"9c1cded9b88e35ad6861ec4da797ec878fe16c9a17d0fcf9f9ba2f47ed91301d"
"data/synthetic/v2.3.0/truth/generator_provenance.csv",655832,"709976c22b739f2e89cd6115cb4a8e886fe67a84733bee97dbf694ebc72c4aac"
"data/synthetic/v2.3.0/truth/interval_truth_multitrack.csv",5977547,"ac886aa2b1fb67b9cd648119f4e9ac46775aec266ee0a8416895559262a34b0e"
"data/synthetic/v2.3.0/truth/null_model_burst_like_excursions.csv",37248,"1120e648788c6d93be22138791aff8f07867efe0bd51d872c5e4b7debb2fb5ef"
"data/synthetic/v2.3.0/truth/observable_burst_positive_episodes.csv",175777,"22e7e0988fccb187f8918ad5015c9f898cbccf33b8e45bf997dfeac016b23d46"
"data/synthetic/v2.3.0/truth/observable_phenotype.csv",211856,"b812d47b32b5c504884ca19e56b68cda436152d7561abcfd88b95d902c5ff99b"
"data/synthetic/v2.3.0/truth/observable_phenotype_estimand_states.csv",156252,"576775880a9b5a4854b305fb229382c7bd322c3ffa9c6b3c20c14e01c1aae5f6"
"data/synthetic/v2.3.0/truth/phenotype_estimand_regions.csv",211856,"b812d47b32b5c504884ca19e56b68cda436152d7561abcfd88b95d902c5ff99b"
"data/synthetic/v2.3.0/truth/phenotype_sensitivity_masks.csv",1596924,"7339e43aa54c593d0c0ab8380f653236f943cbde59145f367da7ab0ac8f79e60"
"data/synthetic/v2.3.0/truth/primary_event_episodes.csv",217886,"88f24749a51797f9439ba9bedf0548cf8b889efeb630110189006f26b590b967"
"data/synthetic/v2.3.0/truth/sample_template_scale_key.csv",4821,"3e64ace25070642de7e03462ec93f91abf17bda89dd1332a840278097f5bf17e"
"data/synthetic/v2.3.0/truth/state_envelopes.csv",184808,"00833fe15fbfcec2ec9b51e1fdc3d07ce16cee278404ae44a742985f615947d0"
"data/synthetic/v2.3.0/truth/strict_mechanism_estimand_episodes.csv",217886,"88f24749a51797f9439ba9bedf0548cf8b889efeb630110189006f26b590b967"
"data/synthetic/v2.3.0/truth/strict_mechanism_estimand_states.csv",184808,"00833fe15fbfcec2ec9b51e1fdc3d07ce16cee278404ae44a742985f615947d0"
"data/synthetic/v2.3.0/truth/tonic_phenotype_evidence.csv",54479,"5ca2bdadfbdb9e313e36e49852a5fd6122085380544a70c1978a403f340853d2"
"data/synthetic/v2.3.0/truth/transition_boundaries.csv",172736,"cf0129727e6d20abbbc0ab4efcb006a1cd707318828c0c63883af582d58cd68c"
"docs/gate-b-v3-2-semantic-overlay-contract.md",4000,"352c7003d68c277ce25ab714d44cc13ec0449f815f7be317086540b9f8ed5bd4"
"docs/gate-b-v3-implementation-and-acceptance-plan.md",25777,"eb944b45becdb80633cf56508463f49a0bd4bb437502b291e55c73ee80536aa5"
"docs/gate-b-v3-normative-data-identity-release-contract.md",140001,"81aa7f48411e774b0b1faa45e19b45f591891bb368d72bfd06401555ee01e8f4"
"docs/multitrack-v2-scientific-contract.md",24660,"3bda2cc29862dd5070845a5027959a4c779e761c1327700d6641fd797912380d"
"docs/provider-adapter-protocol-v1.md",10886,"c1d188f38be2d8fdec4813ed061d6c6b7ef70c3a0fff6bd24d22fda8b152c432"
"docs/provider-adapters-phase-b2.md",23207,"2088eaf5145f6e9f90ea98067936f4827227dc699034d25df625bb001ee60441"
"docs/provider-adjudication-v2-contract.md",3502,"62523137fa3052d2428b277264bc1bdc67f2644c3ff3d780a5306ce89cb2f0da"
"docs/provider-bundle-v1-contract.md",30398,"c925327f020d4964bc6599c616619cb56cda19af60cdbe81ecc018cc0e2c90e1"
"docs/provider-scientific-composer-v1-contract.md",5387,"0f420df2fcfaa9b7c74a99a3f9224bfcc581cabd5af04623c725cb3264b199a9"
"docs/provider-workbench-scoring-v1-contract.md",5144,"55bf0c54caf43b019b13bbd40770fe86082d9713e9a4b79b4c8cd46e988d898c"
"docs/publication-readiness-12-stage-framework.md",5697,"bba41aada7d173337c7c401b8c0cb7d0103c3e5af4a7d94f013e200c67c0a982"
"docs/stpd-provider-review-architecture-plan.md",17446,"bf952c518ff584fdd4730d5629f1c88cada0aa4e6a1a7681e4842367152d93a0"
"docs/tonic-state-repair-validation-2026-08-30.md",8309,"8aab1b36cfbaeffd06de99da1b4d19e8531b05f7450310b3c48bd96f1d87dc16"
"evaluation/README.md",5935,"24b1e5866efd5ce4c2529f5a0a92652621fd0fbe064e42480acaf7a8364dff4b"
"evaluation/algorithms.yml",1745,"5d9e9bbb9a55b8ee4bd3971e19d767bb0073a19f9fe59671e43e8b8e4f6ab20d"
"evaluation/diagnostics/build_interburst_pause_fp_review.R",6585,"8d368949833217a1cb2eac646195d89cdbe2e2c7298a7e989f9b4581932bdea0"
"evaluation/diagnostics/diagnose_pause_and_burst_performance.R",19707,"59d233594c71d8cd811ee60ecc3291992e8d2ee562d62c39645a366c8965cf97"
"evaluation/examples/predicted_events.csv",52,"a17370aeba3ba5dd7ada84cdf6fd3c9b69728683f6c4ae3d745fde95a752c211"
"evaluation/examples/reference_events.csv",52,"cd944a821f8cb0e266ecb2b7ea0505c1c8b8ead323fd73d6c57267f0e85393e7"
"evaluation/method_comparison/README.md",3997,"264eb0fb4ff08d4efeb7f51d5f089bf93b46656ee3001b3f9c939bef8b50f4b6"
"evaluation/method_comparison/build_meanisi_logisi_burst_report.R",5618,"a79c2db55d4b34e6754efcf70ae889c45b01c24aeb4c64baf75a855df50257f3"
"evaluation/method_comparison/build_three_method_agreement_figure.R",6845,"40b43a327d91acabad87f60c210a5469b3db1d6a2abd959291849178a52ab7fe"
"evaluation/method_comparison/build_three_method_burst_accuracy_figure.R",4185,"10a235e8298b28b0b60477240f54829c69e71e25e0b960016ea497ebfdab6633"
"evaluation/method_comparison/run_meanisi_logisi_burst_comparison.R",25040,"93dc1c87a9208292907cbd5125e23e398aa97cc5bee7e5cbb840f4842024247c"
"evaluation/method_comparison/run_three_method_agreement_current.R",19291,"b709eb86795cee4af98bc254b2f6e938a99841de4c584f63e431db4583df5547"
"evaluation/method_comparison/run_three_method_burst_accuracy.R",29423,"91d254472f3f1aa46de91123eb0388b3b06583001badee3ff6ad97c6dbe12b1b"
"evaluation/method_comparison/validate_meanisi_logisi_burst_comparison.R",5248,"84ff367f940cf88993dfedd1899cd586fadde2993bdec4f432a908741b7ec603"
"evaluation/method_comparison/validate_three_method_agreement_current.R",6530,"cbe1ab6f43716713ce465e817dcfe51281d42c3b42604c27a03ff88bb6d78a5c"
"evaluation/method_comparison/validate_three_method_burst_accuracy.R",6604,"fe2cd72f5046b01fb820876f8922ce20283b57058936ccfa84731e41679d5fbf"
"evaluation/performance/README.md",3286,"7d963d4521dd113fb4a62e9b3cc8710dac05c47bcae93cce06d21d9b07ca1dcf"
"evaluation/performance/benchmark_detector_runtime.R",9261,"df7d7a44249af2d13d879f18e0d97523278aa7024bfee754ea95f09df5d55e79"
"evaluation/performance/prepare_public_runtime_input.R",4357,"551f0a6975cd97107a66c7f0263fbbb70dc15b64af5f29f04d16d8f33a7b2d0e"
"evaluation/performance/summarize_three_region_runtime.R",2681,"3fccb3a2a6292ba5b89f5a783239c9b781d06adc4fd24cc5dbc8925104c2c385"
"evaluation/publication_validation/README.md",4046,"edad76fb091971ffc9b1f883b7d057e73f8668e7f6d5528b09e1f18d68bdc1ac"
"evaluation/publication_validation/build_publication_validation_report.R",26146,"0802bb806360cc3cbea855b5b679bbd4853b1ec95534d874512dbc609519b514"
"evaluation/publication_validation/diagnostics/README.md",644,"c7fc9e6860514a1d67813e06b419a80f23ec5dd570d130046cdf05a7209e74fe"
"evaluation/publication_validation/diagnostics/real_tonic_miss_trace/README.md",3161,"293a31ce40bfcae8646612daf3bdaba280eff27395bd22f5edb68f1eb41803e6"
"evaluation/publication_validation/diagnostics/real_tonic_miss_trace/run_trace.R",26118,"f450bfa5923ae574247f643f2e67631f9eabb4adc580013cdd723eb0fb07a377"
"evaluation/publication_validation/diagnostics/tonic_local_core_burden/tonic_local_core_burden.R",8141,"2874273afedbc928d98451e1a52ab0fd102e62c60a2fe35c14a2720625516ecc"
"evaluation/publication_validation/diagnostics/tonic_local_core_burden/tonic_local_core_burden_README.md",2171,"88675fedb147c747a586da2bdb53fd87ed0628528eac846daa961678d77042ee"
"evaluation/publication_validation/diagnostics/tonic_review_mechanism_burden/README.md",940,"22d3106a5788cb456a1c3e50dafb2c8d52ae95037c0c5f97fd73b2906010775a"
"evaluation/publication_validation/diagnostics/tonic_review_mechanism_burden/run_burden.R",5649,"99cb34cd88ca34a0b543d218aa1f77a82a9de0a65b33e3752e9f965d3616c2e5"
"evaluation/publication_validation/publication_validation_helpers.R",67184,"9897c1f2e71c18f60d239759f3b3be7d01367e68f0b658e69f225fff978e627f"
"evaluation/publication_validation/run_multi_region_three_regime_validation.R",19434,"454903a7a3ddc5ef4ba194378d5a20e98f42b9811373dcf99c0497908d62454d"
"evaluation/publication_validation/run_real_leave_group_out_validation.R",23600,"5c0630ef12551319ae1b11f5db991c3c3d035a3c0617d75e5229ee7c9d16f6c1"
"evaluation/publication_validation/run_real_zero_shot_pause_validation.R",6763,"bb7914216211d0a1d5a58679e54bd9acd9dbd162ae84d09adce13228dee3b9ea"
"evaluation/publication_validation/run_simulation_repeated_validation.R",10642,"bb105731a4395fe3878ac0c967d4eb4a1b8ad6837d21f41ff39766666a29e1fb"
"evaluation/publication_validation/summarize_multi_region_three_regime_validation.R",3893,"08c885f6b267528035402d48fe9c0919e5ae6c40f23e1f00e400a2e6e96ef5f3"
"evaluation/publication_validation/write_reproducibility_manifest.R",6725,"46f0770fff179e43d12d37bf8254779eadff304591dee3bb15266f1a6b84f31f"
"evaluation/run_detection_evaluation.R",2937,"0bc4aecd55dd4e22cf1ec456a560b53275aa03698503c049c45532e281c03b73"
"evaluation/run_nested_hfs_review_evaluation.R",19435,"c09257c437715794f0340a6d822d3f66c687eb64bde68707a46d8be5266a9eec"
"evaluation/synthetic_validation/README_v2_validation.md",3908,"b7c98c69278429ac9c7d4020ed9d8fed8fc16efa8670e3a438b85f0d1f348c36"
"evaluation/synthetic_validation/run_v2_stage_a_calibrate.R",6074,"6986bb3a19a72438d1651b872235ede9e0dc27a87e18c31e75502683f21dbac4"
"evaluation/synthetic_validation/run_v2_stage_b_detect.R",6712,"8ecb550a2883d8b66e61c9cc9f6335672cbe35248ee559f53b02a03da19551cc"
"evaluation/synthetic_validation/run_v2_stage_c_score.R",42430,"6f5ae78e0a9b78a664cc5d7676f647cbf8e5586c100d2b302d6049c0f1d72f6c"
