"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_010","Tonic","generic_stress",37.6757028514729,45.975114445808,8.29941159433513,16,15,"shifted_gamma","generic_stress",0.601819782168604,16.243082057219,0.02,0.553294106289009,0.245661257847103,0.298330432906327,0.105079446691917,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.659633568428883,"eligible","pre_frozen_timestamp_evidence_contract_met","S0009",10,1,"development",37.6757028514729,45.975114445808,8.29941159433513,0.601819782168604,0.02,0.553294106289009
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_013","Broad_HFS","none",53.7825062070877,57.5162362902023,3.73373008311457,20,19,"shifted_gamma","irregular",0.183144297106192,1.14032488439698,0.02,0.196512109637609,0.671152660537487,0.828464546482495,0.673593669375427,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",2.8866679737077,1.47393968557633,"none","none",,"not_applicable","not_applicable","S0009",10,1,"development",53.7825062070877,57.5162362902023,3.73373008311457,0.183144297106192,0.02,0.196512109637609
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,5.5580321586223,5.5580321586223,13,12,"shifted_gamma","generic_stress",0.472204856532626,15.703656162601,0.02,0.463169346551858,0.200725245194808,0.230701763031041,0.0646966780657381,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met","S0045",1,0.1,"holdout",0,0.55580321586223,0.55580321586223,0.0472204856532626,0.002,0.0463169346551858
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Tonic","stn_like_empirical",14.52925267474,23.2825333217824,8.7532806470424,17,16,"shifted_gamma","stn_like_empirical",0.548216742239892,66.3078092550859,0.02,0.54708004044015,0.127001047161768,0.18521449987701,0.0361149338884611,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met","S0045",1,0.1,"holdout",1.452925267474,2.32825333217824,0.87532806470424,0.0548216742239893,0.002,0.054708004044015
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_008","Broad_HFS","none",29.491258670929,37.7981029111434,8.30684424021444,33,32,"shifted_gamma","intermediate",0.251008310168982,4.03691189596429,0.02,0.259588882506701,0.48994463192927,0.491189758071782,0.280387638679029,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",5.36178607647922,5.02795576149881,"none","none",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",2.9491258670929,3.77981029111434,0.830684424021444,0.0251008310168982,0.002,0.0259588882506701
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_013","Broad_HFS","none",51.2942374260685,58.0647093863361,6.77047196026759,33,32,"shifted_gamma","irregular",0.261174746137112,1.15119806248695,0.02,0.211577248758362,1.00257938450094,0.936553272626696,0.862580021153594,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",3.5087684319786,2.41805800696065,"none","canonical_pause",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",5.12942374260685,5.80647093863361,0.677047196026759,0.0261174746137112,0.002,0.0211577248758362
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_015","Broad_HFS","none",61.0622565723624,71.885149173853,10.8228926014905,33,32,"shifted_gamma","regular",0.410093127246946,6.38706322945654,0.02,0.338215393796579,0.460117448650957,0.488041025582975,0.269541848543089,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.2479712055874,,"canonical_pause","none",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",6.10622565723624,7.1885149173853,1.08228926014905,0.0410093127246946,0.002,0.0338215393796579
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,5.5580321586223,5.5580321586223,13,12,"shifted_gamma","generic_stress",0.472204856532626,15.703656162601,0.02,0.463169346551858,0.200725245194808,0.230701763031041,0.0646966780657381,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met","S0035",4,0.4,"holdout",0,2.22321286344892,2.22321286344892,0.18888194261305,0.008,0.185267738620743
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Tonic","stn_like_empirical",14.52925267474,23.2825333217824,8.7532806470424,17,16,"shifted_gamma","stn_like_empirical",0.548216742239892,66.3078092550859,0.02,0.54708004044015,0.127001047161768,0.18521449987701,0.0361149338884611,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met","S0035",4,0.4,"holdout",5.81170106989601,9.31301332871297,3.50131225881696,0.219286696895957,0.008,0.21883201617606
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_008","Broad_HFS","none",29.491258670929,37.7981029111434,8.30684424021444,33,32,"shifted_gamma","intermediate",0.251008310168982,4.03691189596429,0.02,0.259588882506701,0.48994463192927,0.491189758071782,0.280387638679029,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",5.36178607647922,5.02795576149881,"none","none",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",11.7965034683716,15.1192411644574,3.32273769608578,0.100403324067593,0.008,0.10383555300268
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_013","Broad_HFS","none",51.2942374260685,58.0647093863361,6.77047196026759,33,32,"shifted_gamma","irregular",0.261174746137112,1.15119806248695,0.02,0.211577248758362,1.00257938450094,0.936553272626696,0.862580021153594,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",3.5087684319786,2.41805800696065,"none","canonical_pause",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",20.5176949704274,23.2258837545344,2.70818878410703,0.104469898454845,0.008,0.0846308995033448
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_015","Broad_HFS","none",61.0622565723624,71.885149173853,10.8228926014905,33,32,"shifted_gamma","regular",0.410093127246946,6.38706322945654,0.02,0.338215393796579,0.460117448650957,0.488041025582975,0.269541848543089,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.2479712055874,,"canonical_pause","none",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",24.424902628945,28.7540596695412,4.32915704059621,0.164037250898778,0.008,0.135286157518632
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,5.5580321586223,5.5580321586223,13,12,"shifted_gamma","generic_stress",0.472204856532626,15.703656162601,0.02,0.463169346551858,0.200725245194808,0.230701763031041,0.0646966780657381,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met","S0004",10,1,"holdout",0,5.5580321586223,5.5580321586223,0.472204856532626,0.02,0.463169346551858
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Tonic","stn_like_empirical",14.52925267474,23.2825333217824,8.7532806470424,17,16,"shifted_gamma","stn_like_empirical",0.548216742239892,66.3078092550859,0.02,0.54708004044015,0.127001047161768,0.18521449987701,0.0361149338884611,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met","S0004",10,1,"holdout",14.52925267474,23.2825333217824,8.7532806470424,0.548216742239892,0.02,0.54708004044015
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_008","Broad_HFS","none",29.491258670929,37.7981029111434,8.30684424021444,33,32,"shifted_gamma","intermediate",0.251008310168982,4.03691189596429,0.02,0.259588882506701,0.48994463192927,0.491189758071782,0.280387638679029,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",5.36178607647922,5.02795576149881,"none","none",,"not_applicable","not_applicable","S0004",10,1,"holdout",29.491258670929,37.7981029111434,8.30684424021444,0.251008310168982,0.02,0.259588882506701
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_013","Broad_HFS","none",51.2942374260685,58.0647093863361,6.77047196026759,33,32,"shifted_gamma","irregular",0.261174746137112,1.15119806248695,0.02,0.211577248758362,1.00257938450094,0.936553272626696,0.862580021153594,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",3.5087684319786,2.41805800696065,"none","canonical_pause",,"not_applicable","not_applicable","S0004",10,1,"holdout",51.2942374260685,58.0647093863361,6.77047196026759,0.261174746137112,0.02,0.211577248758362
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_015","Broad_HFS","none",61.0622565723624,71.885149173853,10.8228926014905,33,32,"shifted_gamma","regular",0.410093127246946,6.38706322945654,0.02,0.338215393796579,0.460117448650957,0.488041025582975,0.269541848543089,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.2479712055874,,"canonical_pause","none",,"not_applicable","not_applicable","S0004",10,1,"holdout",61.0622565723624,71.885149173853,10.8228926014905,0.410093127246946,0.02,0.338215393796579
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,5.40619264756919,5.40619264756919,12,11,"shifted_gamma","stn_like_empirical",0.540506728016771,48.5858643474057,0.02,0.491472058869926,0.1164957154219,0.168670140652188,0.0279578917240534,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met","S0059",1,0.1,"holdout",0,0.540619264756919,0.540619264756919,0.0540506728016771,0.002,0.0491472058869926
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_002","Broad_HFS","none",5.40619264756919,13.5556965904297,8.14950394286054,22,21,"shifted_gamma","intermediate",0.359877390377223,4.91885793381371,0.02,0.388071616326692,0.507576517973306,0.502735939296204,0.265132395113546,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.70148732672041,1.911710347063,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",0.540619264756919,1.35556965904297,0.814950394286054,0.0359877390377224,0.002,0.0388071616326692
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",21.0287496974147,25.9580523885842,4.92930269116955,22,21,"shifted_gamma","regular",0.21738961908035,9.20059766666964,0.02,0.234728699579502,0.370311837297031,0.424032006536124,0.18418032136969,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.88399039924604,3.49413273864234,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",2.10287496974147,2.59580523885842,0.492930269116955,0.021738961908035,0.002,0.0234728699579502
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_006","Tonic","generic_stress",25.9580523885842,37.4832283609329,11.5251759723486,17,16,"shifted_gamma","generic_stress",0.738278695493937,23.7661685943604,0.02,0.72032349827179,0.181216178246577,0.191038121020048,0.0422813046044531,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met","S0059",1,0.1,"holdout",2.59580523885842,3.74832283609329,1.15251759723486,0.0738278695493937,0.002,0.072032349827179
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_017","Broad_HFS","none",56.164823298035,64.2233646952107,8.05854139717572,35,34,"shifted_gamma","irregular",0.336667677313089,1.25621304432862,0.02,0.237015923446345,0.617183393153649,0.538712208726695,0.353331320118623,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",2.05288785834237,,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",5.6164823298035,6.42233646952107,0.805854139717572,0.0336667677313089,0.002,0.0237015923446345
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,5.40619264756919,5.40619264756919,12,11,"shifted_gamma","stn_like_empirical",0.540506728016771,48.5858643474057,0.02,0.491472058869926,0.1164957154219,0.168670140652188,0.0279578917240534,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met","S0041",4,0.4,"holdout",0,2.16247705902767,2.16247705902767,0.216202691206709,0.008,0.19658882354797
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_002","Broad_HFS","none",5.40619264756919,13.5556965904297,8.14950394286054,22,21,"shifted_gamma","intermediate",0.359877390377223,4.91885793381371,0.02,0.388071616326692,0.507576517973306,0.502735939296204,0.265132395113546,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.70148732672041,1.911710347063,"none","none",,"not_applicable","not_applicable","S0041",4,0.4,"holdout",2.16247705902767,5.42227863617189,3.25980157714422,0.143950956150889,0.008,0.155228646530677
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",21.0287496974147,25.9580523885842,4.92930269116955,22,21,"shifted_gamma","regular",0.21738961908035,9.20059766666964,0.02,0.234728699579502,0.370311837297031,0.424032006536124,0.18418032136969,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.88399039924604,3.49413273864234,"none","none",,"not_applicable","not_applicable","S0041",4,0.4,"holdout",8.41149987896587,10.3832209554337,1.97172107646782,0.0869558476321399,0.008,0.0938914798318009
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_006","Tonic","generic_stress",25.9580523885842,37.4832283609329,11.5251759723486,17,16,"shifted_gamma","generic_stress",0.738278695493937,23.7661685943604,0.02,0.72032349827179,0.181216178246577,0.191038121020048,0.0422813046044531,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met","S0041",4,0.4,"holdout",10.3832209554337,14.9932913443731,4.61007038893946,0.295311478197575,0.008,0.288129399308716
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_017","Broad_HFS","none",56.164823298035,64.2233646952107,8.05854139717572,35,34,"shifted_gamma","irregular",0.336667677313089,1.25621304432862,0.02,0.237015923446345,0.617183393153649,0.538712208726695,0.353331320118623,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",2.05288785834237,,"none","none",,"not_applicable","not_applicable","S0041",4,0.4,"holdout",22.465929319214,25.6893458780843,3.22341655887029,0.134667070925236,0.008,0.0948063693785379
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,5.40619264756919,5.40619264756919,12,11,"shifted_gamma","stn_like_empirical",0.540506728016771,48.5858643474057,0.02,0.491472058869926,0.1164957154219,0.168670140652188,0.0279578917240534,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met","S0043",10,1,"holdout",0,5.40619264756919,5.40619264756919,0.540506728016771,0.02,0.491472058869926
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_002","Broad_HFS","none",5.40619264756919,13.5556965904297,8.14950394286054,22,21,"shifted_gamma","intermediate",0.359877390377223,4.91885793381371,0.02,0.388071616326692,0.507576517973306,0.502735939296204,0.265132395113546,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.70148732672041,1.911710347063,"none","none",,"not_applicable","not_applicable","S0043",10,1,"holdout",5.40619264756919,13.5556965904297,8.14950394286054,0.359877390377223,0.02,0.388071616326692
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",21.0287496974147,25.9580523885842,4.92930269116955,22,21,"shifted_gamma","regular",0.21738961908035,9.20059766666964,0.02,0.234728699579502,0.370311837297031,0.424032006536124,0.18418032136969,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.88399039924604,3.49413273864234,"none","none",,"not_applicable","not_applicable","S0043",10,1,"holdout",21.0287496974147,25.9580523885842,4.92930269116955,0.21738961908035,0.02,0.234728699579502
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_006","Tonic","generic_stress",25.9580523885842,37.4832283609329,11.5251759723486,17,16,"shifted_gamma","generic_stress",0.738278695493937,23.7661685943604,0.02,0.72032349827179,0.181216178246577,0.191038121020048,0.0422813046044531,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met","S0043",10,1,"holdout",25.9580523885842,37.4832283609329,11.5251759723486,0.738278695493937,0.02,0.72032349827179
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_017","Broad_HFS","none",56.164823298035,64.2233646952107,8.05854139717572,35,34,"shifted_gamma","irregular",0.336667677313089,1.25621304432862,0.02,0.237015923446345,0.617183393153649,0.538712208726695,0.353331320118623,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",2.05288785834237,,"none","none",,"not_applicable","not_applicable","S0043",10,1,"holdout",56.164823298035,64.2233646952107,8.05854139717572,0.336667677313089,0.02,0.237015923446345
"TPL_008","TPL_008_STATE_001","TPL_008_RUN_001","Tonic","stn_like_empirical",0,5.86464570698215,5.86464570698215,14,13,"shifted_gamma","stn_like_empirical",0.463158172927797,51.516428636387,0.02,0.451126592844781,0.080285693555587,0.106540870572402,0.0128623958703376,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met","S0026",1,0.1,"holdout",0,0.586464570698215,0.586464570698215,0.0463158172927797,0.002,0.0451126592844781
"TPL_008","TPL_008_STATE_002","TPL_008_RUN_009","Broad_HFS","none",20.9928238329083,31.8905655876459,10.8977417547375,35,34,"shifted_gamma","intermediate",0.385615973863751,4.00158258541487,0.02,0.32052181631581,0.66380387656899,0.597926015861415,0.362713775354505,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","ambiguous_or_edge","ambiguous","hard_cut_canonical_pause",1.17607434939438,1.8637988850125,"none","canonical_pause",,"not_applicable","not_applicable","S0026",1,0.1,"holdout",2.09928238329083,3.18905655876459,1.08977417547375,0.0385615973863751,0.002,0.032052181631581
"TPL_008","TPL_008_STATE_003","TPL_008_RUN_011","Broad_HFS","none",36.6662322449223,42.2299033255372,5.56367108061483,33,32,"shifted_gamma","irregular",0.198922318909317,1.18366587697528,0.02,0.173864721269213,0.933479222735528,0.87735706567233,0.784668690879551,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",2.47440955413018,11.2367947589256,"canonical_pause","none",,"not_applicable","not_applicable","S0026",1,0.1,"holdout",3.66662322449223,4.22299033255372,0.556367108061483,0.0198922318909317,0.002,0.0173864721269213
"TPL_008","TPL_008_STATE_004","TPL_008_RUN_012","Tonic","generic_stress",42.2299033255372,50.109121192116,7.87921786657883,16,15,"shifted_gamma","generic_stress",0.537143110777251,19.4097309610806,0.02,0.525281191105256,0.23540641791203,0.226870246512506,0.064624519796312,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met","S0026",1,0.1,"holdout",4.22299033255372,5.0109121192116,0.787921786657883,0.0537143110777251,0.002,0.0525281191105256
"TPL_008","TPL_008_STATE_005","TPL_008_RUN_014","Broad_HFS","none",55.0620748309974,64.7728878324388,9.71081300144137,30,29,"shifted_gamma","regular",0.345568977603689,7.52614120719954,0.02,0.334855620739357,0.288214245714148,0.303895969828895,0.0988603296373183,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",6.12555635643343,1.16335862313822,"none","none",,"not_applicable","not_applicable","S0026",1,0.1,"holdout",5.50620748309974,6.47728878324388,0.971081300144137,0.0345568977603689,0.002,0.0334855620739357
"TPL_008","TPL_008_STATE_001","TPL_008_RUN_001","Tonic","stn_like_empirical",0,5.86464570698215,5.86464570698215,14,13,"shifted_gamma","stn_like_empirical",0.463158172927797,51.516428636387,0.02,0.451126592844781,0.080285693555587,0.106540870572402,0.0128623958703376,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met","S0001",4,0.4,"holdout",0,2.34585828279286,2.34585828279286,0.185263269171119,0.008,0.180450637137912
"TPL_008","TPL_008_STATE_002","TPL_008_RUN_009","Broad_HFS","none",20.9928238329083,31.8905655876459,10.8977417547375,35,34,"shifted_gamma","intermediate",0.385615973863751,4.00158258541487,0.02,0.32052181631581,0.66380387656899,0.597926015861415,0.362713775354505,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","ambiguous_or_edge","ambiguous","hard_cut_canonical_pause",1.17607434939438,1.8637988850125,"none","canonical_pause",,"not_applicable","not_applicable","S0001",4,0.4,"holdout",8.39712953316334,12.7562262350584,4.35909670189502,0.1542463895455,0.008,0.128208726526324
"TPL_008","TPL_008_STATE_003","TPL_008_RUN_011","Broad_HFS","none",36.6662322449223,42.2299033255372,5.56367108061483,33,32,"shifted_gamma","irregular",0.198922318909317,1.18366587697528,0.02,0.173864721269213,0.933479222735528,0.87735706567233,0.784668690879551,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",2.47440955413018,11.2367947589256,"canonical_pause","none",,"not_applicable","not_applicable","S0001",4,0.4,"holdout",14.6664928979689,16.8919613302149,2.22546843224593,0.0795689275637269,0.008,0.0695458885076854
"TPL_008","TPL_008_STATE_004","TPL_008_RUN_012","Tonic","generic_stress",42.2299033255372,50.109121192116,7.87921786657883,16,15,"shifted_gamma","generic_stress",0.537143110777251,19.4097309610806,0.02,0.525281191105256,0.23540641791203,0.226870246512506,0.064624519796312,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met","S0001",4,0.4,"holdout",16.8919613302149,20.0436484768464,3.15168714663153,0.214857244310901,0.008,0.210112476442102
"TPL_008","TPL_008_STATE_005","TPL_008_RUN_014","Broad_HFS","none",55.0620748309974,64.7728878324388,9.71081300144137,30,29,"shifted_gamma","regular",0.345568977603689,7.52614120719954,0.02,0.334855620739357,0.288214245714148,0.303895969828895,0.0988603296373183,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",6.12555635643343,1.16335862313822,"none","none",,"not_applicable","not_applicable","S0001",4,0.4,"holdout",22.024829932399,25.9091551329755,3.88432520057655,0.138227591041476,0.008,0.133942248295743
"TPL_008","TPL_008_STATE_001","TPL_008_RUN_001","Tonic","stn_like_empirical",0,5.86464570698215,5.86464570698215,14,13,"shifted_gamma","stn_like_empirical",0.463158172927797,51.516428636387,0.02,0.451126592844781,0.080285693555587,0.106540870572402,0.0128623958703376,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met","S0054",10,1,"holdout",0,5.86464570698215,5.86464570698215,0.463158172927797,0.02,0.451126592844781
"TPL_008","TPL_008_STATE_002","TPL_008_RUN_009","Broad_HFS","none",20.9928238329083,31.8905655876459,10.8977417547375,35,34,"shifted_gamma","intermediate",0.385615973863751,4.00158258541487,0.02,0.32052181631581,0.66380387656899,0.597926015861415,0.362713775354505,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","ambiguous_or_edge","ambiguous","hard_cut_canonical_pause",1.17607434939438,1.8637988850125,"none","canonical_pause",,"not_applicable","not_applicable","S0054",10,1,"holdout",20.9928238329083,31.8905655876459,10.8977417547375,0.385615973863751,0.02,0.32052181631581
"TPL_008","TPL_008_STATE_003","TPL_008_RUN_011","Broad_HFS","none",36.6662322449223,42.2299033255372,5.56367108061483,33,32,"shifted_gamma","irregular",0.198922318909317,1.18366587697528,0.02,0.173864721269213,0.933479222735528,0.87735706567233,0.784668690879551,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",2.47440955413018,11.2367947589256,"canonical_pause","none",,"not_applicable","not_applicable","S0054",10,1,"holdout",36.6662322449223,42.2299033255372,5.56367108061483,0.198922318909317,0.02,0.173864721269213
