"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_004","TPL_004_STATE_004","TPL_004_RUN_010","Tonic","generic_stress",26.9786898147968,37.8543939744818,10.8757041596849,13,12,"shifted_gamma","generic_stress",0.962944789219182,20.7475017970428,0.02,0.906308679973746,0.23309366796594,0.305929367589832,0.0870756368655039,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met","S0011",1,0.1,"development",2.69786898147968,3.78543939744818,1.08757041596849,0.0962944789219182,0.002,0.0906308679973746
"TPL_004","TPL_004_STATE_005","TPL_004_RUN_012","Tonic","stn_like_empirical",38.1331452203039,44.4831906735202,6.35004545321631,17,16,"shifted_gamma","stn_like_empirical",0.393499551899731,69.4891977496445,0.02,0.396877840826019,0.138677652876745,0.147000796861458,0.0280061695701166,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met","S0011",1,0.1,"development",3.81331452203039,4.44831906735202,0.635004545321631,0.0393499551899731,0.002,0.0396877840826019
"TPL_004","TPL_004_STATE_001","TPL_004_RUN_001","Broad_HFS","none",0,6.62192629420036,6.62192629420036,32,31,"shifted_gamma","intermediate",0.231768544204533,4.49061668911017,0.02,0.213610525619366,0.428848913014577,0.422869886378326,0.231670532574018,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.7540156892501,"none","none",,"not_applicable","not_applicable","S0014",4,0.4,"development",0,2.64877051768014,2.64877051768014,0.0927074176818132,0.008,0.0854442102477466
"TPL_004","TPL_004_STATE_002","TPL_004_RUN_003","Broad_HFS","none",6.98518688720264,12.1743442402968,5.18915735309416,33,32,"shifted_gamma","irregular",0.186159042320214,1.66548333247192,0.02,0.162161167284193,0.74823584800266,0.584989153476115,0.38879297212749,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.985458973444506,1.41449686802625,"none","none",,"not_applicable","not_applicable","S0014",4,0.4,"development",2.79407475488105,4.86973769611872,2.07566294123767,0.0744636169280857,0.008,0.064864466913677
"TPL_004","TPL_004_STATE_003","TPL_004_RUN_005","Broad_HFS","none",15.283865708653,23.338562647794,8.05469693914097,35,34,"shifted_gamma","regular",0.276248300266452,9.11294553056359,0.02,0.236902851151205,0.523976143604666,0.379132714342725,0.167081247595157,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",1.05448931235121,0.516983096043703,"none","none",,"not_applicable","not_applicable","S0014",4,0.4,"development",6.11354628346122,9.33542505911761,3.22187877565639,0.110499320106581,0.008,0.094761140460482
"TPL_004","TPL_004_STATE_004","TPL_004_RUN_010","Tonic","generic_stress",26.9786898147968,37.8543939744818,10.8757041596849,13,12,"shifted_gamma","generic_stress",0.962944789219182,20.7475017970428,0.02,0.906308679973746,0.23309366796594,0.305929367589832,0.0870756368655039,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met","S0014",4,0.4,"development",10.7914759259187,15.1417575897927,4.35028166387398,0.385177915687673,0.008,0.362523471989498
"TPL_004","TPL_004_STATE_005","TPL_004_RUN_012","Tonic","stn_like_empirical",38.1331452203039,44.4831906735202,6.35004545321631,17,16,"shifted_gamma","stn_like_empirical",0.393499551899731,69.4891977496445,0.02,0.396877840826019,0.138677652876745,0.147000796861458,0.0280061695701166,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met","S0014",4,0.4,"development",15.2532580881215,17.7932762694081,2.54001818128652,0.157399820759892,0.008,0.158751136330408
"TPL_004","TPL_004_STATE_001","TPL_004_RUN_001","Broad_HFS","none",0,6.62192629420036,6.62192629420036,32,31,"shifted_gamma","intermediate",0.231768544204533,4.49061668911017,0.02,0.213610525619366,0.428848913014577,0.422869886378326,0.231670532574018,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.7540156892501,"none","none",,"not_applicable","not_applicable","S0055",10,1,"development",0,6.62192629420036,6.62192629420036,0.231768544204533,0.02,0.213610525619366
"TPL_004","TPL_004_STATE_002","TPL_004_RUN_003","Broad_HFS","none",6.98518688720264,12.1743442402968,5.18915735309416,33,32,"shifted_gamma","irregular",0.186159042320214,1.66548333247192,0.02,0.162161167284193,0.74823584800266,0.584989153476115,0.38879297212749,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.985458973444506,1.41449686802625,"none","none",,"not_applicable","not_applicable","S0055",10,1,"development",6.98518688720264,12.1743442402968,5.18915735309416,0.186159042320214,0.02,0.162161167284193
"TPL_004","TPL_004_STATE_003","TPL_004_RUN_005","Broad_HFS","none",15.283865708653,23.338562647794,8.05469693914097,35,34,"shifted_gamma","regular",0.276248300266452,9.11294553056359,0.02,0.236902851151205,0.523976143604666,0.379132714342725,0.167081247595157,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",1.05448931235121,0.516983096043703,"none","none",,"not_applicable","not_applicable","S0055",10,1,"development",15.283865708653,23.338562647794,8.05469693914097,0.276248300266452,0.02,0.236902851151205
"TPL_004","TPL_004_STATE_004","TPL_004_RUN_010","Tonic","generic_stress",26.9786898147968,37.8543939744818,10.8757041596849,13,12,"shifted_gamma","generic_stress",0.962944789219182,20.7475017970428,0.02,0.906308679973746,0.23309366796594,0.305929367589832,0.0870756368655039,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met","S0055",10,1,"development",26.9786898147968,37.8543939744818,10.8757041596849,0.962944789219182,0.02,0.906308679973746
"TPL_004","TPL_004_STATE_005","TPL_004_RUN_012","Tonic","stn_like_empirical",38.1331452203039,44.4831906735202,6.35004545321631,17,16,"shifted_gamma","stn_like_empirical",0.393499551899731,69.4891977496445,0.02,0.396877840826019,0.138677652876745,0.147000796861458,0.0280061695701166,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met","S0055",10,1,"development",38.1331452203039,44.4831906735202,6.35004545321631,0.393499551899731,0.02,0.396877840826019
"TPL_005","TPL_005_STATE_001","TPL_005_RUN_001","Broad_HFS","none",0,8.27039491984443,8.27039491984443,35,34,"shifted_gamma","regular",0.273705869824626,9.07314647734165,0.02,0.243246909407189,0.401896887528539,0.309716205012081,0.149646438218179,TRUE,"moderate","not_applicable","none","ambiguous_or_edge","recording_edge_unobservable","clear",,1.98849658158131,"none","none",,"not_applicable","not_applicable","S0028",1,0.1,"development",0,0.827039491984443,0.827039491984443,0.0273705869824626,0.002,0.0243246909407189
"TPL_005","TPL_005_STATE_002","TPL_005_RUN_003","Tonic","stn_like_empirical",13.012704919031,20.1192166680439,7.1065117490129,18,17,"shifted_gamma","stn_like_empirical",0.423789571970701,28.527313657105,0.02,0.418030102883112,0.161587073355723,0.171315777771708,0.0326301415618384,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met","S0028",1,0.1,"development",1.3012704919031,2.01192166680439,0.71065117490129,0.0423789571970701,0.002,0.0418030102883112
"TPL_005","TPL_005_STATE_003","TPL_005_RUN_005","Broad_HFS","none",21.5312702062118,26.2236820108426,4.69241180463079,33,32,"shifted_gamma","intermediate",0.180210168296471,4.24431370515376,0.02,0.146637868894712,0.438318740255164,0.417811657768465,0.199853697205035,TRUE,"strong","not_applicable","none","clear_or_hard_cut","clear","clear",2.23456250335803,5.73525034544291,"none","none",,"not_applicable","not_applicable","S0028",1,0.1,"development",2.15312702062118,2.62236820108426,0.469241180463079,0.0180210168296471,0.002,0.0146637868894712
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_006","Tonic","generic_stress",26.2236820108426,39.6014610352917,13.3777790244491,16,15,"shifted_gamma","generic_stress",0.931895986467134,21.1444977493957,0.02,0.891851934963273,0.18906614459253,0.200435058938591,0.0450949611007751,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met","S0028",1,0.1,"development",2.62236820108426,3.96014610352917,1.33777790244491,0.0931895986467134,0.002,0.0891851934963273
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_009","Broad_HFS","none",44.8920035915922,48.7079845931595,3.81598100156737,22,21,"shifted_gamma","irregular",0.191800692267716,1.37340104968753,0.02,0.181713381027017,0.715024414231937,0.834384892212706,0.788782089433001,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.928626199683786,10.4892643964447,"none","none",,"not_applicable","not_applicable","S0028",1,0.1,"development",4.48920035915922,4.87079845931595,0.381598100156737,0.0191800692267716,0.002,0.0181713381027017
"TPL_005","TPL_005_STATE_001","TPL_005_RUN_001","Broad_HFS","none",0,8.27039491984443,8.27039491984443,35,34,"shifted_gamma","regular",0.273705869824626,9.07314647734165,0.02,0.243246909407189,0.401896887528539,0.309716205012081,0.149646438218179,TRUE,"moderate","not_applicable","none","ambiguous_or_edge","recording_edge_unobservable","clear",,1.98849658158131,"none","none",,"not_applicable","not_applicable","S0052",4,0.4,"development",0,3.30815796793777,3.30815796793777,0.10948234792985,0.008,0.0972987637628756
"TPL_005","TPL_005_STATE_002","TPL_005_RUN_003","Tonic","stn_like_empirical",13.012704919031,20.1192166680439,7.1065117490129,18,17,"shifted_gamma","stn_like_empirical",0.423789571970701,28.527313657105,0.02,0.418030102883112,0.161587073355723,0.171315777771708,0.0326301415618384,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met","S0052",4,0.4,"development",5.20508196761239,8.04768666721755,2.84260469960516,0.16951582878828,0.008,0.167212041153245
"TPL_005","TPL_005_STATE_003","TPL_005_RUN_005","Broad_HFS","none",21.5312702062118,26.2236820108426,4.69241180463079,33,32,"shifted_gamma","intermediate",0.180210168296471,4.24431370515376,0.02,0.146637868894712,0.438318740255164,0.417811657768465,0.199853697205035,TRUE,"strong","not_applicable","none","clear_or_hard_cut","clear","clear",2.23456250335803,5.73525034544291,"none","none",,"not_applicable","not_applicable","S0052",4,0.4,"development",8.61250808248473,10.489472804337,1.87696472185232,0.0720840673185885,0.008,0.0586551475578849
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_006","Tonic","generic_stress",26.2236820108426,39.6014610352917,13.3777790244491,16,15,"shifted_gamma","generic_stress",0.931895986467134,21.1444977493957,0.02,0.891851934963273,0.18906614459253,0.200435058938591,0.0450949611007751,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met","S0052",4,0.4,"development",10.489472804337,15.8405844141167,5.35111160977964,0.372758394586854,0.008,0.356740773985309
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_009","Broad_HFS","none",44.8920035915922,48.7079845931595,3.81598100156737,22,21,"shifted_gamma","irregular",0.191800692267716,1.37340104968753,0.02,0.181713381027017,0.715024414231937,0.834384892212706,0.788782089433001,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.928626199683786,10.4892643964447,"none","none",,"not_applicable","not_applicable","S0052",4,0.4,"development",17.9568014366369,19.4831938372638,1.52639240062695,0.0767202769070864,0.008,0.0726853524108069
"TPL_005","TPL_005_STATE_001","TPL_005_RUN_001","Broad_HFS","none",0,8.27039491984443,8.27039491984443,35,34,"shifted_gamma","regular",0.273705869824626,9.07314647734165,0.02,0.243246909407189,0.401896887528539,0.309716205012081,0.149646438218179,TRUE,"moderate","not_applicable","none","ambiguous_or_edge","recording_edge_unobservable","clear",,1.98849658158131,"none","none",,"not_applicable","not_applicable","S0009",10,1,"development",0,8.27039491984443,8.27039491984443,0.273705869824626,0.02,0.243246909407189
"TPL_005","TPL_005_STATE_002","TPL_005_RUN_003","Tonic","stn_like_empirical",13.012704919031,20.1192166680439,7.1065117490129,18,17,"shifted_gamma","stn_like_empirical",0.423789571970701,28.527313657105,0.02,0.418030102883112,0.161587073355723,0.171315777771708,0.0326301415618384,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met","S0009",10,1,"development",13.012704919031,20.1192166680439,7.1065117490129,0.423789571970701,0.02,0.418030102883112
"TPL_005","TPL_005_STATE_003","TPL_005_RUN_005","Broad_HFS","none",21.5312702062118,26.2236820108426,4.69241180463079,33,32,"shifted_gamma","intermediate",0.180210168296471,4.24431370515376,0.02,0.146637868894712,0.438318740255164,0.417811657768465,0.199853697205035,TRUE,"strong","not_applicable","none","clear_or_hard_cut","clear","clear",2.23456250335803,5.73525034544291,"none","none",,"not_applicable","not_applicable","S0009",10,1,"development",21.5312702062118,26.2236820108426,4.69241180463079,0.180210168296471,0.02,0.146637868894712
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_006","Tonic","generic_stress",26.2236820108426,39.6014610352917,13.3777790244491,16,15,"shifted_gamma","generic_stress",0.931895986467134,21.1444977493957,0.02,0.891851934963273,0.18906614459253,0.200435058938591,0.0450949611007751,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met","S0009",10,1,"development",26.2236820108426,39.6014610352917,13.3777790244491,0.931895986467134,0.02,0.891851934963273
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_009","Broad_HFS","none",44.8920035915922,48.7079845931595,3.81598100156737,22,21,"shifted_gamma","irregular",0.191800692267716,1.37340104968753,0.02,0.181713381027017,0.715024414231937,0.834384892212706,0.788782089433001,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.928626199683786,10.4892643964447,"none","none",,"not_applicable","not_applicable","S0009",10,1,"development",44.8920035915922,48.7079845931595,3.81598100156737,0.191800692267716,0.02,0.181713381027017
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,10.1609027138614,10.1609027138614,13,12,"shifted_gamma","generic_stress",0.862538532866165,26.2641016901471,0.02,0.846741892821784,0.211168662277351,0.172973016234811,0.0403415635996816,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met","S0045",1,0.1,"holdout",0,1.01609027138614,1.01609027138614,0.0862538532866165,0.002,0.0846741892821784
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Broad_HFS","none",16.5182538495004,22.0617875073584,5.54353365785796,35,34,"shifted_gamma","irregular",0.201017327066511,1.48720289440826,0.02,0.163045107584058,0.757931998394246,0.752925559090173,0.600413581036206,TRUE,"weak","not_applicable","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",4.70084850887233,1.403252709656,"none","canonical_pause",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",1.65182538495004,2.20617875073584,0.554353365785796,0.0201017327066511,0.002,0.0163045107584058
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_006","Broad_HFS","none",26.490966838227,35.1196330799596,8.62866624173257,35,34,"shifted_gamma","regular",0.297733808304183,6.08716610865667,0.02,0.253784301227429,0.537607860052071,0.365666024715011,0.156047188695182,TRUE,"strong","not_applicable","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.16106133596266,1.37176751952218,"canonical_pause","none",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",2.6490966838227,3.51196330799596,0.862866624173257,0.0297733808304183,0.002,0.0253784301227429
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_008","Broad_HFS","none",36.1043225170845,44.2850632930887,8.18074077600421,30,29,"shifted_gamma","intermediate",0.290601500542834,4.46764557654969,0.02,0.282094509517387,0.358957157093343,0.368839829645446,0.188569108838086,FALSE,"none","not_applicable","none","ambiguous_or_edge","clear","ambiguous",1.61830425910745,1.31395590500644,"none","none",,"not_applicable","not_applicable","S0045",1,0.1,"holdout",3.61043225170845,4.42850632930887,0.818074077600421,0.0290601500542834,0.002,0.0282094509517387
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_013","Tonic","stn_like_empirical",46.7042392636379,52.7639212755619,6.05968201192395,12,11,"shifted_gamma","stn_like_empirical",0.528682711394504,48.619833253324,0.02,0.550880182902178,0.148972977642964,0.199231022972147,0.0400236977975531,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met","S0045",1,0.1,"holdout",4.6704239263638,5.27639212755619,0.605968201192395,0.0528682711394504,0.002,0.0550880182902178
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,10.1609027138614,10.1609027138614,13,12,"shifted_gamma","generic_stress",0.862538532866165,26.2641016901471,0.02,0.846741892821784,0.211168662277351,0.172973016234811,0.0403415635996816,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met","S0035",4,0.4,"holdout",0,4.06436108554456,4.06436108554456,0.345015413146466,0.008,0.338696757128713
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Broad_HFS","none",16.5182538495004,22.0617875073584,5.54353365785796,35,34,"shifted_gamma","irregular",0.201017327066511,1.48720289440826,0.02,0.163045107584058,0.757931998394246,0.752925559090173,0.600413581036206,TRUE,"weak","not_applicable","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",4.70084850887233,1.403252709656,"none","canonical_pause",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",6.60730153980017,8.82471500294335,2.21741346314318,0.0804069308266044,0.008,0.065218043033623
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_006","Broad_HFS","none",26.490966838227,35.1196330799596,8.62866624173257,35,34,"shifted_gamma","regular",0.297733808304183,6.08716610865667,0.02,0.253784301227429,0.537607860052071,0.365666024715011,0.156047188695182,TRUE,"strong","not_applicable","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.16106133596266,1.37176751952218,"canonical_pause","none",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",10.5963867352908,14.0478532319838,3.45146649669303,0.119093523321673,0.008,0.101513720490971
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_008","Broad_HFS","none",36.1043225170845,44.2850632930887,8.18074077600421,30,29,"shifted_gamma","intermediate",0.290601500542834,4.46764557654969,0.02,0.282094509517387,0.358957157093343,0.368839829645446,0.188569108838086,FALSE,"none","not_applicable","none","ambiguous_or_edge","clear","ambiguous",1.61830425910745,1.31395590500644,"none","none",,"not_applicable","not_applicable","S0035",4,0.4,"holdout",14.4417290068338,17.7140253172355,3.27229631040168,0.116240600217134,0.008,0.112837803806955
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_013","Tonic","stn_like_empirical",46.7042392636379,52.7639212755619,6.05968201192395,12,11,"shifted_gamma","stn_like_empirical",0.528682711394504,48.619833253324,0.02,0.550880182902178,0.148972977642964,0.199231022972147,0.0400236977975531,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met","S0035",4,0.4,"holdout",18.6816957054552,21.1055685102248,2.42387280476958,0.211473084557802,0.008,0.220352073160871
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,10.1609027138614,10.1609027138614,13,12,"shifted_gamma","generic_stress",0.862538532866165,26.2641016901471,0.02,0.846741892821784,0.211168662277351,0.172973016234811,0.0403415635996816,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met","S0004",10,1,"holdout",0,10.1609027138614,10.1609027138614,0.862538532866165,0.02,0.846741892821784
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Broad_HFS","none",16.5182538495004,22.0617875073584,5.54353365785796,35,34,"shifted_gamma","irregular",0.201017327066511,1.48720289440826,0.02,0.163045107584058,0.757931998394246,0.752925559090173,0.600413581036206,TRUE,"weak","not_applicable","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",4.70084850887233,1.403252709656,"none","canonical_pause",,"not_applicable","not_applicable","S0004",10,1,"holdout",16.5182538495004,22.0617875073584,5.54353365785796,0.201017327066511,0.02,0.163045107584058
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_006","Broad_HFS","none",26.490966838227,35.1196330799596,8.62866624173257,35,34,"shifted_gamma","regular",0.297733808304183,6.08716610865667,0.02,0.253784301227429,0.537607860052071,0.365666024715011,0.156047188695182,TRUE,"strong","not_applicable","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.16106133596266,1.37176751952218,"canonical_pause","none",,"not_applicable","not_applicable","S0004",10,1,"holdout",26.490966838227,35.1196330799596,8.62866624173257,0.297733808304183,0.02,0.253784301227429
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_008","Broad_HFS","none",36.1043225170845,44.2850632930887,8.18074077600421,30,29,"shifted_gamma","intermediate",0.290601500542834,4.46764557654969,0.02,0.282094509517387,0.358957157093343,0.368839829645446,0.188569108838086,FALSE,"none","not_applicable","none","ambiguous_or_edge","clear","ambiguous",1.61830425910745,1.31395590500644,"none","none",,"not_applicable","not_applicable","S0004",10,1,"holdout",36.1043225170845,44.2850632930887,8.18074077600421,0.290601500542834,0.02,0.282094509517387
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_013","Tonic","stn_like_empirical",46.7042392636379,52.7639212755619,6.05968201192395,12,11,"shifted_gamma","stn_like_empirical",0.528682711394504,48.619833253324,0.02,0.550880182902178,0.148972977642964,0.199231022972147,0.0400236977975531,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met","S0004",10,1,"holdout",46.7042392636379,52.7639212755619,6.05968201192395,0.528682711394504,0.02,0.550880182902178
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,4.53572489287477,4.53572489287477,13,12,"shifted_gamma","stn_like_empirical",0.368130105128512,67.2582645621151,0.02,0.377977074406231,0.102547205999503,0.123530747207673,0.015649445786138,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met","S0059",1,0.1,"holdout",0,0.453572489287477,0.453572489287477,0.0368130105128512,0.002,0.0377977074406231
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_003","Broad_HFS","none",6.64044016374894,15.4765839401092,8.83614377636024,35,34,"shifted_gamma","intermediate",0.288179781073704,3.10531514817849,0.02,0.259886581657654,0.604671677123828,0.579528037710677,0.335090051232879,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.59256532207607,0.228292641327091,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",0.664044016374894,1.54765839401092,0.883614377636024,0.0288179781073704,0.002,0.0259886581657654
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",15.9316007080004,22.3410929997413,6.4094922917409,33,32,"shifted_gamma","regular",0.198178572813049,11.7162573183887,0.02,0.200296634116903,0.241118469573829,0.227248881383085,0.0636562643458066,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.439687653567963,8.03505860093947,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",1.59316007080004,2.23410929997413,0.640949229174091,0.0198178572813049,0.002,0.0200296634116903
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_012","Broad_HFS","none",29.5335449231488,35.9751321044519,6.44158718130309,32,31,"shifted_gamma","irregular",0.235700743910857,1.65572959631681,0.02,0.207793134880745,0.60054267340434,0.472863138866253,0.302964989400141,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.363455973862733,4.23922901258645,"none","none",,"not_applicable","not_applicable","S0059",1,0.1,"holdout",2.95335449231488,3.59751321044519,0.644158718130309,0.0235700743910857,0.002,0.0207793134880745
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_013","Tonic","generic_stress",35.9751321044519,47.6383758100413,11.6632437055894,16,15,"shifted_gamma","generic_stress",0.755694733478595,18.6876875320449,0.02,0.777549580372627,0.17422562240998,0.200913549802709,0.0480726716339451,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met","S0059",1,0.1,"holdout",3.59751321044519,4.76383758100413,1.16632437055894,0.0755694733478595,0.002,0.0777549580372627
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,4.53572489287477,4.53572489287477,13,12,"shifted_gamma","stn_like_empirical",0.368130105128512,67.2582645621151,0.02,0.377977074406231,0.102547205999503,0.123530747207673,0.015649445786138,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met","S0041",4,0.4,"holdout",0,1.81428995714991,1.81428995714991,0.147252042051405,0.008,0.151190829762492
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_003","Broad_HFS","none",6.64044016374894,15.4765839401092,8.83614377636024,35,34,"shifted_gamma","intermediate",0.288179781073704,3.10531514817849,0.02,0.259886581657654,0.604671677123828,0.579528037710677,0.335090051232879,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.59256532207607,0.228292641327091,"none","none",,"not_applicable","not_applicable","S0041",4,0.4,"holdout",2.65617606549958,6.19063357604367,3.5344575105441,0.115271912429482,0.008,0.103954632663062
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",15.9316007080004,22.3410929997413,6.4094922917409,33,32,"shifted_gamma","regular",0.198178572813049,11.7162573183887,0.02,0.200296634116903,0.241118469573829,0.227248881383085,0.0636562643458066,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.439687653567963,8.03505860093947,"none","none",,"not_applicable","not_applicable","S0041",4,0.4,"holdout",6.37264028320016,8.93643719989652,2.56379691669636,0.0792714291252196,0.008,0.0801186536467614
