"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Phenotype_Label","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Internal_Median_ISI_s","Flank_Median_ISI_s"
"PHENO_0019","TPL_004","injected_rate_pulse","TPL_004_EVENT_005","none",104,110,24.8397156610165,25.6417785721609,7,8,0.802062911144312,0.092994015423618,0.255543346050446,2.74795474618838,3.25503018996874,0.407189697253187,0.464614157643607,2.92880740310223,"no_burst_evidence","none","injected_burst","eligible","S0014",4,0.4,"development",9.93588626440662,10.2567114288643,0.320825164457725,0.0371976061694472,0.102217338420178
"PHENO_0020","TPL_004","injected_rate_pulse","TPL_004_EVENT_006","none",112,119,26.1615497471542,26.9786898147968,8,9,0.817140067642592,0.0811950600086462,0.731567581845842,9.01000112282619,6.11352561600709,0.388699275853112,0.185547207326058,6.63158687841123,"clear_burst_like","none","injected_burst","eligible","S0014",4,0.4,"development",10.4646198988617,10.7914759259187,0.326856027057037,0.0324780240034585,0.292627032738337
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",8,11,1.8248742500024,2.47272316119507,4,5,0.64784891119267,0.146988141290779,0.231782733231876,1.57688049659294,1.39134709717805,0.47703675193281,0.805628463104022,0.945761480245904,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0014",4,0.4,"development",0.729949700000961,0.98908926447803,0.259139564477068,0.0587952565163114,0.0927130932927504
"PHENO_0016","TPL_004","injected_rate_pulse","TPL_004_EVENT_001","none",32,34,6.62192629420036,6.98518688720264,3,4,0.363260593002274,0.145303084723886,0.160545294535699,1.10489942344154,1.24835564204177,0.533520502501097,0.982231742211622,0.17488428495942,"no_burst_evidence","none","injected_burst","eligible","S0055",10,1,"development",6.62192629420036,6.98518688720264,0.363260593002274,0.145303084723886,0.160545294535699
"PHENO_0017","TPL_004","injected_rate_pulse","TPL_004_EVENT_002","none",44,51,8.46226527046276,8.86089694805256,8,9,0.398631677589805,0.0488500688090024,0.173043080750391,3.54233033789508,3.72466018144984,0.324381913770775,0.317621663473897,3.87365734386862,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0055",10,1,"development",8.46226527046276,8.86089694805256,0.398631677589805,0.0488500688090024,0.173043080750391
"PHENO_0018","TPL_004","injected_rate_pulse","TPL_004_EVENT_004","none",82,88,19.2485018449803,19.6835422944893,7,8,0.43504044950899,0.06166747505823,0.341845045477383,5.54336050170034,4.66986571354518,0.190075871941104,0.197237578946306,4.89739108319681,"clear_burst_like","none","injected_burst","eligible","S0055",10,1,"development",19.2485018449803,19.6835422944893,0.43504044950899,0.06166747505823,0.341845045477383
"PHENO_0019","TPL_004","injected_rate_pulse","TPL_004_EVENT_005","none",104,110,24.8397156610165,25.6417785721609,7,8,0.802062911144312,0.092994015423618,0.255543346050446,2.74795474618838,3.25503018996874,0.407189697253187,0.464614157643607,2.92880740310223,"no_burst_evidence","none","injected_burst","eligible","S0055",10,1,"development",24.8397156610165,25.6417785721609,0.802062911144312,0.092994015423618,0.255543346050446
"PHENO_0020","TPL_004","injected_rate_pulse","TPL_004_EVENT_006","none",112,119,26.1615497471542,26.9786898147968,8,9,0.817140067642592,0.0811950600086462,0.731567581845842,9.01000112282619,6.11352561600709,0.388699275853112,0.185547207326058,6.63158687841123,"clear_burst_like","none","injected_burst","eligible","S0055",10,1,"development",26.1615497471542,26.9786898147968,0.817140067642592,0.0811950600086462,0.731567581845842
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",8,11,1.8248742500024,2.47272316119507,4,5,0.64784891119267,0.146988141290779,0.231782733231876,1.57688049659294,1.39134709717805,0.47703675193281,0.805628463104022,0.945761480245904,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0055",10,1,"development",1.8248742500024,2.47272316119507,0.64784891119267,0.146988141290779,0.231782733231876
"PHENO_0021","TPL_005","injected_rate_pulse","TPL_005_EVENT_001","none",11,14,2.57624488145115,2.81928904943961,4,5,0.243044167988466,0.0597738474350267,0.2459695278139,4.11500243616183,4.59729758763233,0.109537304580248,0.25754856863955,3.19969228431721,"no_burst_evidence","none","injected_burst","eligible","S0028",1,0.1,"development",0.257624488145115,0.281928904943961,0.0243044167988466,0.00597738474350267,0.02459695278139
"PHENO_0022","TPL_005","injected_rate_pulse","TPL_005_EVENT_003","none",62,64,22.6680110448079,22.7954070323993,3,4,0.127395987591395,0.0433962998287947,0.14079783625999,3.24446639034802,3.57307738994192,0.282917873271882,0.345826554712125,2.32860377228356,"no_burst_evidence","none","injected_burst","eligible","S0028",1,0.1,"development",2.26680110448079,2.27954070323993,0.0127395987591395,0.00433962998287947,0.014079783625999
"PHENO_0023","TPL_005","injected_rate_pulse","TPL_005_EVENT_005","none",104,107,44.1995469529638,44.8920035915922,4,5,0.69245663862833,0.16150161758628,0.487906363916506,3.02106177763731,5.86461475730979,0.647423008176899,0.443866644076449,2.58870860110313,"no_burst_evidence","none","injected_burst","eligible","S0028",1,0.1,"development",4.41995469529639,4.48920035915922,0.069245663862833,0.016150161758628,0.0487906363916506
"PHENO_0024","TPL_005","injected_rate_pulse","TPL_005_EVENT_006","none",131,135,50.4665535425115,51.2886562711455,5,6,0.822102728634075,0.0979817382730135,0.0955559100773223,0.975242037562837,1.9744465659713,0.601720707959884,2.65624383935613,0.0538426451389691,"no_burst_evidence","none","injected_burst","eligible","S0028",1,0.1,"development",5.04665535425115,5.12886562711455,0.0822102728634075,0.00979817382730135,0.00955559100773223
"PHENO_0025","TPL_005","injected_rate_pulse","TPL_005_EVENT_007","none",137,142,51.7460409886565,52.2608676450793,6,7,0.514826656422744,0.0906849284573751,0.175900767864984,1.93969131207578,2.63081184569278,0.175052414568281,0.542362644703267,1.84717548487605,"no_burst_evidence","none","injected_burst","eligible","S0028",1,0.1,"development",5.17460409886565,5.22608676450793,0.0514826656422744,0.00906849284573751,0.0175900767864984
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",113,115,46.0437844447795,46.411224459498,3,4,0.367440014718505,0.056427888754271,0.234998174538911,4.16457499521677,1.81375738425093,1.12360332855736,0.717241924155388,2.50745814273327,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0028",1,0.1,"development",4.60437844447795,4.6411224459498,0.0367440014718505,0.0056427888754271,0.0234998174538911
"PHENO_0021","TPL_005","injected_rate_pulse","TPL_005_EVENT_001","none",11,14,2.57624488145115,2.81928904943961,4,5,0.243044167988466,0.0597738474350267,0.2459695278139,4.11500243616183,4.59729758763233,0.109537304580248,0.25754856863955,3.19969228431721,"no_burst_evidence","none","injected_burst","eligible","S0052",4,0.4,"development",1.03049795258046,1.12771561977584,0.0972176671953863,0.0239095389740107,0.0983878111255602
"PHENO_0022","TPL_005","injected_rate_pulse","TPL_005_EVENT_003","none",62,64,22.6680110448079,22.7954070323993,3,4,0.127395987591395,0.0433962998287947,0.14079783625999,3.24446639034802,3.57307738994192,0.282917873271882,0.345826554712125,2.32860377228356,"no_burst_evidence","none","injected_burst","eligible","S0052",4,0.4,"development",9.06720441792317,9.11816281295973,0.0509583950365581,0.0173585199315179,0.0563191345039959
"PHENO_0023","TPL_005","injected_rate_pulse","TPL_005_EVENT_005","none",104,107,44.1995469529638,44.8920035915922,4,5,0.69245663862833,0.16150161758628,0.487906363916506,3.02106177763731,5.86461475730979,0.647423008176899,0.443866644076449,2.58870860110313,"no_burst_evidence","none","injected_burst","eligible","S0052",4,0.4,"development",17.6798187811855,17.9568014366369,0.276982655451332,0.0646006470345118,0.195162545566603
"PHENO_0024","TPL_005","injected_rate_pulse","TPL_005_EVENT_006","none",131,135,50.4665535425115,51.2886562711455,5,6,0.822102728634075,0.0979817382730135,0.0955559100773223,0.975242037562837,1.9744465659713,0.601720707959884,2.65624383935613,0.0538426451389691,"no_burst_evidence","none","injected_burst","eligible","S0052",4,0.4,"development",20.1866214170046,20.5154625084582,0.32884109145363,0.0391926953092054,0.0382223640309289
"PHENO_0025","TPL_005","injected_rate_pulse","TPL_005_EVENT_007","none",137,142,51.7460409886565,52.2608676450793,6,7,0.514826656422744,0.0906849284573751,0.175900767864984,1.93969131207578,2.63081184569278,0.175052414568281,0.542362644703267,1.84717548487605,"no_burst_evidence","none","injected_burst","eligible","S0052",4,0.4,"development",20.6984163954626,20.9043470580317,0.205930662569098,0.0362739713829501,0.0703603071459938
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",113,115,46.0437844447795,46.411224459498,3,4,0.367440014718505,0.056427888754271,0.234998174538911,4.16457499521677,1.81375738425093,1.12360332855736,0.717241924155388,2.50745814273327,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0052",4,0.4,"development",18.4175137779118,18.5644897837992,0.146976005887402,0.0225711555017084,0.0939992698155643
"PHENO_0021","TPL_005","injected_rate_pulse","TPL_005_EVENT_001","none",11,14,2.57624488145115,2.81928904943961,4,5,0.243044167988466,0.0597738474350267,0.2459695278139,4.11500243616183,4.59729758763233,0.109537304580248,0.25754856863955,3.19969228431721,"no_burst_evidence","none","injected_burst","eligible","S0009",10,1,"development",2.57624488145115,2.81928904943961,0.243044167988466,0.0597738474350267,0.2459695278139
"PHENO_0022","TPL_005","injected_rate_pulse","TPL_005_EVENT_003","none",62,64,22.6680110448079,22.7954070323993,3,4,0.127395987591395,0.0433962998287947,0.14079783625999,3.24446639034802,3.57307738994192,0.282917873271882,0.345826554712125,2.32860377228356,"no_burst_evidence","none","injected_burst","eligible","S0009",10,1,"development",22.6680110448079,22.7954070323993,0.127395987591395,0.0433962998287947,0.14079783625999
"PHENO_0023","TPL_005","injected_rate_pulse","TPL_005_EVENT_005","none",104,107,44.1995469529638,44.8920035915922,4,5,0.69245663862833,0.16150161758628,0.487906363916506,3.02106177763731,5.86461475730979,0.647423008176899,0.443866644076449,2.58870860110313,"no_burst_evidence","none","injected_burst","eligible","S0009",10,1,"development",44.1995469529638,44.8920035915922,0.69245663862833,0.16150161758628,0.487906363916506
"PHENO_0024","TPL_005","injected_rate_pulse","TPL_005_EVENT_006","none",131,135,50.4665535425115,51.2886562711455,5,6,0.822102728634075,0.0979817382730135,0.0955559100773223,0.975242037562837,1.9744465659713,0.601720707959884,2.65624383935613,0.0538426451389691,"no_burst_evidence","none","injected_burst","eligible","S0009",10,1,"development",50.4665535425115,51.2886562711455,0.822102728634075,0.0979817382730135,0.0955559100773223
"PHENO_0025","TPL_005","injected_rate_pulse","TPL_005_EVENT_007","none",137,142,51.7460409886565,52.2608676450793,6,7,0.514826656422744,0.0906849284573751,0.175900767864984,1.93969131207578,2.63081184569278,0.175052414568281,0.542362644703267,1.84717548487605,"no_burst_evidence","none","injected_burst","eligible","S0009",10,1,"development",51.7460409886565,52.2608676450793,0.514826656422744,0.0906849284573751,0.175900767864984
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",113,115,46.0437844447795,46.411224459498,3,4,0.367440014718505,0.056427888754271,0.234998174538911,4.16457499521677,1.81375738425093,1.12360332855736,0.717241924155388,2.50745814273327,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0009",10,1,"development",46.0437844447795,46.411224459498,0.367440014718505,0.056427888754271,0.234998174538911
"PHENO_0026","TPL_006","injected_rate_pulse","TPL_006_EVENT_002","none",33,37,19.3500618314957,19.65964933091,5,6,0.309587499414313,0.0597140928791347,0.171663577778123,2.87475819360735,3.68587065647469,0.247014357607827,0.422172509008716,2.66264274779779,"no_burst_evidence","none","injected_burst","eligible","S0045",1,0.1,"holdout",1.93500618314957,1.965964933091,0.0309587499414313,0.00597140928791347,0.0171663577778123
"PHENO_0027","TPL_006","injected_rate_pulse","TPL_006_EVENT_004","none",67,72,31.0482317028796,31.4553392519102,6,7,0.407107549030624,0.0641298987021601,0.194428991212005,3.03179944373522,3.7020848768413,0.214034437843484,0.381298815890125,3.02268761820902,"no_burst_evidence","none","injected_burst","eligible","S0045",1,0.1,"holdout",3.10482317028796,3.14553392519102,0.0407107549030624,0.00641298987021601,0.0194428991212005
"PHENO_0028","TPL_006","injected_rate_pulse","TPL_006_EVENT_005","none",117,119,44.2850632930887,44.7361382344434,3,4,0.451074941354708,0.175498296139703,0.121069627047789,0.689862122373045,1.06889232509113,0.31889167308097,1.47025568328238,-0.658280728363593,"no_burst_evidence","none","injected_burst","eligible","S0045",1,0.1,"holdout",4.42850632930887,4.47361382344434,0.0451074941354708,0.0175498296139703,0.0121069627047789
"PHENO_0029","TPL_006","injected_rate_pulse","TPL_006_EVENT_006","none",120,127,44.7361382344434,45.4090477490908,8,9,0.672909514647361,0.082327201789428,0.132031524928854,1.60374119439353,2.10710423331402,0.349328518929246,0.70418518370504,1.48737265247619,"no_burst_evidence","none","injected_burst","eligible","S0045",1,0.1,"holdout",4.47361382344434,4.54090477490908,0.0672909514647362,0.0082327201789428,0.0132031524928854
"PHENO_0030","TPL_006","injected_rate_pulse","TPL_006_EVENT_007","none",129,135,45.9175264329294,46.7042392636379,7,8,0.786712830708524,0.127037406285617,0.51017027472456,4.01590594173144,3.1907757728461,0.326182073087802,0.258798937276653,3.9357378641469,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0045",1,0.1,"holdout",4.59175264329294,4.6704239263638,0.0786712830708525,0.0127037406285617,0.051017027472456
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_004",114,116,43.5945004466613,44.2850632930887,3,4,0.690562846427476,0.133564829284619,0.33985610824609,2.54450299578398,1.36805468603614,0.822852681917112,0.856227690918975,1.6136856476916,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0045",1,0.1,"holdout",4.35945004466613,4.42850632930887,0.0690562846427476,0.0133564829284619,0.033985610824609
"PHENO_0026","TPL_006","injected_rate_pulse","TPL_006_EVENT_002","none",33,37,19.3500618314957,19.65964933091,5,6,0.309587499414313,0.0597140928791347,0.171663577778123,2.87475819360735,3.68587065647469,0.247014357607827,0.422172509008716,2.66264274779779,"no_burst_evidence","none","injected_burst","eligible","S0035",4,0.4,"holdout",7.74002473259828,7.86385973236401,0.123834999765725,0.0238856371516539,0.068665431111249
"PHENO_0027","TPL_006","injected_rate_pulse","TPL_006_EVENT_004","none",67,72,31.0482317028796,31.4553392519102,6,7,0.407107549030624,0.0641298987021601,0.194428991212005,3.03179944373522,3.7020848768413,0.214034437843484,0.381298815890125,3.02268761820902,"no_burst_evidence","none","injected_burst","eligible","S0035",4,0.4,"holdout",12.4192926811518,12.5821357007641,0.16284301961225,0.0256519594808641,0.0777715964848021
"PHENO_0028","TPL_006","injected_rate_pulse","TPL_006_EVENT_005","none",117,119,44.2850632930887,44.7361382344434,3,4,0.451074941354708,0.175498296139703,0.121069627047789,0.689862122373045,1.06889232509113,0.31889167308097,1.47025568328238,-0.658280728363593,"no_burst_evidence","none","injected_burst","eligible","S0035",4,0.4,"holdout",17.7140253172355,17.8944552937774,0.180429976541883,0.0701993184558811,0.0484278508191154
"PHENO_0029","TPL_006","injected_rate_pulse","TPL_006_EVENT_006","none",120,127,44.7361382344434,45.4090477490908,8,9,0.672909514647361,0.082327201789428,0.132031524928854,1.60374119439353,2.10710423331402,0.349328518929246,0.70418518370504,1.48737265247619,"no_burst_evidence","none","injected_burst","eligible","S0035",4,0.4,"holdout",17.8944552937774,18.1636190996363,0.269163805858945,0.0329308807157712,0.0528126099715417
"PHENO_0030","TPL_006","injected_rate_pulse","TPL_006_EVENT_007","none",129,135,45.9175264329294,46.7042392636379,7,8,0.786712830708524,0.127037406285617,0.51017027472456,4.01590594173144,3.1907757728461,0.326182073087802,0.258798937276653,3.9357378641469,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0035",4,0.4,"holdout",18.3670105731718,18.6816957054552,0.31468513228341,0.0508149625142468,0.204068109889824
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_004",114,116,43.5945004466613,44.2850632930887,3,4,0.690562846427476,0.133564829284619,0.33985610824609,2.54450299578398,1.36805468603614,0.822852681917112,0.856227690918975,1.6136856476916,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0035",4,0.4,"holdout",17.4378001786645,17.7140253172355,0.27622513857099,0.0534259317138478,0.135942443298436
"PHENO_0026","TPL_006","injected_rate_pulse","TPL_006_EVENT_002","none",33,37,19.3500618314957,19.65964933091,5,6,0.309587499414313,0.0597140928791347,0.171663577778123,2.87475819360735,3.68587065647469,0.247014357607827,0.422172509008716,2.66264274779779,"no_burst_evidence","none","injected_burst","eligible","S0004",10,1,"holdout",19.3500618314957,19.65964933091,0.309587499414313,0.0597140928791347,0.171663577778123
"PHENO_0027","TPL_006","injected_rate_pulse","TPL_006_EVENT_004","none",67,72,31.0482317028796,31.4553392519102,6,7,0.407107549030624,0.0641298987021601,0.194428991212005,3.03179944373522,3.7020848768413,0.214034437843484,0.381298815890125,3.02268761820902,"no_burst_evidence","none","injected_burst","eligible","S0004",10,1,"holdout",31.0482317028796,31.4553392519102,0.407107549030624,0.0641298987021601,0.194428991212005
"PHENO_0028","TPL_006","injected_rate_pulse","TPL_006_EVENT_005","none",117,119,44.2850632930887,44.7361382344434,3,4,0.451074941354708,0.175498296139703,0.121069627047789,0.689862122373045,1.06889232509113,0.31889167308097,1.47025568328238,-0.658280728363593,"no_burst_evidence","none","injected_burst","eligible","S0004",10,1,"holdout",44.2850632930887,44.7361382344434,0.451074941354708,0.175498296139703,0.121069627047789
"PHENO_0029","TPL_006","injected_rate_pulse","TPL_006_EVENT_006","none",120,127,44.7361382344434,45.4090477490908,8,9,0.672909514647361,0.082327201789428,0.132031524928854,1.60374119439353,2.10710423331402,0.349328518929246,0.70418518370504,1.48737265247619,"no_burst_evidence","none","injected_burst","eligible","S0004",10,1,"holdout",44.7361382344434,45.4090477490908,0.672909514647361,0.082327201789428,0.132031524928854
"PHENO_0030","TPL_006","injected_rate_pulse","TPL_006_EVENT_007","none",129,135,45.9175264329294,46.7042392636379,7,8,0.786712830708524,0.127037406285617,0.51017027472456,4.01590594173144,3.1907757728461,0.326182073087802,0.258798937276653,3.9357378641469,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0004",10,1,"holdout",45.9175264329294,46.7042392636379,0.786712830708524,0.127037406285617,0.51017027472456
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_004",114,116,43.5945004466613,44.2850632930887,3,4,0.690562846427476,0.133564829284619,0.33985610824609,2.54450299578398,1.36805468603614,0.822852681917112,0.856227690918975,1.6136856476916,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0004",10,1,"holdout",43.5945004466613,44.2850632930887,0.690562846427476,0.133564829284619,0.33985610824609
"PHENO_0031","TPL_007","injected_rate_pulse","TPL_007_EVENT_001","none",27,33,9.79717306181026,10.3405375799923,7,8,0.543364518182079,0.0627643448498896,0.367175453970724,5.85006431356655,4.07849981062603,0.600678970573926,0.245678254562342,4.96495883755593,"clear_burst_like","none","injected_burst","eligible","S0059",1,0.1,"holdout",0.979717306181026,1.03405375799923,0.0543364518182079,0.00627643448498896,0.0367175453970724
"PHENO_0032","TPL_007","injected_rate_pulse","TPL_007_EVENT_002","none",49,54,15.4765839401092,15.9316007080004,6,7,0.455016767891227,0.073106556332364,0.274559243334603,3.75560356155166,3.89429735286565,0.405092648537561,0.36803124027627,3.54065392319532,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0059",1,0.1,"holdout",1.54765839401092,1.59316007080004,0.0455016767891227,0.0073106556332364,0.0274559243334603
"PHENO_0033","TPL_007","injected_rate_pulse","TPL_007_EVENT_004","none",92,95,28.0637850327036,28.5489295781626,4,5,0.485144545459024,0.127567087681395,0.395072066036446,3.09697487978372,6.49000587428001,0.552728488899387,0.45179877473228,2.67314458969713,"no_burst_evidence","none","injected_burst","eligible","S0059",1,0.1,"holdout",2.80637850327036,2.85489295781626,0.0485144545459024,0.0127567087681395,0.0395072066036446
"PHENO_0034","TPL_007","injected_rate_pulse","TPL_007_EVENT_005","none",97,101,29.0524196501857,29.5335449231488,5,6,0.481125272963104,0.0950096129160473,0.23558735688756,2.47961600575861,2.55715666057812,0.377947991812248,0.408410014419679,2.2275108214674,"no_burst_evidence","none","injected_burst","eligible","S0059",1,0.1,"holdout",2.90524196501857,2.95335449231488,0.0481125272963104,0.00950096129160473,0.023558735688756
"PHENO_0035","TPL_007","injected_rate_pulse","TPL_007_EVENT_006","none",112,119,32.2149488243097,32.6687044896764,8,9,0.453755665366691,0.0547877627796518,0.226239168226799,4.1293740928371,4.51702433534769,0.379106120659476,0.330079106929816,4.35011835277739,"clear_burst_like","none","injected_burst","eligible","S0059",1,0.1,"holdout",3.22149488243097,3.26687044896764,0.0453755665366691,0.00547877627796518,0.0226239168226799
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",55,57,15.9316007080004,16.4145468221742,3,4,0.482946114173804,0.131386578584291,0.226707124630484,1.72549682831599,1.45140204908306,0.531159216902037,0.857365508547426,0.984876323560762,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0059",1,0.1,"holdout",1.59316007080004,1.64145468221742,0.0482946114173804,0.0131386578584291,0.0226707124630484
"PHENO_0031","TPL_007","injected_rate_pulse","TPL_007_EVENT_001","none",27,33,9.79717306181026,10.3405375799923,7,8,0.543364518182079,0.0627643448498896,0.367175453970724,5.85006431356655,4.07849981062603,0.600678970573926,0.245678254562342,4.96495883755593,"clear_burst_like","none","injected_burst","eligible","S0041",4,0.4,"holdout",3.9188692247241,4.13621503199694,0.217345807272832,0.0251057379399558,0.14687018158829
"PHENO_0032","TPL_007","injected_rate_pulse","TPL_007_EVENT_002","none",49,54,15.4765839401092,15.9316007080004,6,7,0.455016767891227,0.073106556332364,0.274559243334603,3.75560356155166,3.89429735286565,0.405092648537561,0.36803124027627,3.54065392319532,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0041",4,0.4,"holdout",6.19063357604367,6.37264028320016,0.182006707156491,0.0292426225329456,0.109823697333841
"PHENO_0033","TPL_007","injected_rate_pulse","TPL_007_EVENT_004","none",92,95,28.0637850327036,28.5489295781626,4,5,0.485144545459024,0.127567087681395,0.395072066036446,3.09697487978372,6.49000587428001,0.552728488899387,0.45179877473228,2.67314458969713,"no_burst_evidence","none","injected_burst","eligible","S0041",4,0.4,"holdout",11.2255140130814,11.419571831265,0.19405781818361,0.0510268350725579,0.158028826414578
"PHENO_0034","TPL_007","injected_rate_pulse","TPL_007_EVENT_005","none",97,101,29.0524196501857,29.5335449231488,5,6,0.481125272963104,0.0950096129160473,0.23558735688756,2.47961600575861,2.55715666057812,0.377947991812248,0.408410014419679,2.2275108214674,"no_burst_evidence","none","injected_burst","eligible","S0041",4,0.4,"holdout",11.6209678600743,11.8134179692595,0.192450109185241,0.0380038451664189,0.0942349427550241
"PHENO_0035","TPL_007","injected_rate_pulse","TPL_007_EVENT_006","none",112,119,32.2149488243097,32.6687044896764,8,9,0.453755665366691,0.0547877627796518,0.226239168226799,4.1293740928371,4.51702433534769,0.379106120659476,0.330079106929816,4.35011835277739,"clear_burst_like","none","injected_burst","eligible","S0041",4,0.4,"holdout",12.8859795297239,13.0674817958706,0.181502266146676,0.0219151051118607,0.0904956672907195
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",55,57,15.9316007080004,16.4145468221742,3,4,0.482946114173804,0.131386578584291,0.226707124630484,1.72549682831599,1.45140204908306,0.531159216902037,0.857365508547426,0.984876323560762,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0041",4,0.4,"holdout",6.37264028320016,6.56581872886968,0.193178445669522,0.0525546314337164,0.0906828498521934
"PHENO_0031","TPL_007","injected_rate_pulse","TPL_007_EVENT_001","none",27,33,9.79717306181026,10.3405375799923,7,8,0.543364518182079,0.0627643448498896,0.367175453970724,5.85006431356655,4.07849981062603,0.600678970573926,0.245678254562342,4.96495883755593,"clear_burst_like","none","injected_burst","eligible","S0043",10,1,"holdout",9.79717306181026,10.3405375799923,0.543364518182079,0.0627643448498896,0.367175453970724
"PHENO_0032","TPL_007","injected_rate_pulse","TPL_007_EVENT_002","none",49,54,15.4765839401092,15.9316007080004,6,7,0.455016767891227,0.073106556332364,0.274559243334603,3.75560356155166,3.89429735286565,0.405092648537561,0.36803124027627,3.54065392319532,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0043",10,1,"holdout",15.4765839401092,15.9316007080004,0.455016767891227,0.073106556332364,0.274559243334603
"PHENO_0033","TPL_007","injected_rate_pulse","TPL_007_EVENT_004","none",92,95,28.0637850327036,28.5489295781626,4,5,0.485144545459024,0.127567087681395,0.395072066036446,3.09697487978372,6.49000587428001,0.552728488899387,0.45179877473228,2.67314458969713,"no_burst_evidence","none","injected_burst","eligible","S0043",10,1,"holdout",28.0637850327036,28.5489295781626,0.485144545459024,0.127567087681395,0.395072066036446
"PHENO_0034","TPL_007","injected_rate_pulse","TPL_007_EVENT_005","none",97,101,29.0524196501857,29.5335449231488,5,6,0.481125272963104,0.0950096129160473,0.23558735688756,2.47961600575861,2.55715666057812,0.377947991812248,0.408410014419679,2.2275108214674,"no_burst_evidence","none","injected_burst","eligible","S0043",10,1,"holdout",29.0524196501857,29.5335449231488,0.481125272963104,0.0950096129160473,0.23558735688756
"PHENO_0035","TPL_007","injected_rate_pulse","TPL_007_EVENT_006","none",112,119,32.2149488243097,32.6687044896764,8,9,0.453755665366691,0.0547877627796518,0.226239168226799,4.1293740928371,4.51702433534769,0.379106120659476,0.330079106929816,4.35011835277739,"clear_burst_like","none","injected_burst","eligible","S0043",10,1,"holdout",32.2149488243097,32.6687044896764,0.453755665366691,0.0547877627796518,0.226239168226799
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",55,57,15.9316007080004,16.4145468221742,3,4,0.482946114173804,0.131386578584291,0.226707124630484,1.72549682831599,1.45140204908306,0.531159216902037,0.857365508547426,0.984876323560762,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0043",10,1,"holdout",15.9316007080004,16.4145468221742,0.482946114173804,0.131386578584291,0.226707124630484
"PHENO_0036","TPL_008","injected_rate_pulse","TPL_008_EVENT_002","none",47,53,15.2075470364964,16.0193517976682,7,8,0.811804761171806,0.107452956671928,0.164124604405189,1.52740891910764,2.17453952094547,0.204445214899688,0.762775631753212,1.29442795599871,"no_burst_evidence","none","injected_burst","eligible","S0026",1,0.1,"holdout",1.52075470364964,1.60193517976682,0.0811804761171806,0.0107452956671928,0.0164124604405189
