"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Phenotype_Label","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility"
"PHENO_0088","TPL_018","injected_rate_pulse","TPL_018_EVENT_004","none",50,54,19.362418274711,20.1912024263068,5,6,0.828784151595776,0.0886505693509003,0.219089641065321,2.47138447806366,1.54415400326074,0.924170117235762,1.19967291638733,2.03934829096866,"no_burst_evidence","none","injected_burst","eligible"
"PHENO_0089","TPL_018","injected_rate_pulse","TPL_018_EVENT_005","none",65,70,22.9258101804932,23.2133742594557,6,7,0.287564078962531,0.050554684504371,0.206165120360596,4.07806165505337,4.62171778587395,0.157815674268644,0.259087166536157,3.80996620459378,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0090","TPL_018","injected_rate_pulse","TPL_018_EVENT_007","none",98,104,31.9822853554979,32.2725219338678,7,8,0.290236578369873,0.0415797617642757,0.197502091249065,4.74995725970595,4.94946135934268,0.201483714417328,0.221858510308492,4.50211067671179,"clear_burst_like","none","injected_burst","eligible"
"PHENO_0091","TPL_019","injected_rate_pulse","TPL_019_EVENT_001","none",1,4,0,0.379075145433936,4,5,0.379075145433936,0.0880864275257986,0.281861788177688,3.19983221132605,2.62057909466148,0.473785198335517,0.423824134635939,2.51966705956881,"no_burst_evidence","none","injected_burst","eligible"
"PHENO_0092","TPL_019","injected_rate_pulse","TPL_019_EVENT_003","none",40,47,14.4296372853002,14.9015989007335,8,9,0.471961615433221,0.0531382876259998,0.245349777092081,4.61719389263938,4.65402931381178,0.35807521095808,0.288757127645988,4.67551725602997,"clear_burst_like","none","injected_burst","eligible"
"PHENO_0093","TPL_019","injected_rate_pulse","TPL_019_EVENT_004","none",67,73,22.4634093571967,23.134303210656,7,8,0.670893853459345,0.110663830092965,0.425049476374852,3.84090697039656,5.33098822539723,0.488208366317697,0.297682668257648,3.92997342534877,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0094","TPL_019","injected_rate_pulse","TPL_019_EVENT_005","none",75,82,23.6445173053805,24.4366329514446,8,9,0.792115646064026,0.098504566145156,0.2831276528282,2.87425917303147,3.04956621429111,0.267442688263776,0.432811642566381,3.23824467906475,"no_burst_evidence","none","injected_burst","eligible"
"PHENO_0095","TPL_019","injected_rate_pulse","TPL_019_EVENT_007","none",119,122,44.9477944260603,45.1070086607927,4,5,0.159214234732395,0.0408285091047265,0.276805620319441,6.77971413576296,6.60017354197787,0.125702780243191,0.155196842956657,4.28707358410033,"clear_burst_like","none","injected_burst","eligible"
"PHENO_0096","TPL_020","injected_rate_pulse","TPL_020_EVENT_001","none",1,6,0,0.537344407600089,6,7,0.537344407600089,0.0945947869331452,0.0601513169274521,0.635884057437161,1.95619029399592,0.326739757639218,1.67021443992797,-0.973903876980596,"no_burst_evidence","none","injected_burst","eligible"
"PHENO_0097","TPL_020","injected_rate_pulse","TPL_020_EVENT_002","none",8,14,1.08212154580533,1.49613475405707,7,8,0.414013208251736,0.056378075995909,0.602509614047628,10.6869488432232,7.80683594583733,0.31793804011432,0.115750111152391,6.74980253753943,"clear_burst_like","none","injected_burst","eligible"
"PHENO_0098","TPL_020","injected_rate_pulse","TPL_020_EVENT_005","none",56,60,22.7563351577603,23.4935190557834,5,6,0.737183898023016,0.131467384000831,0.169038757677995,1.28578475157707,1.2191186044856,0.236420196824398,0.996517861440066,0.587968709589715,"no_burst_evidence","none","injected_burst","eligible"
"PHENO_0099","TPL_020","injected_rate_pulse","TPL_020_EVENT_006","none",72,76,26.0645309910373,26.3612345365322,5,6,0.29670354549484,0.0562229667107093,0.228922590269999,4.07169175984437,4.61333810201462,0.241589273151545,0.306594943484283,3.49764942329303,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0100","TPL_020","injected_rate_pulse","TPL_020_EVENT_008","none",108,113,37.2985042916926,37.61596964383,6,7,0.317465352137431,0.0496608494285518,0.200816375952439,4.0437563646864,3.95574353690311,0.266439667286649,0.251245979794699,3.73951169121386,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity"
"PHENO_0101","TPL_001","null_model_burst_like_excursion","none","TPL_001_STATE_003",66,68,36.128398568561,36.3550198490797,3,4,0.226621280518748,0.0693308619996812,0.178418952525168,2.57344200517784,3.06035695960017,0.666895717875362,0.55505822282277,1.8501544797729,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0102","TPL_002","null_model_burst_like_excursion","none","TPL_002_STATE_001",3,5,0.406689033117169,0.849503301136549,3,4,0.44281426801938,0.115468678733395,0.208949698511219,1.80957902007056,1.46240287378573,0.470998222382425,0.820411409602289,1.07518974405947,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",93,95,36.272096907893,36.5872460918379,3,4,0.315149183944885,0.0817344018099567,0.245021819340668,2.9977807864842,2.28356364344757,0.486610889682241,0.500778427219595,2.05934378123606,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",8,11,1.8248742500024,2.47272316119507,4,5,0.64784891119267,0.146988141290779,0.231782733231876,1.57688049659294,1.39134709717805,0.47703675193281,0.805628463104022,0.945761480245904,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",113,115,46.0437844447795,46.411224459498,3,4,0.367440014718505,0.056427888754271,0.234998174538911,4.16457499521677,1.81375738425093,1.12360332855736,0.717241924155388,2.50745814273327,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_004",114,116,43.5945004466613,44.2850632930887,3,4,0.690562846427476,0.133564829284619,0.33985610824609,2.54450299578398,1.36805468603614,0.822852681917112,0.856227690918975,1.6136856476916,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",55,57,15.9316007080004,16.4145468221742,3,4,0.482946114173804,0.131386578584291,0.226707124630484,1.72549682831599,1.45140204908306,0.531159216902037,0.857365508547426,0.984876323560762,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0108","TPL_008","null_model_burst_like_excursion","none","TPL_008_STATE_002",21,25,10.4949414362346,11.3172804201898,5,6,0.822338983955162,0.11886574845299,0.253977629322132,2.1366763144774,1.54032270766798,0.503318776567549,0.996837884837139,1.75540406924509,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0109","TPL_009","null_model_burst_like_excursion","none","TPL_009_STATE_003",60,65,25.1883161146803,26.0542304641411,6,7,0.865914349460803,0.128980538667269,0.21055265166025,1.63243737261334,1.41225721783984,0.443947156937022,0.889183720540415,1.2423343778982,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0110","TPL_010","null_model_burst_like_excursion","none","TPL_010_STATE_003",66,74,40.3536616829173,42.1151566498276,9,10,1.76149496691036,0.156582701019735,0.256264036343632,1.63660503155667,1.28894292522781,0.287112456630114,0.936143176320914,1.51261634600532,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0111","TPL_011","null_model_burst_like_excursion","none","TPL_011_STATE_004",97,105,40.1099749075127,40.8519866973917,9,10,0.742011789879073,0.0711280140725255,0.248257824276257,3.49029601786887,3.00836440316058,0.486741537359859,0.410568656840789,3.97663463659155,"ambiguous_burst_like","gamma_null_excursion_between_guard_bands","mechanism_negative_null_excursion_audit","exclude_primary_include_sensitivity"
"PHENO_0112","TPL_012","null_model_burst_like_excursion","none","TPL_012_STATE_003",46,49,30.3464811785542,30.9444964728465,4,5,0.598015294292328,0.145743068494987,0.25892400457547,1.77657851758745,1.9040661142168,0.302778098686394,0.683505848632936,1.28009877186115,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0113","TPL_013","null_model_burst_like_excursion","none","TPL_013_STATE_003",86,90,29.3955716793432,30.2255129234384,5,6,0.829941244095199,0.132154687747722,0.293987611324408,2.22457194924192,1.80731813899867,0.408921661300355,0.572530246577303,1.89494945507298,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0114","TPL_014","null_model_burst_like_excursion","none","TPL_014_STATE_005",99,107,42.0047194415906,43.2179039200868,9,10,1.21318447849627,0.135625001498811,0.32569261720186,2.40142019246145,2.38469973193052,0.453141319304343,0.533418032470042,2.80013510013187,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0115","TPL_015","null_model_burst_like_excursion","none","TPL_015_STATE_002",64,66,11.8303916615198,12.2351834385755,3,4,0.404791777055679,0.1232172551054,0.192775852376952,1.56451993847819,1.83383407325315,0.188551305183184,0.745259422281228,0.907976711287191,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0116","TPL_016","null_model_burst_like_excursion","none","TPL_016_STATE_001",28,30,4.80889753413712,5.08456444187276,3,4,0.275666907735644,0.0886732416007973,0.297598552099427,3.35612577962585,3.05830920372758,0.391678171487512,0.366354388898114,2.33744280019965,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0117","TPL_017","null_model_burst_like_excursion","none","TPL_017_STATE_005",116,124,33.752817743835,36.1334043772555,9,10,2.38058663342047,0.229443080517578,0.346487635051652,1.51012457760785,1.28201013355725,0.369822389128439,0.841526511354456,1.26170152427909,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0118","TPL_018","null_model_burst_like_excursion","none","TPL_018_STATE_001",1,8,0,0.937159466502144,8,9,0.937159466502144,0.125037296204752,0.258134547538481,2.06446040800321,2.01073656680301,0.461531445470957,0.516598160314464,2.17871095848047,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0119","TPL_019","null_model_burst_like_excursion","none","TPL_019_STATE_001",19,21,3.6724236735956,4.09147877951523,3,4,0.419055105919632,0.0716637003911382,0.255508005898728,3.5653755597907,1.90775818117808,0.979978714080088,0.721942449248938,2.26538751668192,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
"PHENO_0120","TPL_020","null_model_burst_like_excursion","none","TPL_020_STATE_003",50,54,21.8073394320492,22.541074334847,5,6,0.733734902797869,0.0961711203372738,0.369030358590626,3.8372263658407,2.32595118716634,0.631451537451328,0.606192996347318,3.15483909011585,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible"
